states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
101010,1024.0,1024.0,1024.0,1024.0,36.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,221.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,53.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,224.0
010000,,,,,843.0,,,,,,,,13.0,,,,,,,,,,,,,,,,,663.0,,,,,,,,,,,,,,,,,,,,17.0
001111,,,,,56.0,,,,,,,,737.0,,,,,,,,,,,,,,,,,284.0,,,,,,,,,,,,,,,,,,,,366.0
101000,,,,,19.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,57.0
100010,,,,,19.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,51.0
001110,,,,,10.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,34.0
100000,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
001010,,,,,8.0,,,,,,,,13.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,1.0
001011,,,,,7.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0
001100,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
000111,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,85.0
001101,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0
001000,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
000011,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,5.0
000010,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
001001,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,5.0
000110,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,5.0
000000,,,,,1.0,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
000101,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,3.0
000001,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000100,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
