states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
011000,848.0,,649.0,245.0,66.0,216.0,,548.0,677.0,514.0,610.0,553.0,1013.0,231.0,6.0,579.0,444.0,844.0,,688.0,680.0,473.0,682.0,6.0,673.0,1.0,562.0,46.0,617.0,536.0,563.0,1.0,631.0,890,892.0,228.0,,882.0,42.0,418.0,571.0,605.0,367.0,533.0,463.0,78.0,223.0,683.0,5,504.0
101000,84.0,,1.0,23.0,12.0,6.0,,,3.0,,2.0,,2.0,7.0,54.0,,8.0,77.0,,1.0,2.0,7.0,,47.0,,3.0,,5.0,3.0,2.0,,,248.0,8,72.0,10.0,,11.0,,6.0,,3.0,101.0,,3.0,3.0,8.0,,35,
000100,51.0,,,11.0,1.0,5.0,,,35.0,,10.0,,,6.0,287.0,,1.0,55.0,,,24.0,32.0,,247.0,,926.0,,,4.0,,,697.0,,44,26.0,10.0,,36.0,1.0,,,,,,2.0,,8.0,,540,
000001,13.0,,,7.0,,16.0,,1.0,5.0,,22.0,,,9.0,2.0,,12.0,9.0,,1.0,5.0,25.0,,1.0,,1.0,,,28.0,2.0,,6.0,16.0,3,12.0,8.0,,6.0,,10.0,,25.0,16.0,1.0,9.0,5.0,9.0,,1,
100001,11.0,,3.0,4.0,18.0,2.0,,8.0,8.0,7.0,169.0,11.0,,3.0,24.0,7.0,75.0,16.0,,2.0,8.0,17.0,1.0,34.0,2.0,44.0,8.0,9.0,154.0,8.0,13.0,83.0,3.0,3,9.0,,,3.0,14.0,70.0,13.0,167.0,,10.0,98.0,,1.0,2.0,180,14.0
101001,9.0,1024.0,2.0,587.0,915.0,630.0,1024.0,143.0,218.0,151.0,191.0,129.0,1.0,631.0,5.0,136.0,137.0,10.0,1024.0,4.0,203.0,447.0,5.0,9.0,2.0,2.0,132.0,954.0,198.0,152.0,137.0,14.0,49.0,3,,622.0,1024.0,3.0,956.0,106.0,140.0,199.0,29.0,155.0,120.0,919.0,622.0,4.0,56,148.0
001000,5.0,,4.0,18.0,7.0,13.0,,2.0,2.0,,,,1.0,12.0,2.0,1.0,,4.0,,,4.0,,1.0,1.0,,13.0,1.0,3.0,,,,1.0,2.0,1,1.0,14.0,,,,1.0,1.0,1.0,9.0,,1.0,3.0,17.0,,4,
000010,2.0,,316.0,118.0,,130.0,,301.0,46.0,341.0,4.0,322.0,1.0,115.0,564.0,282.0,64.0,4.0,,286.0,54.0,2.0,275.0,614.0,290.0,7.0,308.0,,9.0,313.0,298.0,187.0,1.0,4,3.0,124.0,,3.0,10.0,111.0,291.0,7.0,420.0,314.0,68.0,6.0,121.0,280.0,140,339.0
000000,1.0,,,,,,,,6.0,,4.0,,2.0,,,,,2.0,,1.0,13.0,6.0,1.0,,2.0,4.0,,,3.0,,,1.0,1.0,4,2.0,,,,,,,7.0,22.0,,2.0,1.0,,1.0,1,
010000,,,41.0,3.0,,5.0,,3.0,11.0,2.0,1.0,1.0,4.0,4.0,38.0,5.0,273.0,3.0,,28.0,17.0,10.0,49.0,30.0,41.0,23.0,4.0,1.0,3.0,2.0,1.0,29.0,30.0,62,6.0,3.0,,73.0,,294.0,1.0,1.0,47.0,,252.0,,9.0,50.0,34,6.0
100000,,,7.0,6.0,,1.0,,,,,9.0,,,6.0,12.0,,2.0,,,13.0,,5.0,9.0,14.0,13.0,,,,4.0,,,5.0,9.0,1,1.0,5.0,,4.0,,2.0,,9.0,,,,,5.0,4.0,16,
001001,,,1.0,2.0,5.0,,,18.0,13.0,9.0,2.0,8.0,,,30.0,14.0,8.0,,,,14.0,,1.0,21.0,1.0,,9.0,6.0,1.0,9.0,12.0,,34.0,1,,,,3.0,1.0,6.0,7.0,,13.0,11.0,6.0,9.0,1.0,,12,13.0
