states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
101110,1024.0,312.0,97.0,95.0,1024.0,1024.0,221.0,620.0,350.0,634.0,1024.0,1001.0,1006.0,1024.0,1024.0,112.0,1024.0,1024.0,570.0,1024.0,590.0,1024.0,651.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,11.0,1024.0,1024.0,92.0,1007.0,1024.0,1024.0,7.0,190.0,1024.0,1011.0,1024.0,354.0,1024.0,1024.0,940.0,405.0
010000,,462.0,571.0,629.0,,,231.0,39.0,376.0,36.0,,,1.0,,,613.0,,,51.0,,141.0,,75.0,,,,,,,,,,,643.0,,,618.0,,,,669.0,208.0,,,,254.0,,,3.0,320.0
001101,,109.0,9.0,10.0,,,442.0,315.0,108.0,315.0,,20.0,15.0,,,10.0,,,1.0,,35.0,,7.0,,,,,,,,,,,205.0,,,15.0,14.0,,,171.0,480.0,,12.0,,92.0,,,73.0,87.0
101100,,88.0,8.0,7.0,,,89.0,22.0,149.0,14.0,,,,,,10.0,,,6.0,,23.0,,29.0,,,,,,,,,,,57.0,,,14.0,,,,53.0,121.0,,,,285.0,,,,155.0
001100,,16.0,33.0,21.0,,,7.0,7.0,15.0,1.0,,2.0,2.0,,,26.0,,,78.0,,61.0,,35.0,,,,,,,,,,,5.0,,,24.0,3.0,,,12.0,4.0,,1.0,,4.0,,,2.0,21.0
001110,,7.0,265.0,228.0,,,5.0,4.0,13.0,6.0,,1.0,,,,218.0,,,268.0,,96.0,,215.0,,,,,,,,,,,74.0,,,223.0,,,,76.0,3.0,,,,26.0,,,4.0,20.0
001001,,5.0,1.0,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0
001010,,5.0,3.0,1.0,,,1.0,,2.0,,,,,,,1.0,,,2.0,,36.0,,,,,,,,,,,,,7.0,,,,,,,9.0,,,,,1.0,,,,1.0
000110,,4.0,2.0,4.0,,,,1.0,1.0,1.0,,,,,,1.0,,,2.0,,29.0,,,,,,,,,,,,,8.0,,,3.0,,,,10.0,,,,,,,,,1.0
101000,,4.0,2.0,1.0,,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,
100000,,3.0,,,,,1.0,3.0,2.0,9.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,5.0,,,,,,,9.0,,,,,1.0,,,,2.0
100010,,3.0,1.0,1.0,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,4.0,,,,6.0
101010,,3.0,2.0,3.0,,,,,,2.0,,,,,,1.0,,,28.0,,1.0,,5.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
000101,,1.0,1.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
100100,,1.0,2.0,2.0,,,,4.0,,4.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
100110,,1.0,2.0,2.0,,,,,,,,,,,,2.0,,,11.0,,,,5.0,,,,,,,,,,,1.0,,,3.0,,,,,1.0,,,,,,,,
000100,,,12.0,10.0,,,4.0,1.0,2.0,,,,,,,11.0,,,1.0,,,,,,,,,,,,,,,1.0,,,7.0,,,,2.0,2.0,,,,1.0,,,,
001000,,,9.0,8.0,,,4.0,2.0,,,,,,,,10.0,,,4.0,,2.0,,,,,,,,,,,,,,,,13.0,,,,,3.0,,,,1.0,,,,1.0
000010,,,4.0,2.0,,,17.0,,,1.0,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,2.0,8.0,,,,,,,1.0,
000000,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,4.0,,,,1.0,,,1.0,
000001,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,5.0,,,1.0,,,,3.0,,,,,,,,,1.0
