states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
101101,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,941.0,806.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,921.0,1024.0,891.0,1020.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,979.0,1010.0,1024.0,892.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,952.0,1024.0,1024.0,1024.0,1024.0,636.0,914.0,1024.0,1024.0,1024.0,1024.0,910.0
101010,,,,,,,39.0,130.0,,,,,,,,,33.0,,61.0,3.0,,,,,,,23.0,7.0,,83.0,,,,,,,,,32.0,,,,,204.0,55.0,,,,,65.0
010000,,,,,,,30.0,49.0,,,,,,,,,63.0,,65.0,1.0,,,,,,,21.0,4.0,,33.0,,,,,,,,,29.0,,,,,143.0,50.0,,,,,42.0
101001,,,,,,,8.0,13.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,6.0,,,,,,,,,8.0,,,,,7.0,1.0,,,,,2.0
001101,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,
001001,,,,,,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,
100101,,,,,,,1.0,2.0,,,,,,,,,2.0,,2.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,15.0,3.0,,,,,5.0
101100,,,,,,,,15.0,,,,,,,,,1.0,,1.0,,,,,,,,,3.0,,4.0,,,,,,,,,,,,,,1.0,,,,,,
001010,,,,,,,,7.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,4.0,1.0,,,,,
000101,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,
100000,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101000,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
001100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
100010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,
000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,
001000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
