states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
010101,954.0,811.0,37.0,,,,1024.0,17.0,,1024.0,68.0,70,60.0,1024.0,1024.0,573.0,1024.0,,,952.0,,,395.0,57.0,1024.0,1024.0,1024.0,203.0,1024.0,1024.0,,,1024.0,1024.0,1024.0,1024.0,,,1024.0,395.0,40.0,,1024.0,459.0,1024.0,,186,1024.0,119.0,1024.0
001100,40.0,89.0,611.0,,,,,845.0,,,555.0,576,558.0,,,139.0,,,,23.0,,,164.0,580.0,,,,76.0,,,,,,,,,,,,158.0,852.0,,,216.0,,,622,,684.0,
100000,23.0,96.0,99.0,1024.0,1024.0,1024.0,,121.0,1024.0,,8.0,10,9.0,,,286.0,,1024.0,1024.0,39.0,1024.0,1024.0,1.0,9.0,,,,26.0,,,1024.0,1024.0,,,,,1024.0,1024.0,,,108.0,1024.0,,80.0,,1024.0,12,,22.0,
000010,3.0,2.0,,,,,,17.0,,,24.0,21,22.0,,,,,,,2.0,,,283.0,27.0,,,,612.0,,,,,,,,,,,,302.0,12.0,,,160.0,,,12,,6.0,
010100,2.0,2.0,252.0,,,,,4.0,,,332.0,304,335.0,,,1.0,,,,1.0,,,73.0,306.0,,,,13.0,,,,,,,,,,,,55.0,1.0,,,91.0,,,65,,74.0,
000101,1.0,16.0,6.0,,,,,,,,,1,4.0,,,12.0,,,,4.0,,,28.0,,,,,17.0,,,,,,,,,,,,37.0,,,,,,,11,,6.0,
010000,1.0,,,,,,,4.0,,,2.0,3,3.0,,,3.0,,,,,,,9.0,9.0,,,,4.0,,,,,,,,,,,,4.0,1.0,,,,,,27,,28.0,
010001,,4.0,2.0,,,,,1.0,,,7.0,14,11.0,,,5.0,,,,2.0,,,16.0,11.0,,,,28.0,,,,,,,,,,,,21.0,3.0,,,,,,17,,17.0,
000001,,3.0,5.0,,,,,8.0,,,17.0,18,13.0,,,5.0,,,,,,,9.0,7.0,,,,9.0,,,,,,,,,,,,9.0,1.0,,,7.0,,,14,,24.0,
000100,,1.0,2.0,,,,,1.0,,,,1,,,,,,,,,,,28.0,2.0,,,,26.0,,,,,,,,,,,,30.0,,,,,,,4,,,
001000,,,10.0,,,,,1.0,,,7.0,3,8.0,,,,,,,1.0,,,18.0,9.0,,,,10.0,,,,,,,,,,,,13.0,1.0,,,7.0,,,18,,1.0,
000000,,,,,,,,5.0,,,4.0,3,1.0,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,5.0,,,4.0,,,36,,43.0,
