states,counts_p3_1of50,counts_p3_2of50,counts_p3_3of50,counts_p3_4of50,counts_p3_5of50,counts_p3_6of50,counts_p3_7of50,counts_p3_8of50,counts_p3_9of50,counts_p3_10of50,counts_p3_11of50,counts_p3_12of50,counts_p3_13of50,counts_p3_14of50,counts_p3_15of50,counts_p3_16of50,counts_p3_17of50,counts_p3_18of50,counts_p3_19of50,counts_p3_20of50,counts_p3_21of50,counts_p3_22of50,counts_p3_23of50,counts_p3_24of50,counts_p3_25of50,counts_p3_26of50,counts_p3_27of50,counts_p3_28of50,counts_p3_29of50,counts_p3_30of50,counts_p3_31of50,counts_p3_32of50,counts_p3_33of50,counts_p3_34of50,counts_p3_35of50,counts_p3_36of50,counts_p3_37of50,counts_p3_38of50,counts_p3_39of50,counts_p3_40of50,counts_p3_41of50,counts_p3_42of50,counts_p3_43of50,counts_p3_44of50,counts_p3_45of50,counts_p3_46of50,counts_p3_47of50,counts_p3_48of50,counts_p3_49of50,counts_p3_50of50
100010,1024.0,,1024.0,1024.0,1024.0,1024.0,,1024.0,1024.0,1024.0,1024.0,,,1024.0,,1024.0,444.0,1024.0,18.0,1024.0,1024.0,1024.0,,1024.0,1024.0,1024.0,,1024.0,1024.0,1024.0,1024.0,,,1024.0,1024.0,,1024.0,1024.0,1024.0,1024.0,,,10.0,434.0,1024.0,13.0,1024.0,1024.0,,1024.0
010001,,1024.0,,,,,1004.0,,,,,1024.0,1015.0,,1024.0,,6.0,,658.0,,,,1024.0,,,,1024.0,,,,,1024.0,1024.0,,,1024.0,,,,,1024.0,1024.0,677.0,10.0,,638.0,,,1024.0,
100000,,,,,,,19.0,,,,,,9.0,,,,5.0,,38.0,,,,,,,,,,,,,,,,,,,,,,,,46.0,4.0,,40.0,,,,
010100,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,,3.0,,,,
011100,,,,,,,,,,,,,,,,,442.0,,271.0,,,,,,,,,,,,,,,,,,,,,,,,245.0,438.0,,278.0,,,,
010011,,,,,,,,,,,,,,,,,77.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,76.0,,,,,,
010000,,,,,,,,,,,,,,,,,28.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,33.0,,1.0,,,,
001100,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,
000011,,,,,,,,,,,,,,,,,6.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,3.0,,16.0,,,,
010010,,,,,,,,,,,,,,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,6.0,,,,
000010,,,,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,
000100,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,6.0,,,,
001000,,,,,,,,,,,,,,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0,,,,
011000,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,8.0,,,,
000001,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,,2.0,,,,
000000,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,7.0,,,,
