states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
110001,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,362.0,450.0,212.0,212.0,232.0,3.0,1024.0,1024.0,296.0,1024.0,1024.0,1024.0,1024.0,8.0,342.0,1024.0,388,1015.0,568.0,1024.0,49.0,1024.0,560,260.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,247.0,1023.0,1024.0,296.0,506.0,203,1024.0,568.0,1024.0,,186.0,154,265.0
001001,,,,,,,,359.0,241.0,303.0,627.0,703.0,867.0,,,472.0,,,,,655.0,290.0,,326,9.0,370.0,,970.0,,303,304.0,,,,,,,543.0,1.0,,727.0,407.0,346,,354.0,,,647.0,797,457.0
000010,,,,,,,,122.0,90.0,93.0,3.0,,1.0,,,25.0,,,,,5.0,92.0,,86,,6.0,,,,44,69.0,,,,,,,6.0,,,,18.0,59,,17.0,,1024.0,3.0,28,
100001,,,,,,,,112.0,152.0,179.0,153.0,53.0,56.0,,,172.0,,,,,334.0,79.0,,146,,34.0,,3.0,,17,170.0,,,,,,,82.0,,,1.0,46.0,176,,39.0,,,158.0,9,233.0
010001,,,,,,,,31.0,18.0,4.0,19.0,6.0,26.0,,,7.0,,,,,14.0,23.0,,50,,34.0,,,,66,4.0,,,,,,,52.0,,,,30.0,9,,30.0,,,19.0,8,8.0
000100,,,,,,,,24.0,,190.0,5.0,2.0,59.0,,,16.0,,,,,6.0,165.0,,7,,5.0,,,,8,172.0,,,,,,,74.0,,,,5.0,184,,3.0,,,4.0,6,17.0
000001,,,,,,,,8.0,31.0,10.0,,20.0,3.0,,,31.0,,,,,,15.0,,12,,2.0,,,,2,12.0,,,,,,,2.0,,,,4.0,19,,5.0,,,1.0,3,24.0
001000,,,,,,,,2.0,8.0,4.0,,2.0,,,,,,,,,1.0,2.0,,2,,1.0,,1.0,,10,6.0,,,,,,,4.0,,,,2.0,2,,1.0,,,,5,7.0
100000,,,,,,,,2.0,8.0,5.0,2.0,,1.0,,,3.0,,,,,,3.0,,1,,2.0,,1.0,,3,4.0,,,,,,,1.0,,,,3.0,3,,4.0,,,2.0,1,
000000,,,,,,,,1.0,3.0,1.0,1.0,5.0,4.0,,,1.0,,,,,,3.0,,4,,,,,,6,,,,,,,,13.0,,,,1.0,2,,1.0,,,,11,2.0
110000,,,,,,,,1.0,11.0,23.0,1.0,1.0,,,,1.0,,,,,,10.0,,1,,2.0,,,,4,22.0,,,,,,,,,,,,20,,2.0,,,3.0,1,10.0
010000,,,,,,,,,12.0,,1.0,,4.0,,,,,,,,1.0,,,1,,,,,,1,1.0,,,,,,,,,,,2.0,1,,,,,1.0,1,1.0
