states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
100000,672.0,823.0,,,,,837.0,628.0,,583,,,,904.0,105.0,,,,,,,108.0,358.0,683.0,40,,,872.0,,,,103,490,,,,,,,586.0,,86.0,,836.0,,,,,,
010101,219.0,133.0,1024.0,1024.0,1024.0,259.0,112.0,115.0,1024.0,221,1024.0,1024.0,1024.0,84.0,15.0,1024.0,1024.0,1024.0,186.0,1024.0,1024.0,319.0,433.0,151.0,18,1024.0,1024.0,99.0,1024.0,1024.0,219.0,645,356,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,320.0,1024.0,733.0,1024.0,107.0,1024.0,263.0,1024.0,1024.0,1024.0,1024.0
010100,85.0,24.0,,,,279.0,37.0,83.0,,25,,,,11.0,4.0,,,,274.0,,,232.0,167.0,36.0,300,,,28.0,,,273.0,92,21,,,,,,,61.0,,25.0,,43.0,,297.0,,,,
001100,25.0,22.0,,,,412.0,12.0,156.0,,135,,,,13.0,836.0,,,,512.0,,,156.0,21.0,100.0,568,,,13.0,,,484.0,50,76,,,,,,,28.0,,34.0,,20.0,,375.0,,,,
000100,6.0,11.0,,,,2.0,6.0,,,11,,,,,1.0,,,,17.0,,,8.0,6.0,2.0,1,,,4.0,,,18.0,43,30,,,,,,,,,19.0,,4.0,,4.0,,,,
010000,5.0,,,,,18.0,3.0,12.0,,7,,,,1.0,2.0,,,,3.0,,,6.0,15.0,,3,,,,,,,4,4,,,,,,,5.0,,4.0,,1.0,,22.0,,,,
000000,4.0,,,,,3.0,,8.0,,5,,,,1.0,16.0,,,,2.0,,,4.0,3.0,8.0,12,,,,,,5.0,2,2,,,,,,,,,,,,,3.0,,,,
000101,3.0,5.0,,,,,10.0,,,10,,,,2.0,2.0,,,,,,,51.0,6.0,10.0,3,,,2.0,,,,21,21,,,,,,,10.0,,45.0,,6.0,,3.0,,,,
010001,3.0,5.0,,,,14.0,4.0,,,8,,,,8.0,,,,,7.0,,,39.0,10.0,11.0,27,,,5.0,,,5.0,3,3,,,,,,,7.0,,39.0,,4.0,,19.0,,,,
001000,2.0,1.0,,,,,2.0,5.0,,5,,,,,,,,,4.0,,,,,6.0,2,,,1.0,,,,8,12,,,,,,,3.0,,,,3.0,,,,,,
000010,,,,,,37.0,,7.0,,9,,,,,29.0,,,,19.0,,,92.0,4.0,11.0,26,,,,,,20.0,43,4,,,,,,,,,33.0,,,,38.0,,,,
000001,,,,,,,1.0,10.0,,5,,,,,14.0,,,,,,,9.0,1.0,6.0,24,,,,,,,10,5,,,,,,,4.0,,6.0,,,,,,,,
