states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
101110,1024.0,22.0,1024.0,1024.0,1024.0,531.0,1024.0,659.0,1024.0,1024.0,447.0,1024.0,1019.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,794.0,1024.0,1024.0,1024.0,596.0,1024.0,1024.0,733.0,38,1024.0,1024.0,1024.0,1024.0,1024.0,145,1024.0,1024.0,1024.0,29.0,1024.0,1024.0,1024.0,1024.0,971.0,1024.0,1024.0,1024.0,1024.0
001110,,192.0,,,,,,124.0,,,3.0,,,,,,,,,,,,3.0,,,,286.0,,,36.0,6,,,,,,25,,,,34.0,,,,,1.0,,,,
100011,,161.0,,,,370.0,,29.0,,,568.0,,5.0,,,,,,,,,,184.0,,,,11.0,,,50.0,371,,,,,,410,,,,429.0,,,,,28.0,,,,
010000,,123.0,,,,8.0,,132.0,,,2.0,,,,,,,,,,,,5.0,,,,58.0,,,41.0,137,,,,,,145,,,,64.0,,,,,,,,,
100001,,101.0,,,,14.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,26.0,19,,,,,,1,,,,10.0,,,,,,,,,
000011,,76.0,,,,1.0,,7.0,,,,,,,,,,,,,,,2.0,,,,2.0,,,2.0,200,,,,,,40,,,,147.0,,,,,,,,,
001010,,71.0,,,,1.0,,6.0,,,,,,,,,,,,,,,,,,,,,,4.0,30,,,,,,16,,,,21.0,,,,,1.0,,,,
101010,,59.0,,,,52.0,,25.0,,,1.0,,,,,,,,,,,,16.0,,,,8.0,,,,67,,,,,,15,,,,224.0,,,,,8.0,,,,
100110,,47.0,,,,25.0,,6.0,,,,,,,,,,,,,,,2.0,,,,12.0,,,12.0,43,,,,,,18,,,,5.0,,,,,1.0,,,,
101100,,45.0,,,,4.0,,6.0,,,,,,,,,,,,,,,,,,,5.0,,,31.0,16,,,,,,4,,,,2.0,,,,,3.0,,,,
000001,,45.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,4,,,,,,20,,,,1.0,,,,,,,,,
100010,,26.0,,,,10.0,,24.0,,,,,,,,,,,,,,,3.0,,,,32.0,,,37.0,11,,,,,,29,,,,25.0,,,,,7.0,,,,
000110,,17.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,4,,,,,,5,,,,12.0,,,,,2.0,,,,
000010,,15.0,,,,,,1.0,,,,,,,,,,,,,,,4.0,,,,6.0,,,3.0,2,,,,,,2,,,,2.0,,,,,,,,,
001100,,9.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,25,,,,,,14,,,,12.0,,,,,1.0,,,,
001000,,7.0,,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,1.0,10,,,,,,11,,,,2.0,,,,,,,,,
000100,,5.0,,,,1.0,,,,,,,,,,,,,,,,,3.0,,,,,,,7.0,5,,,,,,26,,,,2.0,,,,,,,,,
100100,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,6.0,2,,,,,,11,,,,,,,,,,,,,
101000,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,22.0,23,,,,,,48,,,,2.0,,,,,,,,,
000000,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,1,,,,,,21,,,,1.0,,,,,1.0,,,,
100000,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,4.0,,,3.0,10,,,,,,18,,,,,,,,,,,,,
