states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
101110,1024.0,1024.0,938.0,1024.0,1024.0,587.0,1024.0,64.0,219.0,1024.0,1024.0,212.0,1024.0,1022.0,168.0,1024.0,1024.0,1024.0,1024.0,265.0,1024.0,1024.0,1024.0,1023.0,1024.0,1024.0,186.0,449.0,1024.0,1024.0,630.0,1024.0,57.0,1024.0,1024.0,1024.0,1024.0,34.0,1024.0,202.0,300.0,52.0,1024.0,1022.0,1024.0,271.0,1024.0,1024.0,1024.0,1024.0
001101,,,26.0,,,388.0,,182.0,199.0,,,246.0,,1.0,413.0,,,,,299.0,,,,1.0,,,413.0,8.0,,,14.0,,210.0,,,,,577.0,,111.0,284.0,324.0,,2.0,,207.0,,,,
001100,,,22.0,,,7.0,,,15.0,,,9.0,,1.0,5.0,,,,,1.0,,,,,,,20.0,2.0,,,34.0,,8.0,,,,,5.0,,18.0,2.0,24.0,,,,8.0,,,,
101010,,,11.0,,,10.0,,176.0,44.0,,,15.0,,,93.0,,,,,37.0,,,,,,,32.0,4.0,,,54.0,,134.0,,,,,,,,32.0,36.0,,,,73.0,,,,
001110,,,8.0,,,3.0,,9.0,176.0,,,35.0,,,27.0,,,,,86.0,,,,,,,90.0,30.0,,,146.0,,10.0,,,,,19.0,,399.0,87.0,63.0,,,,164.0,,,,
010000,,,8.0,,,2.0,,41.0,3.0,,,54.0,,,13.0,,,,,76.0,,,,,,,26.0,312.0,,,66.0,,31.0,,,,,29.0,,67.0,71.0,82.0,,,,75.0,,,,
101100,,,6.0,,,,,3.0,249.0,,,271.0,,,9.0,,,,,59.0,,,,,,,133.0,161.0,,,62.0,,43.0,,,,,209.0,,182.0,61.0,3.0,,,,107.0,,,,
000110,,,2.0,,,6.0,,,1.0,,,4.0,,,1.0,,,,,4.0,,,,,,,2.0,3.0,,,1.0,,2.0,,,,,1.0,,,4.0,3.0,,,,3.0,,,,
001010,,,2.0,,,5.0,,5.0,30.0,,,6.0,,,32.0,,,,,15.0,,,,,,,17.0,5.0,,,1.0,,35.0,,,,,4.0,,13.0,23.0,20.0,,,,34.0,,,,
000001,,,1.0,,,1.0,,,1.0,,,14.0,,,,,,,,,,,,,,,17.0,4.0,,,,,7.0,,,,,5.0,,2.0,2.0,15.0,,,,,,,,
000000,,,,,,4.0,,,,,,,,,2.0,,,,,5.0,,,,,,,1.0,6.0,,,,,3.0,,,,,4.0,,2.0,5.0,2.0,,,,,,,,
000100,,,,,,3.0,,1.0,5.0,,,4.0,,,2.0,,,,,,,,,,,,1.0,3.0,,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,
100110,,,,,,2.0,,1.0,,,,10.0,,,3.0,,,,,5.0,,,,,,,13.0,1.0,,,3.0,,5.0,,,,,1.0,,5.0,7.0,9.0,,,,2.0,,,,
101000,,,,,,2.0,,11.0,58.0,,,53.0,,,5.0,,,,,9.0,,,,,,,5.0,4.0,,,1.0,,18.0,,,,,19.0,,4.0,5.0,7.0,,,,19.0,,,,
001000,,,,,,1.0,,1.0,2.0,,,3.0,,,3.0,,,,,15.0,,,,,,,16.0,2.0,,,6.0,,25.0,,,,,3.0,,4.0,11.0,15.0,,,,4.0,,,,
100000,,,,,,1.0,,,5.0,,,5.0,,,3.0,,,,,2.0,,,,,,,8.0,,,,,,,,,,,2.0,,1.0,3.0,4.0,,,,,,,,
100010,,,,,,1.0,,,,,,8.0,,,3.0,,,,,16.0,,,,,,,1.0,2.0,,,,,2.0,,,,,5.0,,4.0,6.0,4.0,,,,1.0,,,,
100100,,,,,,1.0,,2.0,1.0,,,3.0,,,4.0,,,,,,,,,,,,,4.0,,,1.0,,8.0,,,,,2.0,,7.0,,12.0,,,,1.0,,,,
001001,,,,,,,,527.0,14.0,,,66.0,,,230.0,,,,,110.0,,,,,,,30.0,9.0,,,3.0,,405.0,,,,,94.0,,,110.0,348.0,,,,52.0,,,,
000101,,,,,,,,1.0,2.0,,,5.0,,,5.0,,,,,18.0,,,,,,,12.0,9.0,,,,,5.0,,,,,6.0,,1.0,11.0,1.0,,,,3.0,,,,
000010,,,,,,,,,,,,1.0,,,3.0,,,,,2.0,,,,,,,1.0,6.0,,,,,15.0,,,,,4.0,,2.0,,,,,,,,,,
