states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
101110,1024.0,,1024.0,1024.0,1024.0,56,1024.0,199,211.0,1024.0,1024.0,258.0,76.0,42.0,1024.0,1024.0,198.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,27.0,1024.0,1024.0,,104,254.0,9.0,1024.0,,1024.0,334.0,1024.0,1024.0,1024.0,80.0,1024.0,45.0,1024.0,106,224.0,1.0,1024.0,1024.0,1024.0,1024.0,1024.0,70.0
000001,,1024.0,,,,111,,90,28.0,,,100.0,124.0,28.0,,,69.0,,,,,,,27.0,,,116.0,109,,2.0,,12.0,,47.0,,,,59.0,,70.0,,59,77.0,44.0,,,,,,123.0
001110,,,,,,281,,8,308.0,,,2.0,66.0,4.0,,,53.0,,,,,,,2.0,,,5.0,18,32.0,22.0,,6.0,,39.0,,,,64.0,,1.0,,7,42.0,22.0,,,,,,30.0
010001,,,,,,203,,367,46.0,,,415.0,20.0,608.0,,,56.0,,,,,,,511.0,,,497.0,36,143.0,620.0,,635.0,,47.0,,,,396.0,,639.0,,396,362.0,637.0,,,,,,103.0
011000,,,,,,87,,37,16.0,,,1.0,20.0,41.0,,,9.0,,,,,,,9.0,,,7.0,7,98.0,8.0,,1.0,,5.0,,,,15.0,,11.0,,4,55.0,40.0,,,,,,6.0
100001,,,,,,41,,49,99.0,,,41.0,353.0,121.0,,,396.0,,,,,,,191.0,,,310.0,474,24.0,23.0,,140.0,,226.0,,,,144.0,,30.0,,109,72.0,52.0,,,,,,468.0
001010,,,,,,40,,30,3.0,,,1.0,2.0,1.0,,,1.0,,,,,,,,,,3.0,10,6.0,16.0,,2.0,,1.0,,,,24.0,,2.0,,6,2.0,1.0,,,,,,14.0
000110,,,,,,38,,8,88.0,,,3.0,11.0,41.0,,,40.0,,,,,,,9.0,,,,19,20.0,1.0,,55.0,,,,,,5.0,,81.0,,45,2.0,100.0,,,,,,32.0
001100,,,,,,37,,28,5.0,,,1.0,2.0,5.0,,,2.0,,,,,,,4.0,,,3.0,6,6.0,20.0,,3.0,,1.0,,,,27.0,,,,12,5.0,,,,,,,12.0
000100,,,,,,21,,9,1.0,,,,2.0,,,,4.0,,,,,,,1.0,,,11.0,4,17.0,4.0,,7.0,,7.0,,,,,,3.0,,13,10.0,,,,,,,2.0
000010,,,,,,19,,16,,,,1.0,,1.0,,,1.0,,,,,,,,,,13.0,1,16.0,2.0,,7.0,,6.0,,,,3.0,,2.0,,21,11.0,,,,,,,
101000,,,,,,18,,44,22.0,,,3.0,5.0,10.0,,,60.0,,,,,,,15.0,,,6.0,34,5.0,1.0,,27.0,,8.0,,,,13.0,,16.0,,49,9.0,3.0,,,,,,23.0
100100,,,,,,15,,11,23.0,,,6.0,2.0,4.0,,,16.0,,,,,,,14.0,,,7.0,19,18.0,7.0,,5.0,,10.0,,,,7.0,,30.0,,18,30.0,15.0,,,,,,5.0
001000,,,,,,11,,6,13.0,,,2.0,3.0,2.0,,,13.0,,,,,,,17.0,,,2.0,3,,18.0,,8.0,,2.0,,,,27.0,,2.0,,2,,18.0,,,,,,15.0
100010,,,,,,10,,15,20.0,,,9.0,2.0,2.0,,,29.0,,,,,,,9.0,,,7.0,26,34.0,11.0,,7.0,,4.0,,,,7.0,,20.0,,19,22.0,20.0,,,,,,10.0
101100,,,,,,9,,9,11.0,,,,67.0,,,,2.0,,,,,,,5.0,,,12.0,30,9.0,4.0,,1.0,,57.0,,,,13.0,,2.0,,31,6.0,1.0,,,,,,27.0
100000,,,,,,8,,7,4.0,,,1.0,1.0,3.0,,,,,,,,,,27.0,,,2.0,18,111.0,3.0,,7.0,,22.0,,,,6.0,,8.0,,5,19.0,5.0,,,,,,13.0
000000,,,,,,8,,18,40.0,,,4.0,2.0,5.0,,,3.0,,,,,,,2.0,,,1.0,2,24.0,1.0,,8.0,,7.0,,,,40.0,,1.0,,6,3.0,52.0,,,,,,3.0
100110,,,,,,7,,56,63.0,,,172.0,185.0,93.0,,,72.0,,,,,,,142.0,,,10.0,74,154.0,237.0,,89.0,,122.0,,,,,,53.0,,89,54.0,9.0,,,,,,45.0
101010,,,,,,3,,9,14.0,,,2.0,81.0,1.0,,,,,,,,,,7.0,,,8.0,29,3.0,15.0,,2.0,,65.0,,,,17.0,,2.0,,26,9.0,2.0,,,,,,21.0
010000,,,,,,1,,8,9.0,,,2.0,,12.0,,,,,,,,,,5.0,,,4.0,1,50.0,,,2.0,,14.0,,,,77.0,,6.0,,1,10.0,2.0,,,,,,2.0
