states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
111000,1024.0,26.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,58.0,1024.0,1024.0,1024.0,1024.0,384.0,1024.0,1024.0,43.0,1024.0,394.0,1024.0,414.0,199.0,417.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,390.0,1024.0,475.0,1024.0,1024.0,70.0,1024.0,1024.0,364.0,1024.0,374.0,1024.0,1024.0,1024.0,1024.0,1024.0
011101,,613.0,,,,,,,394.0,,,,,630.0,,,623.0,,617.0,,597.0,425.0,594.0,,,,,,,,,,,,616.0,,121.0,,,111.0,,,648.0,,368.0,,,,,
010101,,256.0,,,,,,,108.0,,,,,,,,238.0,,1.0,,,27.0,1.0,,,,,,,,,,,,2.0,,14.0,,,45.0,,,1.0,,,,,,,
011001,,41.0,,,,,,,172.0,,,,,3.0,,,32.0,,4.0,,4.0,208.0,3.0,,,,,,,,,,,,4.0,,71.0,,,107.0,,,3.0,,219.0,,,,,
011100,,28.0,,,,,,,120.0,,,,,,,,32.0,,2.0,,2.0,36.0,2.0,,,,,,,,,,,,3.0,,7.0,,,175.0,,,1.0,,9.0,,,,,
010000,,19.0,,,,,,,12.0,,,,,,,,6.0,,,,,8.0,,,,,,,,,,,,,,,,,,113.0,,,,,,,,,,
010001,,13.0,,,,,,,31.0,,,,,,,,16.0,,1.0,,,6.0,1.0,,,,,,,,,,,,,,50.0,,,69.0,,,,,,,,,,
010100,,7.0,,,,,,,55.0,,,,,2.0,,,10.0,,,,2.0,1.0,,,,,,,,,,,,,3.0,,,,,109.0,,,1.0,,5.0,,,,,
011000,,7.0,,,,,,,29.0,,,,,,,,6.0,,1.0,,1.0,11.0,1.0,,,,,,,,,,,,,,8.0,,,161.0,,,,,7.0,,,,,
110000,,7.0,,,,,,,13.0,,,,,,,,6.0,,,,,30.0,,,,,,,,,,,,,,,209.0,,,55.0,,,1.0,,11.0,,,,,
000100,,2.0,,,,,,,,,,,,,,,5.0,,,,1.0,7.0,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,5.0,,,,,
000000,,1.0,,,,,,,1.0,,,,,4.0,,,,,1.0,,2.0,4.0,3.0,,,,,,,,,,,,1.0,,1.0,,,,,,3.0,,,,,,,
000001,,1.0,,,,,,,4.0,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,15.0,,,1.0,,,,,4.0,,,,,
000010,,1.0,,,,,,,1.0,,,,,,,,2.0,,,,,14.0,,,,,,,,,,,,,,,6.0,,,3.0,,,,,3.0,,,,,
001000,,1.0,,,,,,,5.0,,,,,,,,5.0,,,,,7.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
001001,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,2.0,,11.0,,,,,,1.0,,,,,,,
001100,,,,,,,,,17.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,7.0,,,,,
001101,,,,,,,,,3.0,,,,,,,,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,2.0,,7.0,,,,,,,,,,,,,
101000,,,,,,,,,1.0,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,20.0,,,,,,,,11.0,,,,,
100000,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,1.0,,4.0,,,,,,,,,,,,,
000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,,,,,1.0,,,,,
