states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
000001,592.0,878.0,,,,,,,,,,,,,,531.0,,,,,,,,,,426.0,,866.0,,,,,,,,,,,,,,,,,353,,571.0,352.0,365.0,
100110,109.0,9.0,,,,,,,,,,,,,,152.0,,,,,,,,5.0,2.0,,,5.0,,,,,,,,,,,,,,,,,11,,137.0,,1.0,
001110,97.0,10.0,,,,,,,,,,,,,,151.0,,,,,,,,153.0,123.0,21.0,,7.0,,,,,,,,,,,,,,,,,6,,134.0,,,
101110,67.0,1.0,,,,,,,,,,,,,,22.0,,,,,,,,392.0,397.0,31.0,,,,,,,,,,,,,,,,,,,137,,20.0,,,
000110,61.0,18.0,,,,,,,,,,,,,,22.0,,,,,,,,,,52.0,,21.0,,,,,,,,,,,,,,,,,34,,10.0,2.0,4.0,
111000,37.0,7.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,60.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,57.0,51.0,23.0,1024.0,8.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,48,1024.0,62.0,327.0,324.0,1024.0
110000,13.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,6.0,6.0,34.0,,,,,,,,,,,,,,,,,,,1,,2.0,83.0,73.0,
000100,12.0,6.0,,,,,,,,,,,,,,20.0,,,,,,,,,1.0,32.0,,8.0,,,,,,,,,,,,,,,,,2,,10.0,4.0,11.0,
001000,9.0,3.0,,,,,,,,,,,,,,1.0,,,,,,,,13.0,16.0,135.0,,7.0,,,,,,,,,,,,,,,,,52,,2.0,40.0,31.0,
100000,9.0,3.0,,,,,,,,,,,,,,11.0,,,,,,,,,,9.0,,7.0,,,,,,,,,,,,,,,,,5,,11.0,37.0,51.0,
000010,7.0,9.0,,,,,,,,,,,,,,10.0,,,,,,,,,,29.0,,8.0,,,,,,,,,,,,,,,,,2,,19.0,7.0,10.0,
011000,7.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,4.0,9.0,23.0,,1.0,,,,,,,,,,,,,,,,,134,,2.0,98.0,88.0,
101000,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,36.0,38.0,27.0,,,,,,,,,,,,,,,,,,,24,,3.0,,,
000000,1.0,37.0,,,,,,,,,,,,,,9.0,,,,,,,,,,5.0,,28.0,,,,,,,,,,,,,,,,,2,,11.0,,,
010000,,35.0,,,,,,,,,,,,,,,,,,,,,,,1.0,43.0,,51.0,,,,,,,,,,,,,,,,,59,,,28.0,22.0,
100100,,2.0,,,,,,,,,,,,,,8.0,,,,,,,,,1.0,17.0,,2.0,,,,,,,,,,,,,,,,,9,,8.0,1.0,1.0,
001010,,1.0,,,,,,,,,,,,,,7.0,,,,,,,,43.0,45.0,20.0,,,,,,,,,,,,,,,,,,,48,,6.0,,1.0,
001100,,1.0,,,,,,,,,,,,,,9.0,,,,,,,,58.0,47.0,22.0,,2.0,,,,,,,,,,,,,,,,,41,,10.0,,2.0,
100010,,1.0,,,,,,,,,,,,,,8.0,,,,,,,,,2.0,18.0,,2.0,,,,,,,,,,,,,,,,,5,,6.0,,,
101010,,,,,,,,,,,,,,,,,,,,,,,,137.0,132.0,26.0,,1.0,,,,,,,,,,,,,,,,,22,,,27.0,17.0,
101100,,,,,,,,,,,,,,,,,,,,,,,,120.0,153.0,31.0,,,,,,,,,,,,,,,,,,,29,,,18.0,23.0,
