states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
111000,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,379.0,384.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1.0,1024.0,1024.0,1024.0,1024.0,22.0,1024.0,372.0,1024.0,849.0,852.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0
011101,,,,,,,,633.0,630.0,,,,,,,,,,,,,,,,,,,,,,,421.0,,632.0,,12.0,20.0,,,,,,,,,,,,,
011001,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,8.0,,,,,191.0,,8.0,,41.0,42.0,,,,,,,,,,,,,
010100,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,12.0,,,,,39.0,,1.0,,1.0,,,,,,,,,,,,,,
010101,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,5.0,,,,,39.0,,1.0,,,,,,,,,,,,,,,,
000000,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,2.0,,,,,,,,,,,,,,,,
001001,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,10.0,,,,,10.0,,1.0,,3.0,6.0,,,,,,,,,,,,,
010000,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,
010001,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,18.0,,,,,8.0,,,,6.0,6.0,,,,,,,,,,,,,
000100,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,64.0,,,,,11.0,,,,2.0,4.0,,,,,,,,,,,,,
001100,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,11.0,,,,,41.0,,1.0,,3.0,2.0,,,,,,,,,,,,,
011000,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,47.0,,2.0,,26.0,17.0,,,,,,,,,,,,,
000010,,,,,,,,,,,,,,,,,,,,,,,,,,,808.0,,,,,16.0,,,,8.0,5.0,,,,,,,,,,,,,
000001,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,5.0,,,,2.0,,,,,,,,,,,,,,
000101,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,
001101,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,47.0,,1.0,,,,,,,,,,,,,,,,
011100,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,120.0,,,,69.0,66.0,,,,,,,,,,,,,
001000,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,1.0,2.0,,,,,,,,,,,,,
110000,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,,,,,,,,,,,,,,,
101000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
