states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
001000,1024.0,,845.0,,,1024.0,1024.0,818.0,481.0,,495.0,,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,45,1024.0,1024.0,496.0,1024.0,,580.0,428.0,1024.0,,,,,365.0,,476.0,1024.0,,1024.0,1024.0,498.0,,756.0,,16.0,1024.0,822.0,469.0,1024.0,815.0,845.0,1024.0
110000,,1024.0,101.0,1024.0,1024.0,,,120.0,468.0,1024.0,455.0,1024.0,,,,,,,172,,,465.0,,1024.0,58.0,,,1024.0,1024.0,1024.0,1024.0,465.0,1024.0,482.0,,1024.0,,,470.0,1024.0,,1024.0,36.0,,122.0,495.0,,131.0,115.0,
010110,,,34.0,,,,,30.0,6.0,,4.0,,,,,,,,257,,,6.0,,,201.0,291.0,,,,,,47.0,,3.0,,,,,7.0,,6.0,,,,42.0,6.0,,45.0,29.0,
000001,,,29.0,,,,,50.0,57.0,,53.0,,,,,,,,385,,,48.0,,,171.0,21.0,,,,,,125.0,,50.0,,,,,35.0,,254.0,,767.0,,21.0,45.0,,17.0,17.0,
010000,,,12.0,,,,,1.0,,,,,,,,,,,8,,,,,,8.0,,,,,,,1.0,,,,,,,,,,,88.0,,9.0,,,8.0,9.0,
100000,,,2.0,,,,,1.0,1.0,,1.0,,,,,,,,71,,,2.0,,,,2.0,,,,,,17.0,,2.0,,,,,,,,,16.0,,4.0,2.0,,1.0,4.0,
000110,,,1.0,,,,,,4.0,,8.0,,,,,,,,15,,,3.0,,,,1.0,,,,,,3.0,,3.0,,,,,4.0,,1.0,,,,2.0,,,5.0,3.0,
010100,,,,,,,,2.0,3.0,,1.0,,,,,,,,27,,,2.0,,,1.0,138.0,,,,,,,,1.0,,,,,1.0,,1.0,,12.0,,,3.0,,,,
000010,,,,,,,,1.0,2.0,,4.0,,,,,,,,1,,,1.0,,,,1.0,,,,,,,,3.0,,,,,3.0,,,,26.0,,,3.0,,,,
010010,,,,,,,,1.0,1.0,,2.0,,,,,,,,19,,,,,,3.0,122.0,,,,,,1.0,,1.0,,,,,5.0,,,,4.0,,,1.0,,,,
000100,,,,,,,,,1.0,,1.0,,,,,,,,4,,,1.0,,,,,,,,,,,,2.0,,,,,1.0,,,,22.0,,1.0,,,,2.0,
000000,,,,,,,,,,,,,,,,,,,20,,,,,,2.0,20.0,,,,,,,,1.0,,,,,,,6.0,,37.0,,1.0,,,2.0,,
