states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
110000,1024.0,1024.0,1024.0,1024.0,,1024.0,1024.0,102.0,1024.0,,,1024.0,1024.0,1024.0,,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,,1024.0,1024.0,1024.0,125.0,,1024.0,91.0,1024.0,1024.0,1024.0,1024.0,1024.0,,1024.0,,55.0,1024.0,1024.0,,91.0
001000,,,,,1024.0,,,61.0,,1024.0,1024.0,,,,1024.0,,,,,,,1024.0,,,,,,,,1024.0,,,,137.0,1024.0,,69.0,,,,,,1024.0,,1024.0,2.0,,,1008.0,50.0
000100,,,,,,,,816.0,,,,,,,,,,,,,,,,,,,,,,,,,,662.0,,,88.0,,,,,,,,,878.0,,,10.0,832.0
100011,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,21.0,,,,,,,,,,,,6.0,49.0
000001,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,11.0,,,,
010000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,64.0,,,,,,,,,1.0,,,,
100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,14.0,,,,,,,,,43.0,,,,1.0
100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,13.0,,,,,,,,,10.0,,,,
100010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,10.0,,,,,,,,,16.0,,,,
000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.0,,,,,,,,,2.0,,,,
000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,2.0,,,,1.0
000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,4.0,,,,
