states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
000101,563,369.0,33.0,105.0,315.0,35,50.0,663.0,17.0,4.0,7.0,1.0,275,25.0,3.0,334,333.0,249.0,28,18.0,199,36.0,10.0,140,142,195,118,56.0,397.0,94,111.0,111,308,5.0,3.0,33,6.0,169.0,31,471,223,,28,13.0,353.0,5.0,418.0,209,206.0,10
011010,157,47.0,67.0,563.0,9.0,289,98.0,39.0,351.0,366.0,105.0,226.0,15,514.0,195.0,107,313.0,148.0,473,186.0,337,255.0,208.0,206,247,160,329,60.0,161.0,244,332.0,381,155,229.0,346.0,418,256.0,2.0,499,116,175,,458,370.0,344.0,476.0,32.0,180,343.0,497
110000,68,7.0,,63.0,10.0,31,44.0,16.0,39.0,55.0,674.0,77.0,23,59.0,20.0,47,,8.0,40,17.0,22,22.0,33.0,28,8,37,35,8.0,35.0,35,252.0,23,1,31.0,42.0,100,36.0,3.0,40,29,75,,43,26.0,17.0,104.0,20.0,183,46.0,102
011000,66,29.0,,18.0,58.0,2,,15.0,9.0,2.0,20.0,9.0,10,25.0,13.0,5,41.0,30.0,3,5.0,31,4.0,6.0,137,46,18,13,3.0,107.0,7,39.0,7,80,14.0,2.0,7,,8.0,4,47,34,,4,9.0,,5.0,4.0,28,,54
010010,30,19.0,1.0,18.0,43.0,11,36.0,37.0,23.0,22.0,27.0,3.0,84,,16.0,123,3.0,60.0,2,16.0,10,15.0,20.0,18,82,9,29,7.0,,65,,3,13,29.0,22.0,42,30.0,1.0,3,16,22,,2,17.0,119.0,3.0,3.0,166,2.0,75
100001,30,,33.0,21.0,8.0,1,79.0,34.0,7.0,32.0,139.0,194.0,8,90.0,8.0,3,,1.0,83,,5,2.0,3.0,11,2,44,2,14.0,9.0,72,127.0,14,86,10.0,41.0,11,3.0,25.0,93,76,43,,113,7.0,16.0,57.0,10.0,74,6.0,62
000100,25,290.0,1.0,86.0,387.0,10,155.0,47.0,53.0,91.0,,82.0,382,105.0,2.0,118,3.0,115.0,43,9.0,95,14.0,10.0,187,3,8,39,114.0,53.0,274,38.0,197,180,4.0,81.0,42,55.0,746.0,52,67,229,,50,20.0,72.0,59.0,126.0,38,288.0,18
100000,22,4.0,8.0,41.0,1.0,2,31.0,25.0,,24.0,25.0,,40,62.0,2.0,22,,37.0,59,1.0,28,,5.0,43,2,2,15,6.0,1.0,10,18.0,14,29,,24.0,17,10.0,13.0,52,17,9,,62,,19.0,3.0,,6,,99
010000,18,12.0,,5.0,,14,7.0,17.0,3.0,,2.0,23.0,28,1.0,2.0,6,1.0,10.0,11,1.0,4,12.0,1.0,15,26,24,7,5.0,19.0,8,2.0,2,46,,,5,,9.0,11,4,13,,5,3.0,2.0,4.0,22.0,7,1.0,23
001000,17,19.0,8.0,9.0,,9,4.0,11.0,19.0,2.0,3.0,12.0,11,25.0,25.0,6,11.0,13.0,22,13.0,44,10.0,21.0,64,33,35,23,,129.0,1,12.0,43,16,33.0,1.0,42,26.0,11.0,12,21,13,,20,19.0,7.0,,11.0,4,19.0,15
001010,13,161.0,854.0,42.0,81.0,585,425.0,19.0,486.0,415.0,21.0,297.0,65,52.0,727.0,159,119.0,298.0,123,750.0,186,635.0,688.0,42,238,437,395,699.0,93.0,131,25.0,155,58,664.0,442.0,276,589.0,12.0,113,91,116,1024.0,102,522.0,36.0,279.0,291.0,36,11.0,26
000001,8,12.0,,4.0,6.0,10,30.0,2.0,,1.0,,,15,15.0,4.0,26,65.0,21.0,1,,26,4.0,3.0,6,8,17,5,2.0,,5,39.0,18,9,,3.0,2,1.0,13.0,2,7,2,,2,,4.0,3.0,1.0,24,21.0,9
000011,5,27.0,1.0,43.0,96.0,3,61.0,77.0,17.0,2.0,1.0,61.0,17,49.0,6.0,25,6.0,25.0,124,,24,2.0,7.0,90,174,18,1,12.0,7.0,61,7.0,3,1,5.0,1.0,16,7.0,,107,7,42,,121,17.0,28.0,3.0,9.0,51,43.0,27
000000,1,1.0,,,8.0,3,,,,2.0,,2.0,13,2.0,,30,14.0,9.0,3,,1,4.0,,32,6,11,1,23.0,13.0,8,4.0,51,27,,4.0,1,5.0,8.0,1,2,20,,4,,2.0,3.0,12.0,10,3.0,2
000010,1,27.0,18.0,6.0,2.0,19,4.0,22.0,,6.0,,37.0,38,,1.0,13,115.0,,9,8.0,12,9.0,9.0,5,7,9,12,15.0,,9,18.0,2,15,,12.0,12,,4.0,4,53,8,,10,1.0,5.0,20.0,65.0,8,35.0,5
