states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
010011,450,176,501,649,442.0,208.0,18.0,552.0,369,24.0,509.0,314,197.0,91,14.0,175,587.0,765.0,76.0,16.0,311.0,819,131.0,21.0,673.0,197.0,85.0,111.0,458.0,20,193,17.0,499,18.0,8.0,375,36.0,296.0,244,773.0,552.0,443.0,17.0,151.0,767.0,203.0,187.0,274.0,184.0,189.0
010001,136,4,43,15,76.0,1.0,1.0,2.0,7,8.0,150.0,15,70.0,157,8.0,43,74.0,125.0,25.0,18.0,82.0,74,51.0,132.0,26.0,83.0,4.0,243.0,8.0,13,110,14.0,5,6.0,2.0,64,26.0,10.0,5,108.0,81.0,98.0,7.0,290.0,12.0,62.0,258.0,48.0,87.0,8.0
100001,114,83,76,19,45.0,,19.0,220.0,8,,,1,2.0,38,1.0,25,19.0,,18.0,3.0,98.0,12,153.0,7.0,4.0,28.0,31.0,109.0,4.0,20,52,,121,,1.0,123,12.0,52.0,30,11.0,28.0,49.0,2.0,22.0,11.0,1.0,196.0,35.0,172.0,49.0
010010,67,161,44,16,106.0,21.0,10.0,2.0,8,33.0,61.0,20,46.0,14,36.0,12,13.0,43.0,146.0,40.0,94.0,20,12.0,3.0,14.0,38.0,195.0,142.0,4.0,52,72,44.0,122,51.0,20.0,122,4.0,30.0,15,29.0,45.0,76.0,31.0,24.0,9.0,49.0,34.0,53.0,74.0,4.0
001000,64,24,63,79,117.0,243.0,7.0,38.0,99,1.0,8.0,114,180.0,101,,15,10.0,4.0,178.0,,20.0,3,4.0,130.0,38.0,7.0,19.0,4.0,346.0,148,126,1.0,21,,1.0,5,105.0,158.0,380,1.0,6.0,41.0,,115.0,46.0,197.0,14.0,19.0,46.0,418.0
000011,57,31,20,13,4.0,1.0,3.0,18.0,17,1.0,9.0,18,5.0,49,,48,20.0,6.0,18.0,1.0,1.0,17,9.0,20.0,12.0,44.0,14.0,6.0,10.0,3,5,,26,1.0,2.0,11,46.0,8.0,4,35.0,29.0,3.0,,18.0,8.0,1.0,17.0,17.0,,5.0
000001,29,5,8,1,7.0,63.0,,12.0,20,,1.0,13,26.0,1,,38,,6.0,,,11.0,9,45.0,5.0,,,,3.0,,2,5,1.0,36,,3.0,1,2.0,21.0,31,16.0,1.0,,1.0,,5.0,16.0,40.0,5.0,13.0,4.0
000000,28,5,5,2,5.0,7.0,1.0,31.0,19,2.0,12.0,3,7.0,2,2.0,34,7.0,,2.0,,14.0,3,,9.0,,9.0,1.0,,,8,14,,24,2.0,1.0,19,1.0,,10,3.0,12.0,,1.0,15.0,,7.0,,7.0,7.0,7.0
010000,24,8,2,8,4.0,2.0,13.0,,14,26.0,10.0,9,11.0,17,24.0,4,3.0,4.0,50.0,25.0,48.0,4,1.0,,1.0,16.0,2.0,12.0,,57,11,22.0,4,38.0,17.0,6,6.0,24.0,14,10.0,2.0,10.0,26.0,8.0,9.0,8.0,11.0,33.0,10.0,
001010,16,269,27,116,22.0,448.0,559.0,27.0,76,7.0,89.0,55,311.0,166,3.0,24,69.0,19.0,194.0,5.0,180.0,25,35.0,419.0,171.0,495.0,166.0,326.0,113.0,7,157,14.0,57,6.0,,170,119.0,345.0,178,6.0,42.0,274.0,5.0,189.0,78.0,304.0,79.0,54.0,198.0,90.0
000010,12,6,3,24,3.0,1.0,,42.0,6,2.0,21.0,2,1.0,5,1.0,5,,4.0,7.0,,26.0,8,8.0,9.0,4.0,3.0,14.0,3.0,48.0,2,13,,6,1.0,,57,3.0,17.0,4,,13.0,3.0,1.0,3.0,16.0,1.0,1.0,3.0,3.0,42.0
100000,9,66,3,6,,,,18.0,67,15.0,,105,4.0,11,8.0,25,,28.0,42.0,8.0,28.0,15,54.0,3.0,,17.0,16.0,3.0,3.0,33,6,14.0,40,7.0,4.0,39,26.0,34.0,23,19.0,,4.0,13.0,19.0,1.0,3.0,4.0,9.0,17.0,8.0
000101,8,9,1,4,,13.0,8.0,3.0,1,8.0,26.0,1,13.0,5,10.0,16,17.0,14.0,4.0,8.0,9.0,12,62.0,32.0,4.0,6.0,32.0,23.0,3.0,43,35,3.0,11,9.0,1.0,10,4.0,10.0,38,4.0,1.0,3.0,7.0,48.0,2.0,12.0,157.0,3.0,3.0,7.0
001100,8,148,217,69,190.0,13.0,385.0,13.0,285,884.0,111.0,338,151.0,354,907.0,547,202.0,3.0,262.0,896.0,102.0,1,453.0,232.0,71.0,81.0,443.0,29.0,26.0,576,219,886.0,11,880.0,964.0,16,634.0,13.0,46,8.0,211.0,19.0,909.0,118.0,54.0,160.0,19.0,464.0,201.0,190.0
000100,2,29,11,3,3.0,3.0,,46.0,28,13.0,17.0,16,,13,10.0,13,3.0,3.0,2.0,4.0,,2,6.0,2.0,6.0,,2.0,10.0,1.0,40,6,8.0,41,5.0,,6,,6.0,2,1.0,1.0,1.0,4.0,4.0,6.0,,7.0,,9.0,3.0
