states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
000000,,,,1.0,,,,,,,10.0,,,,,1.0,,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,
000001,,,,8.0,,,,,,,2.0,,,,,2.0,,4.0,8,,,,,,,,,,,,,,,,1.0,,,,,,,,,,6.0,,,,,
000010,,,,6.0,,,,,,,,,,,,,,3.0,9,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
000011,,,,20.0,,,,,,,1.0,,,,,8.0,,47.0,17,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,
000100,,,,2.0,,,,,,,,,,,,9.0,,3.0,7,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
001000,,,,7.0,,,,,,,,,,,,3.0,,2.0,7,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
001100,,,,6.0,,,,,,,2.0,,,,,1.0,,1.0,8,,,,,,,,,10.0,,,,,,,4.0,,,,,,,,,,3.0,,,,,
010000,,,,,,,,,,,11.0,,,,,,,10.0,1,,,,,,,,,33.0,,,,,,,27.0,,,,,,,,,,1.0,,,,,
010001,,,,221.0,,,,,,,100.0,,,,,595.0,,478.0,219,,,1020.0,,,,,,9.0,,1018.0,,,,,14.0,,,,1024.0,,,,,,55.0,,,971.0,,
010010,,,,6.0,,,,,,,4.0,,,,,8.0,,4.0,3,,,,,,,,,9.0,,,,,,,7.0,,,,,,,,,,,,,,,
010011,,,,77.0,,,,,,,141.0,,,,,5.0,,,85,,,,,,,,,75.0,,,,,,,81.0,,,,,,,,,,7.0,,,,,
010100,,,,9.0,,,,,,,1.0,,,,,9.0,,1.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
011000,,,,5.0,,,,,,,1.0,,,,,6.0,,1.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
011100,,,,182.0,,,,,,,26.0,,,,,238.0,,335.0,202,,,,,,,,,432.0,,,,,,,465.0,,,,,,,,,,,,,,,
100000,,,,471.0,,,,,,,408.0,,,,,119.0,,83.0,430,,,4.0,,,,,,5.0,,6.0,,,,,5.0,,,,,,,,,,871.0,,,47.0,,
100010,1024.0,1024.0,1024.0,3.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,317.0,1024.0,1024.0,1024.0,1024.0,20.0,1024.0,50.0,4,1024.0,1024.0,,1024.0,1024.0,1024.0,1024.0,1024.0,449.0,1024.0,,1024.0,1024.0,1024.0,1024.0,415.0,1024.0,1024.0,1024.0,,1024.0,1024.0,1024.0,1024.0,1024.0,80.0,1024.0,1024.0,,1024.0,1024.0
