states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
000000,,,,4.0,,82.0,116,,,,,,,,,,5.0,,,,13.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
000001,,,,22.0,,6.0,1,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,
000010,,,,,,181.0,27,,,,,,,,,,73.0,,,,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000100,,,,15.0,,22.0,7,,,,,,,,,,127.0,,,,7.0,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,
001000,,,,,,,11,,,,,,,,,,25.0,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001001,,,,2.0,,51.0,209,,,,,,,,,,139.0,,,,45.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
001010,,,,2.0,,21.0,22,,,,,,,,,,106.0,,,,6.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
010000,,,,17.0,,4.0,10,,,,,,,,,,51.0,,,,6.0,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,
010001,,,,2.0,,9.0,15,,,,,,,,,,55.0,,,,12.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
011000,,,,1.0,,1.0,116,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011001,,,,953.0,,274.0,78,,,,,,,,,,66.0,,,,100.0,,,,,,,,,,,,,,,,,,,957.0,,,,,,,,,,
100000,,,,5.0,,6.0,7,,,,,,,,,,11.0,,,,3.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
100100,1024.0,1024.0,1024.0,1.0,1024.0,367.0,405,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,361.0,1024.0,1024.0,1024.0,566.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0
