states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
101010,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,371.0,1024.0,161.0,1024.0,169.0,1024.0,53.0,537.0,1024.0,1024.0,166.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,607.0,1024.0,1024.0,1024.0,1024.0,1024.0,449.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0
001111,,,,,,,,,549.0,,803.0,,796.0,,714.0,441.0,,,787.0,,,,,,,,,,,,,,,,,,251.0,,,,,,475.0,,,,,,,
001110,,,,,,,,,35.0,,1.0,,,,13.0,12.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,1.0,,,,,,,
001011,,,,,,,,,34.0,,2.0,,,,10.0,7.0,,,2.0,,,,,,,,,,,,,,,,,,5.0,,,,,,64.0,,,,,,,
100010,,,,,,,,,8.0,,3.0,,10.0,,23.0,6.0,,,7.0,,,,,,,,,,,,,,,,,,2.0,,,,,,12.0,,,,,,,
101000,,,,,,,,,7.0,,8.0,,6.0,,27.0,10.0,,,8.0,,,,,,,,,,,,,,,,,,2.0,,,,,,3.0,,,,,,,
001010,,,,,,,,,6.0,,8.0,,10.0,,,2.0,,,5.0,,,,,,,,,,,,,,,,,,12.0,,,,,,1.0,,,,,,,
010000,,,,,,,,,5.0,,8.0,,13.0,,2.0,4.0,,,14.0,,,,,,,,,,,,,,,,,,106.0,,,,,,,,,,,,,
000011,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
000101,,,,,,,,,2.0,,6.0,,6.0,,12.0,1.0,,,9.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,
000111,,,,,,,,,2.0,,1.0,,,,68.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,14.0,,,,,,,
001000,,,,,,,,,2.0,,2.0,,,,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,
001001,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
000001,,,,,,,,,,,8.0,,3.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000000,,,,,,,,,,,5.0,,5.0,,1.0,,,,13.0,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,
000100,,,,,,,,,,,3.0,,6.0,,,,,,4.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
001100,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,
001101,,,,,,,,,,,1.0,,,,69.0,1.0,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,
100000,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
000110,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,
000010,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
