states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
010100,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,94.0,138.0,1024.0,1024.0,297.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,736.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,902.0,1024.0,1024.0,1024.0,1024.0,128.0,102.0,1024.0,1024.0,755.0,1024.0,1024.0,1024.0,1024.0,1024.0,938.0,1024.0,1024.0,338.0,1024.0,254.0
100000,,,,,,,,912.0,869.0,,,687.0,,,,,,,,36.0,,,,,,,,,,14.0,,,,,875.0,894.0,,,44.0,,,,,,59.0,,,663.0,,739.0
001101,,,,,,,,10.0,2.0,,,14.0,,,,,,,,18.0,,,,,,,,,,46.0,,,,,17.0,14.0,,,18.0,,,,,,3.0,,,2.0,,5.0
010000,,,,,,,,7.0,8.0,,,18.0,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,9.0,,,,,,,,,,,,7.0,,11.0
001100,,,,,,,,1.0,,,,,,,,,,,,132.0,,,,,,,,,,35.0,,,,,,1.0,,,107.0,,,,,,12.0,,,,,1.0
000101,,,,,,,,,4.0,,,2.0,,,,,,,,17.0,,,,,,,,,,13.0,,,,,,,,,18.0,,,,,,1.0,,,7.0,,4.0
000001,,,,,,,,,2.0,,,,,,,,,,,12.0,,,,,,,,,,,,,,,1.0,1.0,,,6.0,,,,,,,,,,,
000100,,,,,,,,,1.0,,,,,,,,,,,12.0,,,,,,,,,,2.0,,,,,,1.0,,,12.0,,,,,,4.0,,,,,
001000,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,3.0
001001,,,,,,,,,,,,1.0,,,,,,,,60.0,,,,,,,,,,,,,,,,2.0,,,61.0,,,,,,3.0,,,3.0,,6.0
000000,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,3.0,,,,,,2.0,,,,,
000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,2.0,,,2.0,,1.0
