states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
010011,1024.0,,,,181.0,161.0,1024.0,1.0,1.0,,1024.0,,1024.0,1024.0,1024.0,1024.0,1024.0,,,944.0,,,944.0,,,178.0,489,,,1024.0,,874.0,,1024.0,,,,,,1024.0,,495.0,1024.0,,582.0,311.0,,,,
100000,,1024.0,1024.0,1024.0,843.0,862.0,,1023.0,1023.0,1024.0,,1024.0,,,,,,1024.0,1024.0,29.0,1024.0,1024.0,38.0,1024.0,1024.0,842.0,269,1024.0,1024.0,,1024.0,28.0,1024.0,,1024.0,1024.0,1024.0,1024.0,1024.0,,1024.0,280.0,,1024.0,108.0,711.0,1024.0,1024.0,1024.0,1024.0
001001,,,,,,1.0,,,,,,,,,,,,,,47.0,,,40.0,,,2.0,173,,,,,76.0,,,,,,,,,,156.0,,,197.0,1.0,,,,
010001,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2,,,,,,,,,,,,,,,3.0,,,6.0,,,,,
000001,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,9,,,,,2.0,,,,,,,,,,12.0,,,4.0,,,,,
010000,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1,,,,,,,,,,,,,,,1.0,,,,,,,,
000100,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,50,,,,,34.0,,,,,,,,,,51.0,,,7.0,1.0,,,,
001000,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,,,,,2.0,,,,,,,,,,,,,1.0,,,,,
000011,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,2.0,,,,,,,,,,15.0,,,87.0,,,,,
000010,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,6.0,,,,,,,,,,7.0,,,28.0,,,,,
010010,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,3.0,,,4.0,,,,,
000000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1.0,,,,,,,,
