states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
101001,686.0,1024.0,,1024.0,647.0,1024.0,3.0,1024.0,732.0,1024.0,774.0,1024.0,1024.0,18.0,680.0,701.0,64.0,22.0,4.0,595.0,11.0,1024.0,6.0,61.0,50,1024.0,1024.0,157.0,188.0,970.0,183.0,593.0,314.0,688.0,11.0,1024.0,755.0,41.0,578.0,7.0,1024.0,1024.0,1024.0,800.0,51.0,1024.0,1024.0,1024.0,774.0,1024.0
011000,205.0,,766.0,,246.0,,1.0,,252.0,,208.0,,,872.0,239.0,219.0,6.0,854.0,3.0,379.0,1.0,,879.0,2.0,5,,,541.0,508.0,42.0,550.0,375.0,651.0,288.0,3.0,,234.0,,388.0,2.0,,,,149.0,9.0,,,,200.0,
000010,93.0,,185.0,,72.0,,506.0,,,,,,,4.0,75.0,69.0,129.0,1.0,481.0,,593.0,,1.0,138.0,170,,,306.0,302.0,4.0,271.0,,26.0,5.0,592.0,,2.0,113.0,1.0,640.0,,,,64.0,93.0,,,,,
100001,21.0,,,,34.0,,58.0,,8.0,,13.0,,,16.0,20.0,9.0,171.0,15.0,44.0,10.0,24.0,,13.0,197.0,119,,,9.0,10.0,,11.0,15.0,5.0,3.0,28.0,,5.0,2.0,13.0,17.0,,,,1.0,60.0,,,,8.0,
000100,6.0,,2.0,,4.0,,345.0,,,,,,,39.0,3.0,6.0,548.0,39.0,342.0,15.0,279.0,,41.0,542.0,556,,,,,,,22.0,8.0,2.0,265.0,,1.0,651.0,17.0,263.0,,,,2.0,657.0,,,,,
100000,6.0,,14.0,,6.0,,12.0,,,,,,,,1.0,6.0,11.0,,12.0,3.0,8.0,,,10.0,22,,,,,,,3.0,1.0,1.0,10.0,,1.0,4.0,1.0,2.0,,,,,1.0,,,,,
000001,3.0,,2.0,,10.0,,,,,,,,,10.0,4.0,8.0,,8.0,,16.0,2.0,,8.0,,2,,,,,5.0,,10.0,,,1.0,,,2.0,11.0,,,,,,,,,,,
000000,1.0,,,,3.0,,4.0,,1.0,,,,,1.0,,1.0,3.0,,5.0,,,,5.0,1.0,3,,,,,1.0,,1.0,8.0,3.0,,,,,3.0,,,,,,,,,,,
001001,1.0,,2.0,,1.0,,20.0,,20.0,,19.0,,,,,,19.0,,40.0,1.0,36.0,,,10.0,25,,,9.0,13.0,2.0,6.0,,8.0,16.0,31.0,,8.0,4.0,2.0,13.0,,,,,22.0,,,,25.0,
010000,1.0,,43.0,,,,32.0,,1.0,,,,,,,3.0,25.0,1.0,58.0,1.0,23.0,,3.0,23.0,28,,,1.0,1.0,,3.0,4.0,1.0,,22.0,,,103.0,6.0,10.0,,,,1.0,40.0,,,,5.0,
101000,1.0,,4.0,,1.0,,39.0,,,,,,,60.0,2.0,2.0,44.0,79.0,30.0,2.0,47.0,,66.0,35.0,43,,,1.0,2.0,,,1.0,2.0,4.0,59.0,,1.0,89.0,4.0,69.0,,,,4.0,87.0,,,,,
001000,,,6.0,,,,4.0,,10.0,,10.0,,,4.0,,,4.0,5.0,5.0,2.0,,,2.0,5.0,1,,,,,,,,,14.0,2.0,,17.0,15.0,,1.0,,,,3.0,4.0,,,,12.0,
