states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
101110,684.0,676.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1012.0,1024.0,1024.0,1024.0,1024.0,1024.0,735.0,1024.0,1024.0,356.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,843.0,839.0,849.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,982.0,1024.0,1024.0,667.0,212.0
001110,102.0,5.0,,,,,,,,,,,,,,,,76.0,,,32.0,,,,,,,,,32.0,31.0,46.0,,,,,,,,,,,,,,,,,4.0,28.0
010000,97.0,21.0,,,,,,,,,,,,,,,,40.0,,,393.0,,,,,,,,,14.0,16.0,10.0,,,,,,,,,,,,,,1.0,,,20.0,59.0
001100,53.0,2.0,,,,,,,,,,1.0,,,,,,105.0,,,16.0,,,,,,,,,38.0,40.0,26.0,,,,,,,,,,,,,,,,,,1.0
101010,20.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,276.0
101100,20.0,26.0,,,,,,,,,,,,,,,,4.0,,,114.0,,,,,,,,,30.0,30.0,41.0,,,,,,,,,,,,,,1.0,,,31.0,49.0
001010,13.0,,,,,,,,,,,,,,,,,8.0,,,2.0,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,34.0
001101,12.0,282.0,,,,,,,,,,11.0,,,,,,43.0,,,87.0,,,,,,,,,42.0,42.0,27.0,,,,,,,,,,,,,,39.0,,,287.0,138.0
100110,7.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,11.0
000110,5.0,,,,,,,,,,,,,,,,,5.0,,,1.0,,,,,,,,,2.0,3.0,5.0,,,,,,,,,,,,,,,,,,
001000,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,7.0
100000,3.0,2.0,,,,,,,,,,,,,,,,3.0,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,5.0,
000000,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,12.0,12.0,7.0,,,,,,,,,,,,,,,,,,1.0
000100,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
100100,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,34.0
000010,,1.0,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,2.0,2.0,4.0,,,,,,,,,,,,,,,,,1.0,4.0
001001,,1.0,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,94.0
101000,,1.0,,,,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,5.0,45.0
000101,,,,,,,,,,,,,,,,,,1.0,,,7.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,23.0
100010,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0
000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,5.0
