states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
010101,1024.0,365.0,324.0,102.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,,1024.0,24.0,1024.0,19.0,682,718.0,1024.0,78.0,483.0,73.0,995.0,54.0,1024.0,340.0,1024.0,710.0,89.0,774.0,71.0,49.0,1024.0,79.0,57.0,1024.0,1024.0,1024.0,1024.0,66.0,1024.0,52.0,571,1024.0,63.0,985.0,1024.0,1024.0,1024.0,37.0,152.0
100000,,596.0,670.0,9.0,,,,,,,88.0,,76.0,,33.0,92,,,932.0,5.0,116.0,2.0,957.0,,666.0,,1.0,928.0,15.0,938.0,968.0,,93.0,955.0,,,,,942.0,,965.0,226,,952.0,6.0,,,,25.0,846.0
000100,,18.0,2.0,,,,,,,,4.0,,2.0,,1.0,24,4.0,,,82.0,7.0,,,,1.0,,2.0,1.0,,,,,1.0,,,,,,,,,21,,,2.0,,,,7.0,2.0
010001,,16.0,2.0,15.0,,,,,,,,,1.0,,1.0,1,2.0,,3.0,15.0,2.0,1.0,4.0,,,,3.0,,,5.0,3.0,,7.0,5.0,,,,,4.0,,,15,,4.0,,,,,,2.0
000101,,15.0,1.0,1.0,,,,,,,,,14.0,,2.0,25,,,3.0,7.0,19.0,,,,,,,2.0,11.0,,,,3.0,,,,,,,,,76,,,,,,,2.0,4.0
000010,,9.0,,41.0,,,,,,,45.0,,,,2.0,34,80.0,,,237.0,1.0,,,,,,69.0,,15.0,,,,4.0,,,,,,,,,19,,,1.0,,,,2.0,
001100,,2.0,1.0,520.0,,,,,,,851.0,,667.0,,935.0,51,115.0,,1.0,130.0,578.0,26.0,5.0,,,,137.0,1.0,116.0,5.0,2.0,,827.0,6.0,,,,,3.0,,4.0,47,,2.0,29.0,,,,565.0,10.0
000001,,1.0,,4.0,,,,,,,5.0,,2.0,,,13,3.0,,,4.0,2.0,,1.0,,1.0,,,1.0,1.0,,,,3.0,,,,,,3.0,,,5,,1.0,,,,,3.0,
001000,,1.0,13.0,,,,,,,,,,6.0,,3.0,3,29.0,,,8.0,9.0,,1.0,,6.0,,22.0,,5.0,,,,,1.0,,,,,,,,1,,,,,,,1.0,
010000,,1.0,,10.0,,,,,,,9.0,,,,2.0,1,6.0,,,3.0,1.0,,,,,,6.0,,20.0,,,,,,,,,,,,,1,,,,,,,,
010100,,,11.0,319.0,,,,,,,21.0,,232.0,,21.0,96,24.0,,7.0,50.0,216.0,,2.0,,8.0,,31.0,2.0,65.0,5.0,1.0,,,,,,,,5.0,,3.0,35,,2.0,1.0,,,,379.0,7.0
000000,,,,3.0,,,,,,,1.0,,,,5.0,2,43.0,,,,,,,,2.0,,43.0,,2.0,,1.0,,7.0,,,,,,1.0,,,7,,,,,,,3.0,1.0
