states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
100011,773.0,11.0,,,,,,,,,,2.0,,183.0,,8.0,7.0,82.0,177.0,4.0,,794.0,490.0,,,458,1.0,77.0,,,28.0,,,,402.0,11.0,,794.0,95.0,,,,,,,,,,442.0,8.0
101110,230.0,979.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1021.0,655.0,823.0,1024.0,724.0,661.0,803.0,825.0,1020.0,1024.0,198.0,,1024.0,1024.0,1,696.0,482.0,1024.0,1024.0,958.0,1024.0,1024.0,1024.0,463.0,1013.0,1024.0,209.0,531.0,1024.0,1024.0,659.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,429.0,695.0
010000,6.0,2.0,,,,,,,,,,,88.0,3.0,,9.0,94.0,10.0,3.0,,,4.0,4.0,,,7,31.0,240.0,,,2.0,,,,50.0,,,1.0,224.0,,,117.0,,,,,,,38.0,23.0
001110,5.0,2.0,,,,,,,,,,,190.0,4.0,,185.0,132.0,27.0,3.0,,,9.0,,,,1,229.0,84.0,,,,,,,33.0,,,5.0,31.0,,,172.0,,,,,,,33.0,171.0
001000,3.0,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,15.0,,,15,2.0,,,,,,,,,,,2.0,,,,,,,,,,,1.0,
101010,3.0,16.0,,,,,,,,,,,5.0,1.0,,1.0,25.0,2.0,2.0,,,4.0,28.0,,,30,10.0,38.0,,,11.0,,,,,,,4.0,60.0,,,1.0,,,,,,,1.0,9.0
000011,1.0,1.0,,,,,,,,,,,,1.0,,,2.0,,,,,3.0,251.0,,,241,,13.0,,,,,,,52.0,,,,14.0,,,,,,,,,,55.0,
000100,1.0,,,,,,,,,,,,,,,,,1.0,,,,4.0,12.0,,,20,,4.0,,,,,,,,,,4.0,,,,,,,,,,,1.0,
000110,1.0,2.0,,,,,,,,,,,2.0,2.0,,8.0,8.0,6.0,1.0,,,1.0,22.0,,,30,,19.0,,,3.0,,,,,,,,11.0,,,1.0,,,,,,,2.0,6.0
100110,1.0,,,,,,,,,,,,2.0,,,7.0,2.0,5.0,1.0,,,2.0,48.0,,,43,15.0,11.0,,,2.0,,,,3.0,,,,9.0,,,2.0,,,,,,,2.0,20.0
100010,,8.0,,,,,,,,,,1.0,30.0,2.0,,32.0,55.0,,1.0,,,,8.0,,,9,30.0,20.0,,,14.0,,,,1.0,,,,9.0,,,18.0,,,,,,,1.0,55.0
101100,,2.0,,,,,,,,,,,39.0,1.0,,29.0,15.0,,10.0,,,,9.0,,,10,7.0,1.0,,,2.0,,,,5.0,,,1.0,4.0,,,39.0,,,,,,,3.0,12.0
000010,,1.0,,,,,,,,,,,2.0,,,4.0,4.0,5.0,,,,,6.0,,,5,2.0,,,,,,,,2.0,,,2.0,,,,6.0,,,,,,,1.0,6.0
001100,,,,,,,,,,,,,4.0,,,4.0,6.0,1.0,,,,,3.0,,,4,,,,,2.0,,,,3.0,,,,7.0,,,4.0,,,,,,,4.0,4.0
001010,,,,,,,,,,,,,3.0,,,10.0,3.0,2.0,,,,2.0,8.0,,,9,,1.0,,,1.0,,,,2.0,,,,1.0,,,2.0,,,,,,,4.0,2.0
101000,,,,,,,,,,,,,3.0,,,,4.0,34.0,,,,,27.0,,,34,,6.0,,,,,,,,,,,2.0,,,,,,,,,,,4.0
100000,,,,,,,,,,,,,1.0,2.0,,2.0,2.0,6.0,,,,,18.0,,,19,,12.0,,,,,,,,,,,9.0,,,1.0,,,,,,,,6.0
000000,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,6.0,,,2,,11.0,,,,,,,3.0,,,,6.0,,,,,,,,,,4.0,
100001,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,30.0,,,33,1.0,,,,,,,,5.0,,,2.0,4.0,,,1.0,,,,,,,3.0,
100100,,,,,,,,,,,,,,,,,1.0,35.0,,,,,23.0,,,33,,1.0,,,,,,,,,,,5.0,,,1.0,,,,,,,,3.0
000001,,,,,,,,,,,,,,,,,,3.0,,,,1.0,16.0,,,20,,4.0,,,1.0,,,,,,,,2.0,,,,,,,,,,,
