states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
110001,1024.0,98.0,675,113.0,1024.0,40.0,1024.0,1024.0,1024.0,362.0,1024.0,1024.0,302.0,910.0,657.0,293.0,307.0,1024.0,983.0,,1024.0,5.0,676.0,1024.0,12.0,1024.0,897.0,,1024.0,1024.0,74.0,5.0,35.0,884.0,216,1024.0,115.0,1024.0,1024.0,1024.0,1012.0,1024.0,1024.0,,1024.0,1024.0,875.0,53.0,1024.0,653.0
001001,,907.0,302,879.0,,1.0,,,,599.0,,,667.0,104.0,318.0,664.0,640.0,,36.0,,,1000.0,300.0,,947.0,,120.0,,,,923.0,95.0,943.0,130.0,558,,891.0,,,,10.0,,,1008.0,,,132.0,941.0,,7.0
000010,,8.0,13,12.0,,823.0,,,,19.0,,,18.0,1.0,8.0,26.0,33.0,,3.0,1024.0,,4.0,11.0,,19.0,,,1024.0,,,11.0,84.0,1.0,1.0,17,,4.0,,,,,,,,,,4.0,,,335.0
110000,,3.0,3,4.0,,4.0,,,,6.0,,,,,4.0,8.0,3.0,,,,,,2.0,,,,,,,,4.0,1.0,,,17,,2.0,,,,1.0,,,,,,,,,
000001,,2.0,2,,,5.0,,,,,,,8.0,,1.0,3.0,9.0,,1.0,,,6.0,,,7.0,,,,,,1.0,11.0,7.0,,7,,4.0,,,,1.0,,,7.0,,,1.0,6.0,,
000100,,2.0,5,4.0,,129.0,,,,7.0,,,7.0,5.0,6.0,5.0,6.0,,,,,1.0,8.0,,1.0,,2.0,,,,1.0,811.0,18.0,6.0,3,,,,,,,,,,,,10.0,9.0,,28.0
010000,,2.0,1,,,,,,,,,,6.0,2.0,1.0,1.0,,,,,,,,,7.0,,,,,,,,,,2,,,,,,,,,,,,,,,
010001,,2.0,4,,,6.0,,,,16.0,,,5.0,1.0,7.0,6.0,7.0,,1.0,,,1.0,8.0,,12.0,,1.0,,,,4.0,1.0,6.0,,91,,1.0,,,,,,,1.0,,,,6.0,,
100001,,,9,2.0,,8.0,,,,6.0,,,7.0,,19.0,9.0,9.0,,,,,4.0,13.0,,7.0,,,,,,4.0,1.0,6.0,,89,,5.0,,,,,,,1.0,,,1.0,6.0,,
001000,,,8,3.0,,8.0,,,,7.0,,,3.0,,2.0,4.0,8.0,,,,,3.0,5.0,,5.0,,,,,,1.0,14.0,7.0,,15,,,,,,,,,2.0,,,,2.0,,
000000,,,1,2.0,,,,,,2.0,,,,,,5.0,1.0,,,,,,,,3.0,,4.0,,,,1.0,,,3.0,6,,,,,,,,,4.0,,,1.0,,,
100000,,,1,5.0,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,1.0,,4.0,,,,,,,1.0,1.0,,3,,2.0,,,,,,,1.0,,,,1.0,,1.0
