states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
101001,1024.0,1024.0,1024.0,1024.0,1024.0,13.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,133.0,1024.0,1024.0,1024.0,1024.0,134.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,183.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,567.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0
001111,,,,,,437.0,,,,,,,,,,,,,396.0,,,,,377.0,,,,,,,179.0,,,,,,,,,,,314.0,,,,,,,,
001011,,,,,,148.0,,,,,,,,,,,,,11.0,,,,,4.0,,,,,,,92.0,,,,,,,,,,,19.0,,,,,,,,
001101,,,,,,143.0,,,,,,,,,,,,,6.0,,,,,6.0,,,,,,,102.0,,,,,,,,,,,15.0,,,,,,,,
010000,,,,,,113.0,,,,,,,,,,,,,448.0,,,,,465.0,,,,,,,33.0,,,,,,,,,,,76.0,,,,,,,,
001001,,,,,,96.0,,,,,,,,,,,,,2.0,,,,,10.0,,,,,,,4.0,,,,,,,,,,,14.0,,,,,,,,
001100,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,,,,1.0,,,,,,,,
001110,,,,,,15.0,,,,,,,,,,,,,4.0,,,,,4.0,,,,,,,77.0,,,,,,,,,,,6.0,,,,,,,,
001010,,,,,,14.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,104.0,,,,,,,,,,,1.0,,,,,,,,
000111,,,,,,8.0,,,,,,,,,,,,,10.0,,,,,9.0,,,,,,,3.0,,,,,,,,,,,2.0,,,,,,,,
000011,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,
001000,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000101,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
100000,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,1.0,,,,,,,,
000001,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,
000010,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100001,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,12.0,,,,,,,,,,,3.0,,,,,,,,
101000,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,85.0,,,,,,,,,,,,,,,,,,,
000110,,,,,,,,,,,,,,,,,,,12.0,,,,,13.0,,,,,,,5.0,,,,,,,,,,,2.0,,,,,,,,
000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,,,,,,,
000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
