states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
010010,495.0,356.0,405.0,255.0,255.0,221.0,415,290.0,264.0,371.0,508.0,211.0,165.0,217.0,255.0,7,280.0,264.0,409.0,441.0,454,174.0,264.0,270.0,356.0,401.0,472.0,36.0,469.0,281.0,370.0,410.0,1,443.0,186.0,409.0,297.0,472.0,273.0,401.0,3.0,165.0,229.0,441.0,445.0,2.0,157.0,413.0,221,84.0
101101,260.0,484.0,257.0,489.0,321.0,25.0,114,431.0,292.0,487.0,362.0,36.0,8.0,22.0,491.0,309,476.0,244.0,266.0,39.0,25,7.0,507.0,370.0,475.0,253.0,,398.0,361.0,238.0,63.0,261.0,362,64.0,5.0,62.0,487.0,2.0,263.0,271.0,391.0,7.0,28.0,56.0,,473.0,6.0,33.0,87,486.0
000110,48.0,12.0,63.0,71.0,9.0,1.0,86,72.0,9.0,5.0,3.0,13.0,5.0,3.0,79.0,11,88.0,6.0,60.0,36.0,5,7.0,79.0,62.0,21.0,59.0,191.0,26.0,3.0,104.0,11.0,48.0,5,70.0,12.0,64.0,65.0,178.0,5.0,66.0,13.0,6.0,,56.0,219.0,9.0,6.0,32.0,35,8.0
000010,38.0,14.0,52.0,17.0,2.0,2.0,48,9.0,,5.0,3.0,2.0,,,15.0,36,6.0,1.0,56.0,58.0,86,,12.0,4.0,14.0,60.0,16.0,30.0,2.0,37.0,,57.0,30,,,1.0,13.0,12.0,,49.0,37.0,,,4.0,17.0,32.0,,56.0,13,30.0
100000,35.0,31.0,40.0,,35.0,,10,,34.0,37.0,17.0,,,,,7,,34.0,44.0,6.0,26,,,7.0,31.0,36.0,65.0,,26.0,34.0,9.0,40.0,8,2.0,,,,85.0,34.0,49.0,10.0,,,5.0,58.0,1.0,,3.0,11,4.0
001101,33.0,2.0,11.0,45.0,67.0,157.0,88,59.0,146.0,3.0,23.0,156.0,179.0,155.0,33.0,402,54.0,169.0,8.0,56.0,42,224.0,42.0,84.0,,9.0,19.0,128.0,24.0,66.0,42.0,9.0,373,21.0,197.0,28.0,41.0,18.0,149.0,7.0,318.0,216.0,132.0,13.0,4.0,291.0,199.0,47.0,34,99.0
100100,31.0,6.0,40.0,20.0,4.0,20.0,11,31.0,,6.0,7.0,9.0,7.0,24.0,24.0,6,25.0,,40.0,2.0,16,4.0,25.0,1.0,7.0,37.0,,12.0,9.0,38.0,25.0,38.0,9,13.0,5.0,11.0,19.0,,,25.0,2.0,1.0,24.0,9.0,,10.0,8.0,2.0,55,6.0
100001,30.0,6.0,38.0,53.0,46.0,,9,69.0,54.0,3.0,6.0,10.0,,,72.0,16,50.0,54.0,35.0,1.0,21,,37.0,18.0,8.0,43.0,,,10.0,34.0,6.0,44.0,18,,,,50.0,2.0,45.0,40.0,11.0,,1.0,,10.0,3.0,,5.0,6,27.0
101000,13.0,62.0,51.0,,45.0,,26,2.0,46.0,33.0,25.0,1.0,,,1.0,26,,70.0,37.0,148.0,20,,,1.0,52.0,32.0,15.0,34.0,42.0,50.0,6.0,29.0,31,45.0,,50.0,1.0,19.0,53.0,34.0,27.0,,,37.0,23.0,5.0,,160.0,6,5.0
001100,9.0,4.0,13.0,,,16.0,11,1.0,1.0,2.0,6.0,9.0,11.0,21.0,,14,1.0,6.0,12.0,6.0,4,5.0,3.0,7.0,3.0,22.0,22.0,20.0,3.0,21.0,29.0,15.0,18,1.0,6.0,1.0,,35.0,5.0,10.0,21.0,12.0,46.0,8.0,38.0,10.0,5.0,9.0,81,7.0
000101,8.0,,,24.0,41.0,14.0,1,17.0,15.0,2.0,,33.0,,14.0,8.0,7,13.0,11.0,1.0,3.0,1,3.0,19.0,83.0,2.0,,12.0,6.0,,,12.0,,3,24.0,1.0,29.0,13.0,8.0,14.0,1.0,,1.0,24.0,28.0,18.0,,4.0,2.0,16,41.0
001001,7.0,4.0,12.0,18.0,15.0,,14,16.0,27.0,5.0,5.0,1.0,,,12.0,14,12.0,20.0,22.0,21.0,65,1.0,13.0,33.0,7.0,14.0,25.0,,1.0,7.0,,14.0,6,28.0,,29.0,8.0,24.0,34.0,12.0,1.0,,,23.0,23.0,4.0,,37.0,9,45.0
001000,5.0,23.0,22.0,,106.0,,27,2.0,82.0,28.0,26.0,,,,1.0,1,,91.0,24.0,5.0,66,,,60.0,17.0,32.0,127.0,17.0,36.0,23.0,,34.0,2,17.0,,18.0,,119.0,92.0,29.0,1.0,,2.0,17.0,107.0,3.0,,1.0,67,
000100,4.0,,10.0,3.0,5.0,1.0,85,3.0,1.0,,5.0,,,,1.0,12,1.0,,6.0,,30,,6.0,4.0,1.0,12.0,7.0,31.0,3.0,7.0,4.0,15.0,10,,,,1.0,6.0,2.0,21.0,16.0,,,,3.0,13.0,,,11,4.0
101001,3.0,,2.0,4.0,63.0,195.0,25,3.0,40.0,11.0,,166.0,187.0,175.0,6.0,39,,38.0,,,99,164.0,1.0,5.0,7.0,,,50.0,,8.0,13.0,,25,16.0,173.0,9.0,,,43.0,,33.0,157.0,211.0,20.0,3.0,24.0,175.0,1.0,56,93.0
010000,3.0,15.0,4.0,,3.0,93.0,3,,,15.0,3.0,97.0,148.0,92.0,1.0,47,,,1.0,55.0,16,118.0,,4.0,20.0,10.0,31.0,43.0,6.0,44.0,47.0,9.0,52,23.0,113.0,35.0,,27.0,1.0,3.0,61.0,127.0,89.0,26.0,13.0,85.0,133.0,56.0,66,2.0
100101,2.0,,,8.0,3.0,139.0,2,6.0,,,2.0,134.0,178.0,150.0,11.0,4,4.0,,,131.0,7,157.0,4.0,3.0,,,1.0,12.0,3.0,26.0,40.0,,2,,169.0,,8.0,,,,7.0,182.0,121.0,,,,160.0,157.0,56,1.0
