states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
010001,820.0,,,,,,98.0,,564.0,,96.0,,,,261.0,,,,,798.0,,16.0,,,678.0,,,,,8.0,131.0,57.0,,131.0,667.0,2.0,,,,,,263.0,,671.0,,7.0,152.0,499.0,135.0,810.0
100001,62.0,,,,,,90.0,,277.0,,449.0,,,,6.0,,,,,63.0,,326.0,1.0,,16.0,,,87.0,,322.0,432.0,397.0,,154.0,22.0,115.0,,,,,,22.0,,96.0,,134.0,415.0,66.0,82.0,42.0
000110,34.0,,,,,,5.0,,6.0,,82.0,,,,2.0,,,,,41.0,,13.0,52.0,,10.0,,,53.0,,10.0,104.0,2.0,,116.0,43.0,84.0,,,,,,43.0,,95.0,,87.0,80.0,80.0,,31.0
011000,18.0,,,,,,2.0,,3.0,,16.0,,,,3.0,,,,,14.0,,8.0,10.0,,6.0,,,3.0,,7.0,4.0,,,8.0,61.0,2.0,,,,,,238.0,,9.0,,3.0,1.0,45.0,33.0,2.0
001110,18.0,,,,,,550.0,,,,4.0,,,,18.0,,,,,15.0,,68.0,,,6.0,,,16.0,,61.0,23.0,2.0,,185.0,11.0,15.0,,,,,,22.0,,10.0,,15.0,34.0,11.0,10.0,17.0
100110,12.0,,,,,,63.0,,51.0,,29.0,,,,28.0,,,,,9.0,,120.0,243.0,,16.0,,,27.0,,116.0,21.0,,,1.0,6.0,6.0,,,,,,104.0,,,,9.0,23.0,17.0,16.0,11.0
000000,11.0,,,,,,4.0,,11.0,,,,,,52.0,,,,,16.0,,1.0,25.0,,,,,,,,1.0,,,6.0,4.0,,,,,,,16.0,,21.0,,2.0,,70.0,10.0,8.0
001100,8.0,,,,,,20.0,,,,,,,,4.0,,,,,3.0,,1.0,6.0,,10.0,,,,,,14.0,1.0,,12.0,11.0,,,,,,,36.0,,2.0,,2.0,15.0,,1.0,3.0
101110,8.0,1024.0,1024.0,,1024.0,1024.0,16.0,1024.0,13.0,1024.0,1.0,1024.0,1024.0,1024.0,9.0,1024.0,1024.0,1024.0,1024.0,17.0,1024.0,100.0,483.0,1024.0,1.0,1024.0,1024.0,5.0,1024.0,115.0,9.0,,1024.0,216.0,6.0,7.0,1024.0,1024.0,1024.0,1024.0,1024.0,71.0,1024.0,1.0,1024.0,4.0,8.0,4.0,511.0,7.0
100010,7.0,,,,,,55.0,,6.0,,1.0,,,,4.0,,,,,5.0,,17.0,45.0,,9.0,,,6.0,,11.0,3.0,11.0,,12.0,,5.0,,,,,,7.0,,3.0,,9.0,,4.0,,1.0
010000,5.0,,,,,,8.0,,,,9.0,,,,11.0,,,,,12.0,,,2.0,,11.0,,,,,,12.0,,,4.0,6.0,2.0,,,,,,12.0,,10.0,,1.0,20.0,,1.0,3.0
100100,5.0,,,,,,79.0,,9.0,,,,,,5.0,,,,,5.0,,18.0,45.0,,14.0,,,6.0,,17.0,5.0,12.0,,9.0,3.0,3.0,,,,,,10.0,,4.0,,3.0,5.0,4.0,1.0,
001000,5.0,,,,,,1.0,,4.0,,6.0,,,,9.0,,,,,5.0,,3.0,2.0,,35.0,,,4.0,,1.0,1.0,,,15.0,15.0,3.0,,,,,,22.0,,,,7.0,1.0,52.0,16.0,1.0
101000,3.0,,,,,,,,31.0,,11.0,,,,,,,,,4.0,,31.0,6.0,,3.0,,,,,37.0,,,,63.0,14.0,,,,,,,,,4.0,,5.0,,16.0,10.0,
001010,2.0,,,,,,19.0,,,,,,,,4.0,,,,,6.0,,,4.0,,12.0,,,,,1.0,14.0,2.0,,12.0,8.0,,,,,,,56.0,,2.0,,1.0,7.0,,2.0,2.0
101010,2.0,,,,,,6.0,,2.0,,1.0,,,,4.0,,,,,4.0,,34.0,38.0,,1.0,,,,,36.0,,,,26.0,1.0,1.0,,,,,,38.0,,,,2.0,,1.0,14.0,
101100,2.0,,,,,,4.0,,4.0,,2.0,,,,2.0,,,,,3.0,,38.0,32.0,,4.0,,,,,31.0,,,,14.0,2.0,,,,,,,26.0,,1.0,,1.0,,,19.0,
000010,1.0,,,,,,,,,,3.0,,,,5.0,,,,,1.0,,1.0,17.0,,14.0,,,1.0,,2.0,2.0,1.0,,9.0,18.0,,,,,,,6.0,,,,,2.0,3.0,16.0,23.0
100000,1.0,,,,,,4.0,,39.0,,8.0,,,,,,,,,,,,,,,,,,,1.0,9.0,11.0,,,1.0,,,,,,,6.0,,3.0,,,4.0,3.0,1.0,15.0
000001,,,,1024.0,,,,,4.0,,305.0,,,,593.0,,,,,2.0,,229.0,1.0,,162.0,,,814.0,,246.0,238.0,527.0,,26.0,111.0,778.0,,,,,,20.0,,92.0,,732.0,256.0,148.0,130.0,31.0
000100,,,,,,,,,,,1.0,,,,4.0,,,,,1.0,,,12.0,,16.0,,,2.0,,2.0,1.0,1.0,,5.0,14.0,1.0,,,,,,6.0,,,,,1.0,1.0,16.0,17.0
