states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
101110,516.0,,,7.0,1024.0,3.0,1.0,,,,1.0,,,,,1024.0,,1.0,7.0,1024.0,,,9.0,273.0,,,8.0,6.0,3.0,,,,,,3.0,,1.0,,,1024.0,,,8.0,1024.0,,,503.0,1.0,,3.0
100001,181.0,11.0,,10.0,,108.0,44.0,28.0,149.0,171.0,56.0,,,,14.0,,,1.0,166.0,,,,10.0,97.0,,,298.0,153.0,62.0,53.0,,190.0,,58.0,30.0,,208.0,,3.0,,,,266.0,,,60.0,194.0,51.0,25.0,19.0
010001,91.0,446.0,,221.0,,639.0,527.0,302.0,45.0,45.0,320.0,5.0,,,451.0,,,286.0,465.0,,,,240.0,130.0,,,555.0,465.0,515.0,643.0,,38.0,,646.0,319.0,,69.0,,343.0,,,,551.0,,,662.0,83.0,328.0,326.0,19.0
000001,72.0,384.0,1024.0,666.0,,36.0,344.0,625.0,824.0,794.0,587.0,1012.0,1024.0,1024.0,386.0,,1024.0,603.0,33.0,,1024.0,1024.0,630.0,2.0,1024.0,1024.0,,34.0,345.0,210.0,1024.0,787.0,1024.0,220.0,602.0,1024.0,696.0,1024.0,354.0,,1024.0,1024.0,2.0,,1024.0,195.0,57.0,572.0,590.0,883.0
101000,38.0,2.0,,3.0,,,4.0,,,1.0,2.0,,,,1.0,,,,1.0,,,,,3.0,,,37.0,1.0,3.0,,,1.0,,2.0,,,,,,,,,37.0,,,,39.0,,,
000110,31.0,36.0,,8.0,,119.0,16.0,29.0,,,15.0,5.0,,,30.0,,,9.0,146.0,,,,3.0,12.0,,,12.0,145.0,22.0,75.0,,1.0,,64.0,35.0,,28.0,,94.0,,,,12.0,,,62.0,40.0,27.0,35.0,33.0
100010,23.0,,,3.0,,2.0,5.0,1.0,,2.0,1.0,,,,,,,13.0,12.0,,,,4.0,8.0,,,11.0,18.0,3.0,,,1.0,,,1.0,,,,,,,,8.0,,,,21.0,2.0,3.0,8.0
100100,18.0,1.0,,3.0,,1.0,6.0,1.0,,1.0,4.0,,,,,,,10.0,17.0,,,,5.0,7.0,,,15.0,13.0,3.0,1.0,,1.0,,2.0,2.0,,3.0,,1.0,,,,15.0,,,1.0,22.0,2.0,,4.0
011000,11.0,11.0,,1.0,,6.0,,1.0,,,,,,,9.0,,,1.0,58.0,,,,10.0,174.0,,,,58.0,,,,,,,,,,,2.0,,,,4.0,,,2.0,10.0,,,
001000,11.0,33.0,,1.0,,1.0,18.0,7.0,2.0,,10.0,1.0,,,31.0,,,14.0,1.0,,,,2.0,16.0,,,3.0,,16.0,,,,,,9.0,,,,1.0,,,,8.0,,,1.0,11.0,12.0,15.0,
000000,9.0,85.0,,33.0,,3.0,,,1.0,,1.0,1.0,,,90.0,,,,29.0,,,,36.0,7.0,,,17.0,18.0,,8.0,,1.0,,10.0,,,3.0,,17.0,,,,24.0,,,9.0,11.0,1.0,1.0,
001110,6.0,6.0,,17.0,,3.0,16.0,9.0,,,7.0,,,,1.0,,,,8.0,,,,15.0,63.0,,,2.0,12.0,16.0,,,,,1.0,7.0,,9.0,,6.0,,,,5.0,,,1.0,9.0,9.0,6.0,
100000,6.0,,,1.0,,13.0,,,1.0,4.0,,,,,,,,,12.0,,,,2.0,17.0,,,22.0,20.0,,,,1.0,,,,,2.0,,43.0,,,,27.0,,,1.0,1.0,,,4.0
001100,3.0,,,1.0,,1.0,,,,3.0,1.0,,,,,,,1.0,,,,,1.0,2.0,,,,,,,,1.0,,,,,,,14.0,,,,1.0,,,,4.0,,1.0,3.0
101010,2.0,,,2.0,,22.0,1.0,,,,,,,,,,,2.0,5.0,,,,3.0,73.0,,,1.0,3.0,,,,,,,,,,,2.0,,,,5.0,,,,6.0,,,
101100,2.0,,,1.0,,13.0,1.0,,,,,,,,,,,,3.0,,,,3.0,64.0,,,1.0,1.0,,,,,,,,,1.0,,2.0,,,,7.0,,,,1.0,,,2.0
010000,1.0,,,19.0,,5.0,5.0,5.0,,,2.0,,,,2.0,,,48.0,9.0,,,,20.0,,,,2.0,11.0,5.0,29.0,,1.0,,18.0,3.0,,2.0,,2.0,,,,4.0,,,29.0,,3.0,7.0,15.0
000100,1.0,2.0,,3.0,,1.0,10.0,5.0,,1.0,6.0,,,,6.0,,,15.0,24.0,,,,5.0,,,,1.0,28.0,10.0,,,,,1.0,3.0,,1.0,,70.0,,,,,,,1.0,3.0,6.0,1.0,3.0
100110,1.0,,,18.0,,40.0,8.0,7.0,1.0,,5.0,,,,,,,1.0,,,,,23.0,73.0,,,38.0,,10.0,,,,,,4.0,,,,,,,,40.0,,,,5.0,6.0,5.0,26.0
000010,1.0,7.0,,6.0,,7.0,18.0,4.0,,,6.0,,,,3.0,,,14.0,28.0,,,,1.0,,,,1.0,38.0,11.0,5.0,,,,2.0,4.0,,,,65.0,,,,,,,,,4.0,9.0,
001010,,,,,,1.0,,,1.0,2.0,,,,,,,,5.0,,,,,2.0,3.0,,,,,,,,1.0,,,2.0,,1.0,,5.0,,,,,,,,4.0,,,2.0
