states,counts_p3_1of50,counts_p3_2of50,counts_p3_3of50,counts_p3_4of50,counts_p3_5of50,counts_p3_6of50,counts_p3_7of50,counts_p3_8of50,counts_p3_9of50,counts_p3_10of50,counts_p3_11of50,counts_p3_12of50,counts_p3_13of50,counts_p3_14of50,counts_p3_15of50,counts_p3_16of50,counts_p3_17of50,counts_p3_18of50,counts_p3_19of50,counts_p3_20of50,counts_p3_21of50,counts_p3_22of50,counts_p3_23of50,counts_p3_24of50,counts_p3_25of50,counts_p3_26of50,counts_p3_27of50,counts_p3_28of50,counts_p3_29of50,counts_p3_30of50,counts_p3_31of50,counts_p3_32of50,counts_p3_33of50,counts_p3_34of50,counts_p3_35of50,counts_p3_36of50,counts_p3_37of50,counts_p3_38of50,counts_p3_39of50,counts_p3_40of50,counts_p3_41of50,counts_p3_42of50,counts_p3_43of50,counts_p3_44of50,counts_p3_45of50,counts_p3_46of50,counts_p3_47of50,counts_p3_48of50,counts_p3_49of50,counts_p3_50of50
000000,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,3.0,,,,,1.0,,,,,
000001,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,
000100,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,9.0,,,,,1.0,,,,,
000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
000110,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,4.0,,,,,1.0,,,1.0,,
001000,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,34.0,,,,,7.0,,,6.0,,
001001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,
001010,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2.0,,,,,,,,,63.0,,,,,7.0,,,6.0,,
001100,,,,10.0,,,,,,1.0,,,,,,,,,,,,,,,,,24.0,,,,74.0,,,,,,,,,46.0,,,,,85.0,,,66.0,,
001101,,,,184.0,,,,,,,,,,,,,,,,,,,,,,,414.0,,,,,,,,,,,,2.0,171.0,,,,,1.0,,,2.0,,
001110,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,255.0,,,,,,,,,144.0,,,,,252.0,,,285.0,,
010000,,,,646.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,80.0,,,,,,,,,101.0,,,,,79.0,,,90.0,,
100000,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,2.0,,
100010,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,1.0,,,,,
100100,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,1.0,,,,,1.0,,,1.0,,
100110,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,5.0,,,,,,,,,5.0,,,,,3.0,,,2.0,,
101000,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,39.0,,,,,,,,,,
101010,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,31.0,,,,,,,,,58.0,,,,,25.0,,,33.0,,
101100,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,20.0,,,,,,,,,43.0,,,,,18.0,,,16.0,,
101110,1024.0,1024.0,1024.0,8.0,1024.0,1024.0,1024.0,1024.0,1024.0,1023.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,490.0,1024.0,1024.0,1024.0,547.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1022.0,87.0,1024.0,1024.0,1024.0,1024.0,542.0,1024.0,1024.0,514.0,1024.0,1024.0
