states,counts_p3_1of50,counts_p3_2of50,counts_p3_3of50,counts_p3_4of50,counts_p3_5of50,counts_p3_6of50,counts_p3_7of50,counts_p3_8of50,counts_p3_9of50,counts_p3_10of50,counts_p3_11of50,counts_p3_12of50,counts_p3_13of50,counts_p3_14of50,counts_p3_15of50,counts_p3_16of50,counts_p3_17of50,counts_p3_18of50,counts_p3_19of50,counts_p3_20of50,counts_p3_21of50,counts_p3_22of50,counts_p3_23of50,counts_p3_24of50,counts_p3_25of50,counts_p3_26of50,counts_p3_27of50,counts_p3_28of50,counts_p3_29of50,counts_p3_30of50,counts_p3_31of50,counts_p3_32of50,counts_p3_33of50,counts_p3_34of50,counts_p3_35of50,counts_p3_36of50,counts_p3_37of50,counts_p3_38of50,counts_p3_39of50,counts_p3_40of50,counts_p3_41of50,counts_p3_42of50,counts_p3_43of50,counts_p3_44of50,counts_p3_45of50,counts_p3_46of50,counts_p3_47of50,counts_p3_48of50,counts_p3_49of50,counts_p3_50of50
000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
000001,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
000010,,,,,,,,,,248.0,,294.0,,,,,,,,,,,,,,,,,,,,,,,269.0,,,263.0,,,,,97,,,,,,,
000100,,,,,,,,,,9.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,8.0,,,7.0,,,,,515,,,,,,,
001000,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,4.0,,,,,2,,,,,,,
001001,,,,,,,,,,2.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,1.0,,,,,32,,,,,,,
010000,,,,,,,,,,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,1,,,,,,,
011000,,,,,,,,,,490.0,,540.0,,,,,,,,,,,,,,,,,,,,,,,468.0,,,468.0,,,,,3,,,,,,,
100000,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,12,,,,,,,
100001,,,,,,,,,,5.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,4.0,,,,,218,,,,,,,
101000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,24,,,,,,,
101001,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,262.0,1024.0,161.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,266.0,1024.0,1024.0,270.0,1024.0,1024.0,1024.0,1024.0,117,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0
