states,counts_p3_1of50,counts_p3_2of50,counts_p3_3of50,counts_p3_4of50,counts_p3_5of50,counts_p3_6of50,counts_p3_7of50,counts_p3_8of50,counts_p3_9of50,counts_p3_10of50,counts_p3_11of50,counts_p3_12of50,counts_p3_13of50,counts_p3_14of50,counts_p3_15of50,counts_p3_16of50,counts_p3_17of50,counts_p3_18of50,counts_p3_19of50,counts_p3_20of50,counts_p3_21of50,counts_p3_22of50,counts_p3_23of50,counts_p3_24of50,counts_p3_25of50,counts_p3_26of50,counts_p3_27of50,counts_p3_28of50,counts_p3_29of50,counts_p3_30of50,counts_p3_31of50,counts_p3_32of50,counts_p3_33of50,counts_p3_34of50,counts_p3_35of50,counts_p3_36of50,counts_p3_37of50,counts_p3_38of50,counts_p3_39of50,counts_p3_40of50,counts_p3_41of50,counts_p3_42of50,counts_p3_43of50,counts_p3_44of50,counts_p3_45of50,counts_p3_46of50,counts_p3_47of50,counts_p3_48of50,counts_p3_49of50,counts_p3_50of50
000000,,,,8.0,11.0,10.0,,,,,1.0,,,,,,,6.0,,16,9.0,,,,1.0,4.0,,,,,5,,,2.0,,,,,,,5.0,,,6,,,,,,
000001,,,,2.0,21.0,22.0,,,,,,,,,,,35.0,35.0,,24,,,,,3.0,23.0,,,,,18,,,35.0,,,,,,,24.0,,,9,,,,,,
000010,,,,128.0,182.0,180.0,,,,,35.0,,,,,,57.0,147.0,,163,28.0,,5.0,,1.0,167.0,2.0,,,,169,,,145.0,,,,,,,196.0,,,17,,,,,,
000100,,,,22.0,14.0,12.0,,,,,46.0,,,,,,170.0,,,12,10.0,,2.0,,6.0,11.0,1.0,,,,16,1.0,,16.0,,,,,,,14.0,,,1,,,,,,
001000,,,,,5.0,4.0,,,,,1.0,,,,,,8.0,4.0,,6,6.0,,,,,6.0,1.0,,,,5,,,2.0,,,,,,,3.0,,,11,,,,,,
001001,,,,367.0,380.0,375.0,,,,,604.0,,,,,,339.0,329.0,,393,784.0,,630.0,,613.0,397.0,655.0,,,,371,18.0,,410.0,,,,,,,385.0,,,466,,,,,,
010000,,,,2.0,,,,,,,6.0,,,,,,,,,1,,,2.0,,2.0,,1.0,,,,1,,,,,,,,,,,,,4,,,,,,
010001,,,,27.0,42.0,39.0,,,,,20.0,,,,,,6.0,43.0,,33,6.0,,22.0,,18.0,44.0,16.0,,,,41,,,39.0,,,,,,,40.0,,,31,,,,,,
100000,,,,4.0,2.0,2.0,,,,,,,,,,,2.0,,,1,,,5.0,,3.0,,2.0,,,,1,,,1.0,,,,,,,,,,1,,,,,,
100001,,,,93.0,85.0,88.0,,,,,285.0,,,,,,160.0,73.0,,97,17.0,,147.0,,171.0,90.0,163.0,,,,102,,,92.0,,,,,,,100.0,,,85,,,,,,
110000,,,,,6.0,1.0,,,,,5.0,,,,,,15.0,4.0,,1,,,7.0,,6.0,3.0,3.0,,,,9,,,1.0,,,,,,,3.0,,,3,,,,,,
110001,1024.0,1024.0,1024.0,371.0,276.0,291.0,1024.0,1024.0,1024.0,1024.0,21.0,1024.0,1024.0,1024.0,1024.0,1024.0,232.0,383.0,1024.0,277,164.0,1024.0,204.0,1024.0,200.0,279.0,180.0,1024.0,1024.0,1024.0,286,1005.0,1024.0,281.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,254.0,1024.0,1024.0,390,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0
