states,counts_p3_1of50,counts_p3_2of50,counts_p3_3of50,counts_p3_4of50,counts_p3_5of50,counts_p3_6of50,counts_p3_7of50,counts_p3_8of50,counts_p3_9of50,counts_p3_10of50,counts_p3_11of50,counts_p3_12of50,counts_p3_13of50,counts_p3_14of50,counts_p3_15of50,counts_p3_16of50,counts_p3_17of50,counts_p3_18of50,counts_p3_19of50,counts_p3_20of50,counts_p3_21of50,counts_p3_22of50,counts_p3_23of50,counts_p3_24of50,counts_p3_25of50,counts_p3_26of50,counts_p3_27of50,counts_p3_28of50,counts_p3_29of50,counts_p3_30of50,counts_p3_31of50,counts_p3_32of50,counts_p3_33of50,counts_p3_34of50,counts_p3_35of50,counts_p3_36of50,counts_p3_37of50,counts_p3_38of50,counts_p3_39of50,counts_p3_40of50,counts_p3_41of50,counts_p3_42of50,counts_p3_43of50,counts_p3_44of50,counts_p3_45of50,counts_p3_46of50,counts_p3_47of50,counts_p3_48of50,counts_p3_49of50,counts_p3_50of50
000000,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,2,,,,,,,,,,,,,,1.0,,,,
000001,,,,,,1.0,,,2.0,,,,,,,,,,,,,6.0,,,,,,,,,,1,,,,1.0,,,,9.0,,,,,,4.0,,,,
000010,,,,,,3.0,,,4.0,,,,,,,,,,4.0,,,,,,,,,,,,,5,,,,1.0,,,,,,,,,,1.0,,,,
000011,,,,,,,,,1.0,,,,,,,,,,1.0,,,8.0,,,,,,,,,,5,,,,2.0,,,,10.0,,,,,,3.0,,,,
000100,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,3,,,,3.0,,,,,,,,,,5.0,,,,
000101,,,,,,,,,,,,,,,,,,,2.0,,,8.0,,,,,,,,,,4,,,,2.0,,,,9.0,,,,,,1.0,,,,
000110,,,,,,4.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,3,,,,5.0,,,,,,,,,,10.0,,,,
000111,,,,,,7.0,,,4.0,,,,,,,,,,3.0,,,4.0,,,,,,,,,,17,,,,17.0,,,,3.0,,,,,,13.0,,,,
001000,,,,,,37.0,,,61.0,,,,,,,,,,67.0,,,11.0,,,,,,,,,,6,,,,,,,,5.0,,,,,,1.0,,,,
001001,,,,,,6.0,,1024.0,5.0,,,,,,,,,,4.0,,,88.0,,,,,,,,,,59,,,,29.0,,,,99.0,,,,,,29.0,,,,
001010,,,,,,56.0,,,62.0,,,,,,,,,,44.0,,,19.0,,,,,,,,,,16,,,,,,,,15.0,,,,,,1.0,,,,
001011,,,,,,4.0,,,7.0,,,,,,,,,,6.0,,,116.0,,,,,,,,,,90,,,,34.0,,,,102.0,,,,,,41.0,,,,
001100,,,,,,71.0,,,62.0,,,,,,,,,,60.0,,,14.0,,,,,,,,,,16,,,,2.0,,,,28.0,,,,,,1.0,,,,
001101,,,,,,8.0,,,3.0,,,,,,,,,,8.0,,,98.0,,,,,,,,,,81,,,,43.0,,,,107.0,,,,,,43.0,,,,
001110,,,,,,308.0,,,320.0,,,,,,,,,,301.0,,,27.0,,,,,,,,,,38,,,,29.0,,,,31.0,,,,,,32.0,,,,
001111,,,,,,291.0,,,266.0,,,,,,,,,,307.0,,,458.0,,,,,,,,,,575,,,,608.0,,,,441.0,,,,,,619.0,,,,
010000,,,,,,70.0,,,96.0,,,,,,,,,,74.0,,,152.0,,,,,,,,,,73,,,,,,,,150.0,,,,,,,,,,
100000,,,,,,5.0,,,2.0,,,,,,,,,,4.0,,,3.0,,,,,,,,,,5,,,,4.0,,,,,,,,,,7.0,,,,
100001,,,,,,,,,1.0,,,,,,,,,,2.0,,,2.0,,,,,,,,,,5,,,,17.0,,,,2.0,,,,,,13.0,,,,
101000,,,,,,140.0,,,115.0,,,,,,,,,,116.0,,,2.0,,,,,,,,,,2,,,,5.0,,,,5.0,,,,,,3.0,,,,
101001,1024.0,1024.0,1024.0,1024.0,1024.0,11.0,1024.0,,11.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,13.0,1024.0,1024.0,7.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,18,1024.0,1024.0,1024.0,222.0,1024.0,1024.0,1024.0,8.0,1024.0,1024.0,1024.0,1024.0,1024.0,196.0,1024.0,1024.0,1024.0,1024.0
