states,counts_p3_1of50,counts_p3_2of50,counts_p3_3of50,counts_p3_4of50,counts_p3_5of50,counts_p3_6of50,counts_p3_7of50,counts_p3_8of50,counts_p3_9of50,counts_p3_10of50,counts_p3_11of50,counts_p3_12of50,counts_p3_13of50,counts_p3_14of50,counts_p3_15of50,counts_p3_16of50,counts_p3_17of50,counts_p3_18of50,counts_p3_19of50,counts_p3_20of50,counts_p3_21of50,counts_p3_22of50,counts_p3_23of50,counts_p3_24of50,counts_p3_25of50,counts_p3_26of50,counts_p3_27of50,counts_p3_28of50,counts_p3_29of50,counts_p3_30of50,counts_p3_31of50,counts_p3_32of50,counts_p3_33of50,counts_p3_34of50,counts_p3_35of50,counts_p3_36of50,counts_p3_37of50,counts_p3_38of50,counts_p3_39of50,counts_p3_40of50,counts_p3_41of50,counts_p3_42of50,counts_p3_43of50,counts_p3_44of50,counts_p3_45of50,counts_p3_46of50,counts_p3_47of50,counts_p3_48of50,counts_p3_49of50,counts_p3_50of50
000000,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
000001,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,
000010,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,
000011,,,,,,,,,,,,,,,,,,,,,,,,,,334,,,,,,,,,,,,,,,,,,,,,,,,
000100,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
000110,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,2.0,,,,,,,,,,,,,,
001000,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
001010,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,
001100,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,1.0,,
001110,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,1.0,,,,,,,,,,,,290.0,,
010000,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,19.0,,
100000,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,1.0,,
100001,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,1.0,,
100010,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,20.0,,,,,,,,,,,,60.0,,
100011,,,,,,,,,,,,,,,,,,,,,,,,,,388,,,,,,,,,,29.0,,,,,,,,,,,,4.0,,
100100,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,2.0,,
100110,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,4.0,,,,,,,,,,,,17.0,,
101000,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,1.0,,
101010,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,15.0,,,,,,,,,,,,18.0,,
101100,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,4.0,,,,,,,,,,,,2.0,,
101110,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,6,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,945.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,606.0,1024.0,1024.0
