states,counts_p3_1of50,counts_p3_2of50,counts_p3_3of50,counts_p3_4of50,counts_p3_5of50,counts_p3_6of50,counts_p3_7of50,counts_p3_8of50,counts_p3_9of50,counts_p3_10of50,counts_p3_11of50,counts_p3_12of50,counts_p3_13of50,counts_p3_14of50,counts_p3_15of50,counts_p3_16of50,counts_p3_17of50,counts_p3_18of50,counts_p3_19of50,counts_p3_20of50,counts_p3_21of50,counts_p3_22of50,counts_p3_23of50,counts_p3_24of50,counts_p3_25of50,counts_p3_26of50,counts_p3_27of50,counts_p3_28of50,counts_p3_29of50,counts_p3_30of50,counts_p3_31of50,counts_p3_32of50,counts_p3_33of50,counts_p3_34of50,counts_p3_35of50,counts_p3_36of50,counts_p3_37of50,counts_p3_38of50,counts_p3_39of50,counts_p3_40of50,counts_p3_41of50,counts_p3_42of50,counts_p3_43of50,counts_p3_44of50,counts_p3_45of50,counts_p3_46of50,counts_p3_47of50,counts_p3_48of50,counts_p3_49of50,counts_p3_50of50
000000,,,,2.0,4.0,1.0,,31,,,1.0,2.0,,22,1,,6,,3.0,31,,,,,,,,3.0,4.0,,,,1.0,2,,,1.0,,23,,,,,,,5.0,1.0,,2,
000001,,10.0,10.0,,8.0,12.0,,28,,,1.0,4.0,,5,2,,22,,3.0,4,,2.0,,,,,,11.0,2.0,21.0,,,4.0,3,,,,,4,,,13.0,,,,,,,31,
000010,,,,,,,,41,,,,4.0,,7,1,,5,,,5,,2.0,,,,,,,26.0,16.0,,,,2,,,,,5,,,3.0,,,,18.0,,,37,
000011,,2.0,,,1.0,7.0,,41,,,32.0,2.0,,37,3,,2,,31.0,46,5.0,6.0,,,,,,1.0,56.0,151.0,,,31.0,47,,,,,40,,,179.0,,,,51.0,,,2,
000100,,84.0,57.0,2.0,50.0,47.0,,65,,,81.0,,,1,33,,39,,86.0,1,7.0,52.0,,,,,,57.0,30.0,115.0,,,90.0,87,,,,,3,,,6.0,,,,35.0,1.0,,55,
001000,,12.0,19.0,,11.0,8.0,,15,,,3.0,1.0,,13,1,,7,,1.0,11,2.0,24.0,,,,,,9.0,,4.0,,,,3,,,,,15,,,,,,,,2.0,,2,
001001,,4.0,,9.0,,,,280,,,176.0,9.0,,510,3,,80,,12.0,507,25.0,16.0,,,,,,,553.0,32.0,,,13.0,179,,,11.0,,523,,,114.0,,,,542.0,12.0,10.0,308,
010000,,1.0,2.0,,1.0,1.0,,2,,,2.0,,,11,11,,1,,2.0,12,1.0,13.0,,,,,,1.0,1.0,,,,2.0,1,,,,,11,,,1.0,,,,,1.0,2.0,40,
010001,,11.0,23.0,5.0,14.0,6.0,,20,,,55.0,9.0,,51,5,,15,,12.0,48,19.0,7.0,,,,,,13.0,240.0,8.0,,,8.0,42,,,9.0,,50,,,85.0,,,,245.0,8.0,11.0,18,
010010,,12.0,4.0,9.0,8.0,6.0,,32,,,6.0,7.0,,9,5,,1,,19.0,18,3.0,1.0,,,,,,11.0,3.0,41.0,,,28.0,10,,,8.0,,14,,,4.0,,,,2.0,3.0,11.0,14,
010011,1024.0,372.0,327.0,96.0,304.0,326.0,1024.0,356,1024.0,1024.0,529.0,138.0,1024.0,250,818,1024.0,167,1024.0,802.0,261,114.0,363.0,1024.0,1024.0,1024.0,1024.0,1024.0,297.0,50.0,595.0,1024.0,1024.0,791.0,505,1024.0,1024.0,89.0,1024.0,248,1024.0,1024.0,245.0,1024.0,1024.0,1024.0,68.0,77.0,72.0,254,1024.0
100000,,516.0,582.0,901.0,623.0,610.0,,113,,,138.0,848.0,,108,141,,679,,53.0,80,848.0,538.0,,,,,,621.0,59.0,41.0,,,56.0,143,,,906.0,,88,,,374.0,,,,58.0,919.0,918.0,261,
