states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
101100,6.0,59.0,25,10.0,3.0,1.0,1.0,1.0,,,119.0,20.0,,91.0,4.0,118,107.0,,4.0,20.0,10,,153.0,,4.0,27.0,,4.0,31.0,87.0,,,144.0,1.0,3.0,,,2.0,,,2.0,1.0,13.0,2.0,46,262.0,2.0,53.0,6.0,68
100101,5.0,85.0,11,,6.0,4.0,1.0,,3.0,2.0,38.0,,4.0,178.0,14.0,39,51.0,,,4.0,10,,142.0,,4.0,51.0,,1.0,10.0,97.0,,,138.0,2.0,,,,5.0,6.0,,,3.0,1.0,128.0,28,,2.0,99.0,10.0,9
010010,4.0,335.0,5,469.0,280.0,465.0,365.0,315.0,465.0,379.0,433.0,1.0,251.0,402.0,330.0,434,398.0,408.0,367.0,1.0,295,393.0,185.0,388.0,271.0,364.0,235.0,270.0,325.0,75.0,401.0,416.0,215.0,396.0,448.0,431.0,379.0,234.0,485.0,397.0,409.0,255.0,3.0,345.0,282,429.0,484.0,221.0,308.0,303
101000,4.0,,19,17.0,34.0,31.0,52.0,43.0,7.0,55.0,58.0,8.0,69.0,25.0,53.0,66,43.0,42.0,41.0,1.0,22,40.0,,29.0,1.0,12.0,52.0,,1.0,57.0,37.0,27.0,1.0,26.0,27.0,37.0,40.0,65.0,37.0,32.0,45.0,53.0,11.0,164.0,1,56.0,34.0,42.0,36.0,29
000000,2.0,30.0,12,9.0,2.0,,1.0,1.0,,1.0,2.0,9.0,,,12.0,3,24.0,1.0,1.0,9.0,4,1.0,1.0,2.0,8.0,,3.0,14.0,,5.0,3.0,3.0,,,7.0,11.0,2.0,,2.0,5.0,,2.0,6.0,1.0,9,,,2.0,2.0,8
000110,,108.0,1,154.0,24.0,5.0,9.0,4.0,64.0,10.0,3.0,13.0,13.0,5.0,46.0,8,2.0,56.0,54.0,5.0,14,55.0,,59.0,81.0,41.0,4.0,75.0,24.0,26.0,52.0,77.0,5.0,55.0,27.0,36.0,73.0,8.0,4.0,53.0,53.0,15.0,13.0,41.0,24,62.0,3.0,46.0,18.0,116
001100,,42.0,14,56.0,7.0,7.0,1.0,7.0,22.0,2.0,4.0,3.0,,3.0,2.0,2,17.0,12.0,19.0,16.0,9,14.0,21.0,15.0,1.0,2.0,3.0,,12.0,,17.0,21.0,7.0,10.0,10.0,6.0,15.0,1.0,4.0,11.0,14.0,,10.0,11.0,15,5.0,6.0,4.0,9.0,83
000100,,17.0,16,,2.0,5.0,,,2.0,,2.0,3.0,1.0,,,3,8.0,7.0,9.0,8.0,15,9.0,1.0,21.0,3.0,16.0,2.0,2.0,19.0,17.0,7.0,17.0,,8.0,19.0,27.0,6.0,1.0,4.0,9.0,10.0,3.0,5.0,,1,,4.0,2.0,,12
010000,,3.0,62,22.0,6.0,5.0,12.0,15.0,3.0,7.0,3.0,100.0,1.0,14.0,18.0,3,10.0,5.0,5.0,49.0,23,7.0,89.0,5.0,,99.0,,1.0,25.0,40.0,1.0,3.0,116.0,10.0,7.0,6.0,6.0,7.0,4.0,3.0,6.0,4.0,105.0,25.0,10,32.0,4.0,12.0,7.0,32
100100,,3.0,7,,15.0,13.0,4.0,8.0,45.0,2.0,3.0,11.0,,32.0,7.0,3,22.0,29.0,36.0,13.0,3,33.0,18.0,37.0,30.0,3.0,,26.0,2.0,1.0,35.0,32.0,8.0,41.0,30.0,31.0,32.0,4.0,10.0,32.0,39.0,5.0,5.0,1.0,41,15.0,18.0,11.0,14.0,16
