states,counts_p3_1of50,counts_p3_2of50,counts_p3_3of50,counts_p3_4of50,counts_p3_5of50,counts_p3_6of50,counts_p3_7of50,counts_p3_8of50,counts_p3_9of50,counts_p3_10of50,counts_p3_11of50,counts_p3_12of50,counts_p3_13of50,counts_p3_14of50,counts_p3_15of50,counts_p3_16of50,counts_p3_17of50,counts_p3_18of50,counts_p3_19of50,counts_p3_20of50,counts_p3_21of50,counts_p3_22of50,counts_p3_23of50,counts_p3_24of50,counts_p3_25of50,counts_p3_26of50,counts_p3_27of50,counts_p3_28of50,counts_p3_29of50,counts_p3_30of50,counts_p3_31of50,counts_p3_32of50,counts_p3_33of50,counts_p3_34of50,counts_p3_35of50,counts_p3_36of50,counts_p3_37of50,counts_p3_38of50,counts_p3_39of50,counts_p3_40of50,counts_p3_41of50,counts_p3_42of50,counts_p3_43of50,counts_p3_44of50,counts_p3_45of50,counts_p3_46of50,counts_p3_47of50,counts_p3_48of50,counts_p3_49of50,counts_p3_50of50
000000,,,,,,,,2.0,,,7.0,,,1.0,,,,,,,,11.0,,,,7.0,,,,,,,3.0,,,,1.0,5.0,,9.0,,,,,,1.0,,4.0,,21
000001,,,9.0,,,,,6.0,,,15.0,,,5.0,,,,,,1.0,,12.0,,,,7.0,,,,,3.0,,8.0,,2.0,,1.0,16.0,,16.0,1.0,,,,,2.0,,4.0,,17
000010,,,32.0,,,,,20.0,,,20.0,,,1.0,,,,,,,,14.0,,,,18.0,,,,,31.0,,26.0,,,,2.0,24.0,,15.0,,,,,,,,26.0,,13
000100,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,4
000101,2.0,,1.0,,,,,1.0,,,1.0,,,3.0,,,,,,,,,,,,,,,,,3.0,,1.0,4.0,1.0,,,1.0,,1.0,,,,3.0,,,,,,17
001000,,,2.0,,,,,,,,1.0,,,2.0,,,,,,,,2.0,,,,1.0,,,,,,,2.0,,,,1.0,1.0,,,,,,,,2.0,,,,24
001100,6.0,5.0,473.0,,3.0,,1.0,535.0,,,830.0,3.0,4.0,49.0,,,6.0,,,5.0,,841.0,,,,825.0,,1.0,,,548.0,,494.0,3.0,5.0,7.0,31.0,835.0,,832.0,5.0,,,,,35.0,,521.0,,638
010000,,,3.0,,,,,7.0,,,8.0,,,2.0,,,,,,3.0,,6.0,,,,5.0,,,,,5.0,,5.0,,,1.0,,7.0,,1.0,,,,,,2.0,,5.0,,24
010001,3.0,4.0,9.0,,4.0,,2.0,16.0,,,,2.0,3.0,,,,6.0,,,4.0,,,,,,,,,,,12.0,,17.0,1.0,5.0,2.0,1.0,,,,,,,2.0,,2.0,,19.0,,7
010100,7.0,5.0,368.0,,1.0,,1.0,331.0,,,8.0,3.0,3.0,32.0,,,2.0,,,4.0,,6.0,,,,10.0,,1.0,,,306.0,,340.0,5.0,3.0,3.0,24.0,9.0,,7.0,1.0,,,2.0,,25.0,,326.0,,70
010101,45.0,40.0,120.0,1024.0,46.0,1024.0,70.0,102.0,1024.0,1024.0,17.0,61.0,49.0,131.0,1024.0,1024.0,86.0,1024.0,1024.0,50.0,1024.0,20.0,1024.0,1024.0,1024.0,25.0,1024.0,51.0,1024.0,1024.0,109.0,1024.0,118.0,84.0,83.0,37.0,85.0,22.0,1024.0,37.0,72.0,1024.0,1024.0,72.0,1024.0,71.0,1024.0,108.0,1024.0,162
100000,960.0,970.0,7.0,,970.0,,950.0,4.0,,,117.0,955.0,965.0,798.0,,,924.0,,,957.0,,112.0,,,,125.0,,971.0,,,7.0,,10.0,927.0,924.0,974.0,878.0,104.0,,106.0,945.0,,,944.0,,883.0,,11.0,,27
