states,counts_p3_1of50,counts_p3_2of50,counts_p3_3of50,counts_p3_4of50,counts_p3_5of50,counts_p3_6of50,counts_p3_7of50,counts_p3_8of50,counts_p3_9of50,counts_p3_10of50,counts_p3_11of50,counts_p3_12of50,counts_p3_13of50,counts_p3_14of50,counts_p3_15of50,counts_p3_16of50,counts_p3_17of50,counts_p3_18of50,counts_p3_19of50,counts_p3_20of50,counts_p3_21of50,counts_p3_22of50,counts_p3_23of50,counts_p3_24of50,counts_p3_25of50,counts_p3_26of50,counts_p3_27of50,counts_p3_28of50,counts_p3_29of50,counts_p3_30of50,counts_p3_31of50,counts_p3_32of50,counts_p3_33of50,counts_p3_34of50,counts_p3_35of50,counts_p3_36of50,counts_p3_37of50,counts_p3_38of50,counts_p3_39of50,counts_p3_40of50,counts_p3_41of50,counts_p3_42of50,counts_p3_43of50,counts_p3_44of50,counts_p3_45of50,counts_p3_46of50,counts_p3_47of50,counts_p3_48of50,counts_p3_49of50,counts_p3_50of50
000000,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,
000001,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,2.0,,,,,,,,,,,,,,4.0,,6.0,,,
000010,,,,,,,,,,,2.0,,,,,,,,,4.0,4.0,,,,2.0,,,,2.0,,3.0,,,,14.0,,,,,,,,,,,,2.0,,,
000011,,,,,,,,,,,2.0,,,,,,,,,1.0,2.0,,,,1.0,,,,,,2.0,,,,2.0,,,,,,,,,,1.0,,1.0,,,
000100,,,,,,,,,,,1.0,,,,,,,,,,4.0,,,,,,,,,,6.0,,,,,,,,,,,,,,3.0,,3.0,,,
000110,,,,,,,,,,,2.0,,,,,,,,,,6.0,,,,,,,,,,4.0,,,,1.0,,,,,,,,,,4.0,,4.0,,,
001000,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,3.0,,,,,,,,,,,,,,2.0,,4.0,,,
001010,,,,,,,,,,,,,,,,,,,,2.0,6.0,,,,,,,,1.0,,7.0,,,,,,,,,,,,,,4.0,,4.0,,,
001100,,,,,,,,,,,5.0,,,,,,,,,11.0,,,,,8.0,,,,1.0,,,,,,8.0,,,,,,,,,,1.0,,,,,
001110,,,,,,,,,,,239.0,,,,,,,,,234.0,,,,,221.0,,,,303.0,,,,,,249.0,,,,,,,,,,,,,,,
010000,,,,,,,,,,,165.0,,,,,,,,,156.0,,,,,171.0,,,,38.0,,,,,,173.0,,,,,,,,,,,,1.0,,,
100000,,,,,,,,,,,3.0,,,,,,,,,7.0,11.0,,,,8.0,,,,4.0,,10.0,,,,5.0,,,,,,,,,,8.0,,6.0,,,
100001,,,,,,,,,,,,,,,,,,,,,544.0,,,,1.0,,,,1.0,,567.0,,,,,,,,,,,,,,587.0,,568.0,,,
100010,,,,,,,,,,,32.0,,,,,,,,,44.0,36.0,,,,37.0,,,,45.0,,40.0,,,,27.0,,,,,,,,,,36.0,,30.0,,,
100011,,,,,,,,,,,3.0,,,,,,,,,4.0,90.0,,,,3.0,,,,4.0,,85.0,,,,2.0,,,,,,,,,,89.0,,83.0,,,
100100,,,,,,,,,,,2.0,,,,,,,,,1.0,1.0,,,,1.0,,,,,,3.0,,,,3.0,,,,,,,,,,1.0,,4.0,,,
100110,,,,,,,,,,,2.0,,,,,,,,,4.0,113.0,,,,4.0,,,,23.0,,117.0,,,,6.0,,,,,,,,,,97.0,,97.0,,,
101000,,,,,,,,,,,3.0,,,,,,,,,2.0,2.0,,,,3.0,,,,1.0,,3.0,,,,,,,,,,,,,,2.0,,2.0,,,
101010,,,,,,,,,,,4.0,,,,,,,,,5.0,114.0,,,,2.0,,,,19.0,,87.0,,,,4.0,,,,,,,,,,103.0,,118.0,,,
101100,,,,,,,,,,,39.0,,,,,,,,,33.0,81.0,,,,48.0,,,,9.0,,84.0,,,,34.0,,,,,,,,,,82.0,,90.0,,,
101110,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,518.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,515.0,,1024.0,1024.0,1024.0,514.0,1024.0,1024.0,1024.0,573.0,1024.0,,1024.0,1024.0,1024.0,495.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,,1024.0,,1024.0,1024.0,1024.0
