states,counts_p3_1of50,counts_p3_2of50,counts_p3_3of50,counts_p3_4of50,counts_p3_5of50,counts_p3_6of50,counts_p3_7of50,counts_p3_8of50,counts_p3_9of50,counts_p3_10of50,counts_p3_11of50,counts_p3_12of50,counts_p3_13of50,counts_p3_14of50,counts_p3_15of50,counts_p3_16of50,counts_p3_17of50,counts_p3_18of50,counts_p3_19of50,counts_p3_20of50,counts_p3_21of50,counts_p3_22of50,counts_p3_23of50,counts_p3_24of50,counts_p3_25of50,counts_p3_26of50,counts_p3_27of50,counts_p3_28of50,counts_p3_29of50,counts_p3_30of50,counts_p3_31of50,counts_p3_32of50,counts_p3_33of50,counts_p3_34of50,counts_p3_35of50,counts_p3_36of50,counts_p3_37of50,counts_p3_38of50,counts_p3_39of50,counts_p3_40of50,counts_p3_41of50,counts_p3_42of50,counts_p3_43of50,counts_p3_44of50,counts_p3_45of50,counts_p3_46of50,counts_p3_47of50,counts_p3_48of50,counts_p3_49of50,counts_p3_50of50
000000,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
000001,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
000011,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,
000100,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
000101,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,
000110,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000111,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,
001000,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
001001,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,88.0,,,,,,,,,,,,
001010,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,
001011,,,,,,,,,,,,,,,,,,,,,,153.0,,,,,,,,,,,,,,,,139.0,,,,,,,,,,,,
001100,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,
001101,,,,,,,,,,,,,,,,,,,,,,151.0,,,,,,,,,,,,,,,,147.0,,,,,,,,,,,,
001110,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,
001111,,,,,,,,,,,,,,,,,,,,,,434.0,,,,,,,,,,,,,,,,438.0,,,,,,,,,,,,
010000,,,,,,,,,,,,,,,,,,,,,,119.0,,,,,,,,,,,,,,,,114.0,,,,,,,,,,,,
100000,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
100001,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
101000,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101001,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,15.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,11.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0
