states,counts_p3_1of50,counts_p3_2of50,counts_p3_3of50,counts_p3_4of50,counts_p3_5of50,counts_p3_6of50,counts_p3_7of50,counts_p3_8of50,counts_p3_9of50,counts_p3_10of50,counts_p3_11of50,counts_p3_12of50,counts_p3_13of50,counts_p3_14of50,counts_p3_15of50,counts_p3_16of50,counts_p3_17of50,counts_p3_18of50,counts_p3_19of50,counts_p3_20of50,counts_p3_21of50,counts_p3_22of50,counts_p3_23of50,counts_p3_24of50,counts_p3_25of50,counts_p3_26of50,counts_p3_27of50,counts_p3_28of50,counts_p3_29of50,counts_p3_30of50,counts_p3_31of50,counts_p3_32of50,counts_p3_33of50,counts_p3_34of50,counts_p3_35of50,counts_p3_36of50,counts_p3_37of50,counts_p3_38of50,counts_p3_39of50,counts_p3_40of50,counts_p3_41of50,counts_p3_42of50,counts_p3_43of50,counts_p3_44of50,counts_p3_45of50,counts_p3_46of50,counts_p3_47of50,counts_p3_48of50,counts_p3_49of50,counts_p3_50of50
000000,,1,,,,,,,,,6,1.0,4.0,,,,,1.0,,,,,,,,1.0,6.0,,,,,,1.0,,,3.0,,,,1.0,,,,,,,,,2.0,
000001,,1,,,,,,,,,2,5.0,44.0,,,,,23.0,,,,7.0,,,11.0,,,,,,,,10.0,,,15.0,,,,1.0,,,,15.0,,,,,27.0,
000010,,112,,,,,,,,,479,1.0,22.0,,,1.0,,1.0,,296.0,1.0,1.0,,,1.0,,532.0,,296.0,,,,,,,3.0,,,108.0,,,,,,,,,,,
000100,,560,,,,,,,,,345,39.0,196.0,,,,,12.0,,,,44.0,,,30.0,,325.0,,2.0,,,,22.0,,,41.0,,,548.0,,,,,11.0,,,,,13.0,
001000,,3,,,,,,,,,6,7.0,2.0,,,9.0,,,,,4.0,5.0,,,2.0,5.0,7.0,,,,,,1.0,,,5.0,,,6.0,11.0,,,,2.0,,,,,,
001001,,16,,,,,,,,,37,,17.0,,,27.0,,,,8.0,23.0,,,,,17.0,32.0,,14.0,,,,3.0,,,,,,12.0,18.0,,,,,,,,,1.0,
010000,,17,,,,,,,,,44,,504.0,,,2.0,,4.0,,2.0,2.0,2.0,,,,1.0,31.0,,,,,,2.0,,,,,,10.0,1.0,,,,7.0,,,,,7.0,
011000,,5,,,,,,,,,1,847.0,2.0,,,242.0,,377.0,,509.0,238.0,868.0,,,870.0,256.0,3.0,,539.0,,,,389.0,,,846.0,,,4.0,226.0,,,,366.0,,,,,367.0,
100000,,9,,,,,,,,,15,,224.0,,,,,2.0,,,,,,,,,12.0,,,,,,3.0,,,,,,12.0,,,,,2.0,,,,,1.0,
100001,,199,,,,,,,,,47,17.0,6.0,,,7.0,,7.0,,11.0,10.0,11.0,,,24.0,10.0,40.0,,6.0,,,,18.0,,,8.0,,,219.0,9.0,,,,14.0,,,,,9.0,
101000,,38,,,,,,,,,35,84.0,,,,,,2.0,,2.0,,68.0,,,70.0,,32.0,,1.0,,,,5.0,,,84.0,,,46.0,,,,,9.0,,,,,1.0,
101001,1024.0,63,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,7,23.0,3.0,1024.0,1024.0,736.0,1024.0,595.0,1024.0,196.0,746.0,18.0,1024.0,1024.0,16.0,734.0,4.0,1024.0,166.0,1024.0,1024.0,1024.0,570.0,1024.0,1024.0,19.0,1024.0,1024.0,59.0,757.0,1024.0,1024.0,1024.0,598.0,1024.0,1024.0,1024.0,1024.0,596.0,1024.0
