states,counts_p3_1of50,counts_p3_2of50,counts_p3_3of50,counts_p3_4of50,counts_p3_5of50,counts_p3_6of50,counts_p3_7of50,counts_p3_8of50,counts_p3_9of50,counts_p3_10of50,counts_p3_11of50,counts_p3_12of50,counts_p3_13of50,counts_p3_14of50,counts_p3_15of50,counts_p3_16of50,counts_p3_17of50,counts_p3_18of50,counts_p3_19of50,counts_p3_20of50,counts_p3_21of50,counts_p3_22of50,counts_p3_23of50,counts_p3_24of50,counts_p3_25of50,counts_p3_26of50,counts_p3_27of50,counts_p3_28of50,counts_p3_29of50,counts_p3_30of50,counts_p3_31of50,counts_p3_32of50,counts_p3_33of50,counts_p3_34of50,counts_p3_35of50,counts_p3_36of50,counts_p3_37of50,counts_p3_38of50,counts_p3_39of50,counts_p3_40of50,counts_p3_41of50,counts_p3_42of50,counts_p3_43of50,counts_p3_44of50,counts_p3_45of50,counts_p3_46of50,counts_p3_47of50,counts_p3_48of50,counts_p3_49of50,counts_p3_50of50
000000,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
000001,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,
000010,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,
000100,,,,,,,,,,,,,,,,,,,,5.0,,,3.0,,3.0,,,2.0,,,6.0,,,,,,,,,,,3.0,,1.0,,,,,,
000110,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,
001000,,,,,,,,,,,,,,,,,,,,4.0,,,3.0,,2.0,,,3.0,,,4.0,,,,,,,,,,,2.0,,2.0,,,,,,
001001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
001010,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,,2.0,,,,,,,,,,,,,,1.0,,10.0,,,,,,
001100,,,,,,,,,,,,,,,,,,,,17.0,,,92.0,,95.0,,,110.0,,,13.0,,,,,,,,,,,83.0,,15.0,,,,,,
001101,,,,,,,,,,,,,,,,,,,,417.0,,,,,1.0,,,4.0,,,411.0,,,,,,,,,,,1.0,,161.0,,,,,,
001110,,,,,,,,,,,,,,,,,,,,5.0,,,252.0,,279.0,,,307.0,,,2.0,,,,,,,,,,,282.0,,75.0,,,,,,
010000,,,,,,,,,,,,,,,,,,,,190.0,,,106.0,,62.0,,,62.0,,,184.0,,,,,,,,,,,67.0,,661.0,,,,,,
100000,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,3.0,,2.0,,,,,,
100010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
100100,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,
100110,,,,,,,,,,,,,,,,,,,,,,,2.0,,7.0,,,8.0,,,,,,,,,,,,,,11.0,,1.0,,,,,,
101000,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,
101010,,,,,,,,,,,,,,,,,,,,,,,3.0,,11.0,,,13.0,,,,,,,,,,,,,,5.0,,,,,,,,
101100,,,,,,,,,,,,,,,,,,,,102.0,,,42.0,,20.0,,,17.0,,,104.0,,,,,,,,,,,11.0,,71.0,,,,,,
101110,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,267.0,1024.0,1024.0,507.0,1024.0,541.0,1024.0,1024.0,494.0,1024.0,1024.0,284.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,553.0,1024.0,9.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0
