states,counts_p3_1of50,counts_p3_2of50,counts_p3_3of50,counts_p3_4of50,counts_p3_5of50,counts_p3_6of50,counts_p3_7of50,counts_p3_8of50,counts_p3_9of50,counts_p3_10of50,counts_p3_11of50,counts_p3_12of50,counts_p3_13of50,counts_p3_14of50,counts_p3_15of50,counts_p3_16of50,counts_p3_17of50,counts_p3_18of50,counts_p3_19of50,counts_p3_20of50,counts_p3_21of50,counts_p3_22of50,counts_p3_23of50,counts_p3_24of50,counts_p3_25of50,counts_p3_26of50,counts_p3_27of50,counts_p3_28of50,counts_p3_29of50,counts_p3_30of50,counts_p3_31of50,counts_p3_32of50,counts_p3_33of50,counts_p3_34of50,counts_p3_35of50,counts_p3_36of50,counts_p3_37of50,counts_p3_38of50,counts_p3_39of50,counts_p3_40of50,counts_p3_41of50,counts_p3_42of50,counts_p3_43of50,counts_p3_44of50,counts_p3_45of50,counts_p3_46of50,counts_p3_47of50,counts_p3_48of50,counts_p3_49of50,counts_p3_50of50
000000,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
000001,,,,,,18.0,,,,,13.0,,,,1.0,,,,,,7.0,,,,,,,,,,,,3.0,,,,,,,,15.0,4.0,,,,,,,,1.0
000010,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
000100,,,,,,2.0,,,,,4.0,,,,1.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,
000101,,,,,,2.0,,,,,5.0,,,,3.0,,,,,,5.0,,,,,,1.0,,,,,,11.0,,,,,,,,2.0,,,,,,,,,
001000,,,,,,3.0,,,,,6.0,,,,,,,1.0,,,4.0,,,,,,,,,,,1.0,,,,,,,,,5.0,,,,,,,,,
001001,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,2.0,,,,,,,,1.0
001100,,,,,1.0,3.0,1.0,,,,6.0,,,,5.0,,,3.0,,,3.0,,,1.0,,1.0,,,,,,2.0,,,,,,,,,6.0,,,2.0,,,,,,
001101,,7.0,,,6.0,,10.0,,,,2.0,,,,2.0,,,6.0,,,,,,7.0,,3.0,3.0,,,,,7.0,3.0,,,,,,,,2.0,10.0,,6.0,,,,,,10.0
010000,,9.0,,,4.0,3.0,5.0,,,,,,,,10.0,,,8.0,,,1.0,,,8.0,,8.0,8.0,,,,,7.0,8.0,,,,,,,,1.0,12.0,,14.0,,,,,6.0,10.0
010100,1024.0,78.0,1024.0,1024.0,66.0,690.0,86.0,1024.0,1024.0,1024.0,700.0,1024.0,1024.0,1024.0,135.0,1024.0,1024.0,88.0,1024.0,1024.0,680.0,1024.0,1024.0,72.0,1024.0,75.0,97.0,1024.0,1024.0,1024.0,1024.0,101.0,151.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,684.0,104.0,1024.0,72.0,1024.0,1024.0,1024.0,1024.0,101.0,116.0
100000,,930.0,,,947.0,303.0,921.0,,,,286.0,,,,867.0,,,916.0,,,317.0,,,936.0,,937.0,913.0,,,,,906.0,848.0,,,,,,,,298.0,892.0,,930.0,,,,,917.0,886.0
