states,counts_p3_1of50,counts_p3_2of50,counts_p3_3of50,counts_p3_4of50,counts_p3_5of50,counts_p3_6of50,counts_p3_7of50,counts_p3_8of50,counts_p3_9of50,counts_p3_10of50,counts_p3_11of50,counts_p3_12of50,counts_p3_13of50,counts_p3_14of50,counts_p3_15of50,counts_p3_16of50,counts_p3_17of50,counts_p3_18of50,counts_p3_19of50,counts_p3_20of50,counts_p3_21of50,counts_p3_22of50,counts_p3_23of50,counts_p3_24of50,counts_p3_25of50,counts_p3_26of50,counts_p3_27of50,counts_p3_28of50,counts_p3_29of50,counts_p3_30of50,counts_p3_31of50,counts_p3_32of50,counts_p3_33of50,counts_p3_34of50,counts_p3_35of50,counts_p3_36of50,counts_p3_37of50,counts_p3_38of50,counts_p3_39of50,counts_p3_40of50,counts_p3_41of50,counts_p3_42of50,counts_p3_43of50,counts_p3_44of50,counts_p3_45of50,counts_p3_46of50,counts_p3_47of50,counts_p3_48of50,counts_p3_49of50,counts_p3_50of50
000000,,,3.0,2.0,5.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,4.0,,5.0,,,,,3,,,,,,,,,,,,
000001,2.0,,1.0,,,,,,11.0,,,,,,,,,,,,,,7.0,,,,,,,,,7.0,,,,,,10,,,,1.0,,,,,,,,
000010,65.0,,25.0,4.0,1.0,,,,,,,,,,,25.0,,,2.0,,3.0,,70.0,,,,,,,,2.0,75.0,1.0,,,,,186,,,,20.0,,,,,,,,
000100,825.0,,3.0,10.0,4.0,,,,12.0,,,,,,,3.0,,,5.0,,6.0,,856.0,,,,,,,,4.0,861.0,6.0,,,,,8,,,,,,,,,,,,
001000,5.0,,13.0,,,,,,5.0,,,,,,,10.0,,,1.0,,,,6.0,,,,,,,,,3.0,,,,,,55,,,,19.0,,,,,,,,
001001,115.0,,647.0,119.0,146.0,,,,918.0,,,,,,,630.0,,,144.0,,138.0,,84.0,,,,,,,,118.0,75.0,130.0,,,,,333,,,,636.0,,,,,,,,
010000,,,,1.0,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
010001,3.0,,9.0,,1.0,,,,7.0,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,37,,,,11.0,,,,,,,,
100000,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,
100001,2.0,,13.0,,,,,,12.0,,,,,,,15.0,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,24,,,,7.0,,,,,,,,
110000,2.0,,5.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,61,,,,4.0,,,,,,,,
110001,4.0,1024.0,305.0,888.0,867.0,1024.0,1024.0,1024.0,54.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,323.0,1024.0,1024.0,869.0,1024.0,875.0,1024.0,,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,895.0,3.0,880.0,1024.0,1024.0,1024.0,1024.0,297,1024.0,1024.0,1024.0,326.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0
