states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
110011,1024.0,8,1024.0,1024.0,1024.0,1024.0,,1024.0,132.0,,7,15.0,1,1024.0,1024.0,275.0,1024.0,1024.0,283.0,280.0,1024.0,1.0,301.0,55.0,1024.0,1024.0,1024.0,,6.0,1024.0,1024.0,1024.0,1024.0,1024.0,16.0,1024.0,63.0,1024.0,1024.0,7.0,8,5,12.0,1024.0,1024.0,272.0,56.0,1024.0,1.0,56.0
001100,,451,,,,,330.0,,413.0,612.0,478,441.0,549,,,168.0,,,164.0,188.0,,217.0,442.0,375.0,,,,384.0,529.0,,,,,,434.0,,328.0,,,456.0,472,528,440.0,,,173.0,404.0,,670.0,439.0
101000,,159,,,,,15.0,,73.0,19.0,165,34.0,4,,,35.0,,,42.0,37.0,,135.0,2.0,2.0,,,,2.0,7.0,,,,,,35.0,,,,,190.0,174,5,28.0,,,43.0,2.0,,15.0,1.0
101001,,108,,,,,25.0,,23.0,5.0,113,3.0,7,,,152.0,,,154.0,138.0,,86.0,,8.0,,,,13.0,15.0,,,,,,4.0,,3.0,,,100.0,98,14,1.0,,,167.0,3.0,,4.0,1.0
000100,,102,,,,,155.0,,10.0,27.0,94,281.0,345,,,37.0,,,27.0,26.0,,186.0,2.0,315.0,,,,91.0,370.0,,,,,,278.0,,75.0,,,84.0,93,358,306.0,,,32.0,301.0,,19.0,215.0
001000,,25,,,,,3.0,,1.0,13.0,19,1.0,2,,,9.0,,,15.0,15.0,,27.0,,23.0,,,,2.0,,,,,,,3.0,,21.0,,,20.0,15,3,4.0,,,12.0,16.0,,15.0,14.0
010011,,21,,,,,5.0,,93.0,3.0,9,14.0,5,,,68.0,,,57.0,84.0,,49.0,160.0,57.0,,,,5.0,6.0,,,,,,9.0,,208.0,,,15.0,16,6,9.0,,,72.0,71.0,,5.0,87.0
100001,,21,,,,,14.0,,26.0,52.0,14,,16,,,7.0,,,2.0,11.0,,37.0,7.0,1.0,,,,,9.0,,,,,,1.0,,25.0,,,20.0,19,8,,,,4.0,1.0,,34.0,2.0
001001,,20,,,,,199.0,,5.0,,17,53.0,9,,,6.0,,,4.0,14.0,,4.0,2.0,11.0,,,,60.0,4.0,,,,,,62.0,,9.0,,,16.0,20,13,54.0,,,19.0,9.0,,,18.0
010010,,19,,,,,81.0,,64.0,9.0,19,12.0,15,,,17.0,,,25.0,16.0,,75.0,14.0,38.0,,,,27.0,3.0,,,,,,8.0,,80.0,,,19.0,19,7,11.0,,,12.0,26.0,,2.0,39.0
110000,,16,,,,,,,11.0,,19,22.0,26,,,26.0,,,20.0,15.0,,14.0,,20.0,,,,,34.0,,,,,,26.0,,6.0,,,19.0,12,35,24.0,,,15.0,15.0,,,32.0
100000,,10,,,,,,,7.0,,8,2.0,2,,,2.0,,,2.0,5.0,,27.0,9.0,,,,,12.0,1.0,,,,,,3.0,,8.0,,,12.0,16,4,4.0,,,4.0,,,,
100010,,9,,,,,13.0,,,165.0,11,67.0,7,,,3.0,,,8.0,5.0,,17.0,2.0,3.0,,,,35.0,2.0,,,,,,63.0,,1.0,,,12.0,6,8,61.0,,,8.0,1.0,,154.0,4.0
000001,,8,,,,,51.0,,5.0,,11,3.0,3,,,6.0,,,2.0,8.0,,24.0,1.0,,,,,73.0,1.0,,,,,,2.0,,,,,11.0,9,1,5.0,,,3.0,,,,
010001,,8,,,,,2.0,,15.0,14.0,4,3.0,5,,,20.0,,,18.0,12.0,,,1.0,13.0,,,,79.0,9.0,,,,,,3.0,,84.0,,,5.0,4,4,,,,14.0,7.0,,17.0,6.0
100011,,7,,,,,,,7.0,10.0,8,2.0,3,,,15.0,,,21.0,20.0,,9.0,11.0,6.0,,,,3.0,2.0,,,,,,6.0,,1.0,,,10.0,7,6,1.0,,,20.0,17.0,,4.0,22.0
110010,,7,,,,,20.0,,87.0,2.0,5,34.0,7,,,101.0,,,79.0,71.0,,1.0,12.0,37.0,,,,4.0,2.0,,,,,,43.0,,21.0,,,9.0,4,2,30.0,,,73.0,39.0,,1.0,39.0
000010,,6,,,,,3.0,,,14.0,7,4.0,1,,,,,,,,,45.0,6.0,8.0,,,,6.0,,,,,,,,,14.0,,,5.0,11,2,,,,,6.0,,9.0,3.0
110001,,6,,,,,4.0,,3.0,1.0,9,3.0,3,,,64.0,,,86.0,59.0,,11.0,3.0,29.0,,,,,5.0,,,,,,,,9.0,,,8.0,7,3,1.0,,,59.0,33.0,,1.0,30.0
010000,,5,,,,,10.0,,35.0,2.0,5,3.0,2,,,4.0,,,2.0,,,,,7.0,,,,155.0,4.0,,,,,,3.0,,33.0,,,6.0,6,2,5.0,,,4.0,8.0,,3.0,3.0
