states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
110001,690,451.0,53.0,5.0,562.0,565,16,19.0,469.0,683.0,133,620,19.0,12.0,123.0,11.0,6.0,461,164,652.0,62,44.0,155,679.0,79,94,348.0,91,401.0,767.0,49,43.0,570,649.0,699.0,93.0,808.0,391.0,85.0,14.0,80,6,110.0,477,341.0,497,110,2.0,760.0,366.0
000100,104,13.0,48.0,34.0,8.0,90,8,2.0,6.0,112.0,122,64,13.0,6.0,,30.0,2.0,11,34,23.0,381,,31,103.0,57,390,2.0,12,4.0,,37,1.0,63,171.0,5.0,,6.0,3.0,46.0,4.0,5,14,,10,62.0,59,11,29.0,4.0,1.0
011000,95,308.0,5.0,667.0,139.0,154,626,283.0,217.0,106.0,16,137,634.0,271.0,180.0,659.0,351.0,297,476,27.0,79,150.0,489,96.0,4,51,50.0,518,48.0,,10,173.0,172,4.0,7.0,187.0,6.0,59.0,2.0,256.0,116,680,152.0,292,,1,504,670.0,15.0,38.0
000010,55,12.0,336.0,38.0,26.0,54,5,350.0,95.0,60.0,11,39,4.0,360.0,274.0,36.0,189.0,18,16,3.0,3,306.0,10,54.0,332,12,102.0,4,2.0,,340,291.0,40,23.0,17.0,306.0,16.0,1.0,320.0,369.0,47,55,279.0,20,92.0,65,3,48.0,2.0,84.0
000000,22,,7.0,,,46,18,8.0,4.0,,25,55,19.0,2.0,,,2.0,5,21,2.0,12,8.0,10,27.0,4,25,1.0,23,1.0,24.0,4,6.0,72,5.0,,3.0,,3.0,4.0,1.0,17,1,1.0,1,8.0,5,18,,13.0,1.0
010001,18,55.0,108.0,6.0,73.0,6,1,,67.0,6.0,11,10,4.0,,13.0,3.0,100.0,55,69,,8,33.0,72,13.0,112,15,116.0,49,6.0,104.0,110,51.0,10,33.0,11.0,7.0,32.0,7.0,95.0,,70,1,13.0,60,69.0,24,60,8.0,91.0,110.0
010000,11,23.0,9.0,14.0,2.0,11,6,51.0,,1.0,37,15,2.0,46.0,79.0,16.0,3.0,11,1,186.0,22,128.0,6,11.0,15,67,82.0,8,36.0,91.0,4,144.0,10,71.0,100.0,76.0,78.0,37.0,19.0,78.0,43,11,81.0,14,88.0,120,2,6.0,19.0,74.0
000101,8,63.0,29.0,139.0,83.0,1,183,10.0,12.0,17.0,73,1,197.0,17.0,18.0,159.0,37.0,73,17,29.0,1,14.0,24,6.0,26,8,3.0,58,97.0,1.0,26,14.0,1,52.0,,25.0,,97.0,33.0,4.0,74,147,25.0,73,1.0,2,61,130.0,,1.0
001000,5,47.0,2.0,7.0,75.0,65,4,9.0,16.0,6.0,3,50,4.0,3.0,118.0,3.0,109.0,50,53,2.0,7,92.0,41,11.0,2,29,1.0,43,20.0,33.0,1,80.0,56,,71.0,104.0,2.0,23.0,2.0,2.0,51,2,116.0,36,1.0,2,39,5.0,21.0,
100000,5,2.0,,2.0,,2,13,109.0,17.0,11.0,2,4,12.0,132.0,23.0,3.0,10.0,2,16,76.0,26,,28,5.0,5,22,,43,,2.0,3,,2,13.0,65.0,27.0,36.0,,5.0,92.0,6,1,21.0,3,17.0,46,36,3.0,57.0,
000001,4,39.0,2.0,15.0,33.0,4,1,21.0,10.0,9.0,4,7,,13.0,72.0,22.0,,35,2,,1,61.0,7,1.0,1,11,1.0,16,3.0,,1,55.0,7,,,65.0,,8.0,,19.0,4,10,79.0,26,,1,9,23.0,4.0,
110000,4,3.0,396.0,96.0,11.0,23,123,86.0,80.0,4.0,522,15,100.0,83.0,82.0,81.0,99.0,1,99,24.0,258,122.0,113,18.0,357,167,316.0,109,399.0,,411,84.0,18,,45.0,86.0,39.0,386.0,373.0,74.0,503,94,91.0,2,317.0,184,102,93.0,32.0,347.0
100001,3,8.0,29.0,1.0,12.0,3,20,76.0,31.0,9.0,65,7,16.0,79.0,42.0,1.0,116.0,5,56,,164,66.0,38,,30,133,2.0,50,7.0,2.0,28,82.0,3,3.0,4.0,45.0,1.0,9.0,40.0,111.0,8,2,56.0,10,28.0,18,69,7.0,6.0,2.0
