states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
110000,1023.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1.0,636.0,1024.0,1024.0,1024.0,13,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,139.0,1024.0,1024.0,148.0,182,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,47,1024.0,1024.0,1024.0,1024.0,637.0,525.0,1024.0,1024.0,1024.0,1024.0,334.0,651.0,1024.0,678.0
101000,1.0,,,,,,,,,,108.0,71.0,,,,150,,,,,,,,,31.0,,,27.0,21,,,,,,,124,,,,,5.0,36.0,,,,,368.0,5.0,,13.0
000001,,,,,,,,,,,615.0,37.0,,,,197,,,,,,,,,317.0,,,36.0,330,,,,,,,48,,,,,1.0,80.0,,,,,45.0,5.0,,
000100,,,,,,,,,,,71.0,120.0,,,,270,,,,,,,,,160.0,,,6.0,44,,,,,,,352,,,,,11.0,48.0,,,,,2.0,26.0,,20.0
101010,,,,,,,,,,,65.0,98.0,,,,57,,,,,,,,,137.0,,,687.0,396,,,,,,,132,,,,,348.0,189.0,,,,,200.0,315.0,,286.0
001010,,,,,,,,,,,63.0,21.0,,,,56,,,,,,,,,7.0,,,24.0,12,,,,,,,9,,,,,1.0,5.0,,,,,12.0,2.0,,1.0
100000,,,,,,,,,,,36.0,,,,,14,,,,,,,,,,,,,17,,,,,,,3,,,,,11.0,26.0,,,,,34.0,9.0,,14.0
010000,,,,,,,,,,,27.0,,,,,36,,,,,,,,,56.0,,,9.0,6,,,,,,,67,,,,,4.0,29.0,,,,,6.0,4.0,,5.0
100010,,,,,,,,,,,21.0,25.0,,,,148,,,,,,,,,161.0,,,44.0,6,,,,,,,207,,,,,,82.0,,,,,,3.0,,
000010,,,,,,,,,,,11.0,4.0,,,,33,,,,,,,,,4.0,,,14.0,2,,,,,,,17,,,,,3.0,3.0,,,,,2.0,2.0,,6.0
000000,,,,,,,,,,,6.0,5.0,,,,13,,,,,,,,,2.0,,,4.0,6,,,,,,,14,,,,,2.0,1.0,,,,,1.0,,,1.0
001000,,,,,,,,,,,,7.0,,,,37,,,,,,,,,10.0,,,25.0,2,,,,,,,4,,,,,1.0,,,,,,20.0,2.0,,
