states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
001000,1024.0,21.0,32.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,45.0,4.0,3.0,29.0,5.0,40.0,970.0,,1024.0,1024.0,1024.0,2.0,4.0,2.0,1024.0,,1024.0,36.0,6.0,,41.0,51,,1024.0,6.0,,,89.0,9.0,1024.0,1024.0,973.0,90.0,43,52.0,14.0,963.0,,31.0,955.0,1024.0
001100,,566.0,7.0,,,,,,,48.0,906.0,902.0,11.0,956.0,,23.0,974.0,,,,904.0,634.0,970.0,,988.0,,513.0,664.0,118.0,34.0,110,276.0,,865.0,967.0,993.0,571.0,114.0,,,24.0,616.0,208,38.0,3.0,34.0,166.0,590.0,28.0,
100001,,152.0,24.0,,,,,,,529.0,,,19.0,,447.0,,2.0,,,,,2.0,,,5.0,,158.0,5.0,1.0,553.0,191,5.0,,1.0,,8.0,8.0,27.0,,,,1.0,142,510.0,157.0,,254.0,137.0,,
010011,,123.0,357.0,,,,,,,289.0,13.0,23.0,353.0,12.0,298.0,,9.0,,,,13.0,1.0,11.0,,4.0,,181.0,5.0,430.0,285.0,228,497.0,,16.0,14.0,1.0,13.0,234.0,,,1.0,11.0,136,289.0,461.0,1.0,183.0,123.0,1.0,
010010,,62.0,,,,,,,,,33.0,23.0,3.0,20.0,86.0,,15.0,,,,24.0,7.0,21.0,,8.0,,33.0,2.0,64.0,2.0,95,10.0,,28.0,14.0,4.0,37.0,8.0,,,,13.0,30,3.0,9.0,,63.0,58.0,,
000011,,55.0,12.0,,,,,,,4.0,,,9.0,1.0,,3.0,,,,,,25.0,4.0,,4.0,,36.0,14.0,1.0,2.0,47,42.0,,3.0,,3.0,,4.0,,,1.0,8.0,29,9.0,64.0,1.0,4.0,49.0,3.0,
000101,,19.0,43.0,,,,,,,21.0,3.0,3.0,34.0,,2.0,,,,,,6.0,17.0,,,4.0,,21.0,26.0,63.0,26.0,47,3.0,,2.0,,1.0,15.0,52.0,,,,15.0,136,23.0,,,65.0,17.0,,
000001,,7.0,28.0,,,,,,,32.0,,,25.0,1.0,17.0,,,,,,,,,,,,,,,17.0,14,4.0,,,,1.0,,54.0,,,,,13,32.0,2.0,,31.0,3.0,,
000100,,7.0,6.0,,,,,,,36.0,12.0,4.0,3.0,1.0,,,,,,,13.0,31.0,,,,,18.0,22.0,44.0,40.0,28,,,38.0,,,120.0,1.0,,,,87.0,24,49.0,6.0,,1.0,4.0,,
010001,,4.0,495.0,,,,,,,2.0,5.0,4.0,515.0,7.0,43.0,,5.0,,,,8.0,30.0,3.0,,2.0,,,18.0,148.0,4.0,34,116.0,,11.0,5.0,,25.0,485.0,,,,21.0,42,3.0,221.0,,43.0,,,
000000,,3.0,1.0,,,,,,,1.0,,,5.0,,,,,,,,2.0,,,,,,,3.0,14.0,,18,13.0,,5.0,,,9.0,,,,,11.0,52,2.0,10.0,,21.0,2.0,,
001010,,3.0,2.0,,,,,,,13.0,2.0,3.0,,,47.0,28.0,1.0,,,,2.0,143.0,,,,,4.0,152.0,123.0,9.0,62,38.0,,3.0,1.0,1.0,8.0,5.0,,,25.0,15.0,25,6.0,5.0,24.0,74.0,6.0,35.0,
000010,,1.0,7.0,,,,,,,,,,4.0,,8.0,,,,,,3.0,6.0,,,1.0,,14.0,4.0,8.0,1.0,10,13.0,,,,,1.0,4.0,,,,1.0,30,,16.0,1.0,4.0,2.0,2.0,
100000,,1.0,2.0,,,,,,,3.0,13.0,14.0,4.0,3.0,13.0,,1.0,,,,4.0,81.0,1.0,,2.0,,10.0,62.0,,8.0,73,2.0,,16.0,3.0,8.0,44.0,17.0,,,,32.0,68,8.0,30.0,,102.0,2.0,,
010000,,,8.0,,,,,,,1.0,33.0,45.0,10.0,18.0,23.0,,17.0,,,,43.0,43.0,12.0,,6.0,,,41.0,10.0,2.0,16,5.0,,30.0,20.0,4.0,84.0,10.0,,,,103.0,46,,26.0,,13.0,,,
