states,counts_p3_1of50,counts_p3_2of50,counts_p3_3of50,counts_p3_4of50,counts_p3_5of50,counts_p3_6of50,counts_p3_7of50,counts_p3_8of50,counts_p3_9of50,counts_p3_10of50,counts_p3_11of50,counts_p3_12of50,counts_p3_13of50,counts_p3_14of50,counts_p3_15of50,counts_p3_16of50,counts_p3_17of50,counts_p3_18of50,counts_p3_19of50,counts_p3_20of50,counts_p3_21of50,counts_p3_22of50,counts_p3_23of50,counts_p3_24of50,counts_p3_25of50,counts_p3_26of50,counts_p3_27of50,counts_p3_28of50,counts_p3_29of50,counts_p3_30of50,counts_p3_31of50,counts_p3_32of50,counts_p3_33of50,counts_p3_34of50,counts_p3_35of50,counts_p3_36of50,counts_p3_37of50,counts_p3_38of50,counts_p3_39of50,counts_p3_40of50,counts_p3_41of50,counts_p3_42of50,counts_p3_43of50,counts_p3_44of50,counts_p3_45of50,counts_p3_46of50,counts_p3_47of50,counts_p3_48of50,counts_p3_49of50,counts_p3_50of50
110001,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,215.0,260.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,270.0,1012.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,368.0,221,1024.0,1024.0,224.0,1024.0,1024.0,761.0,781.0,1024.0,1024.0,226.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,247.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0
011000,,,,,,,619.0,601.0,,,,,,,,565.0,6.0,,,,,,,441.0,596,,,611.0,,,218.0,188.0,,,603.0,,,,,,,,,606.0,,,,,,
010001,,,,,,,99.0,84.0,,,,,,,,89.0,2.0,,,,,,,50.0,104,,,87.0,,,31.0,42.0,,,93.0,,,,,,,,,85.0,,,,,,
110000,,,,,,,54.0,44.0,,,,,,,,57.0,3.0,,,,,,,72.0,54,,,64.0,,,,,,,59.0,,,,,,,,,45.0,,,,,,
000000,,,,,,,19.0,11.0,,,,,,,,12.0,,,,,,,,11.0,12,,,20.0,,,2.0,,,,11.0,,,,,,,,,13.0,,,,,,
100001,,,,,,,8.0,9.0,,,,,,,,19.0,,,,,,,,13.0,17,,,11.0,,,,2.0,,,11.0,,,,,,,,,15.0,,,,,,
000010,,,,,,,4.0,9.0,,,,,,,,4.0,,,,,,,,2.0,5,,,4.0,,,1.0,,,,12.0,,,,,,,,,3.0,,,,,,
001000,,,,,,,3.0,1.0,,,,,,,,5.0,,,,,,,,13.0,5,,,,,,,1.0,,,2.0,,,,,,,,,4.0,,,,,,
000001,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,5,,,1.0,,,2.0,1.0,,,3.0,,,,,,,,,2.0,,,,,,
000101,,,,,,,1.0,1.0,,,,,,,,2.0,,,,,,,,1.0,2,,,1.0,,,8.0,8.0,,,1.0,,,,,,,,,2.0,,,,,,
010000,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,43.0,1,,,1.0,,,1.0,,,,2.0,,,,,,,,,2.0,,,,,,
000100,,,,,,,,,,,,,,,,,,,,,,,,10.0,1,,,,,,,,,,1.0,,,,,,,,,,,,,,,
100000,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1.0,,,,,,,,,,,,,,,,,,
