states,counts_p3_1of50,counts_p3_2of50,counts_p3_3of50,counts_p3_4of50,counts_p3_5of50,counts_p3_6of50,counts_p3_7of50,counts_p3_8of50,counts_p3_9of50,counts_p3_10of50,counts_p3_11of50,counts_p3_12of50,counts_p3_13of50,counts_p3_14of50,counts_p3_15of50,counts_p3_16of50,counts_p3_17of50,counts_p3_18of50,counts_p3_19of50,counts_p3_20of50,counts_p3_21of50,counts_p3_22of50,counts_p3_23of50,counts_p3_24of50,counts_p3_25of50,counts_p3_26of50,counts_p3_27of50,counts_p3_28of50,counts_p3_29of50,counts_p3_30of50,counts_p3_31of50,counts_p3_32of50,counts_p3_33of50,counts_p3_34of50,counts_p3_35of50,counts_p3_36of50,counts_p3_37of50,counts_p3_38of50,counts_p3_39of50,counts_p3_40of50,counts_p3_41of50,counts_p3_42of50,counts_p3_43of50,counts_p3_44of50,counts_p3_45of50,counts_p3_46of50,counts_p3_47of50,counts_p3_48of50,counts_p3_49of50,counts_p3_50of50
010010,538.0,158.0,132.0,,,,48.0,151.0,,,368.0,53.0,148.0,,,739.0,159.0,,50.0,172.0,159.0,,,,718.0,161.0,160.0,,,,83.0,722.0,95.0,143.0,46.0,,542.0,,,,,,,,737.0,,,384.0,163.0,506.0
101101,168.0,790.0,827.0,1024.0,1024.0,1024.0,919.0,789.0,1024.0,1024.0,406.0,920.0,794.0,1024.0,1024.0,30.0,800.0,1024.0,911.0,772.0,778.0,1024.0,1024.0,1024.0,34.0,773.0,795.0,1024.0,1024.0,1024.0,901.0,28.0,885.0,799.0,907.0,1024.0,183.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,24.0,1024.0,1024.0,389.0,802.0,178.0
101001,100.0,12.0,1.0,,,,,3.0,,,75.0,,6.0,,,25.0,5.0,,1.0,8.0,7.0,,,,38.0,2.0,3.0,,,,4.0,33.0,3.0,4.0,2.0,,88.0,,,,,,,,38.0,,,72.0,4.0,104.0
101100,97.0,2.0,5.0,,,,1.0,1.0,,,85.0,,,,,120.0,4.0,,3.0,1.0,5.0,,,,128.0,,1.0,,,,2.0,145.0,,6.0,2.0,,102.0,,,,,,,,121.0,,,91.0,3.0,113.0
101000,41.0,,,,,,,,,,20.0,,,,,3.0,,,,,,,,,2.0,,,,,,,3.0,,,,,48.0,,,,,,,,,,,15.0,,55.0
000101,28.0,4.0,4.0,,,,,5.0,,,20.0,,6.0,,,,6.0,,,3.0,5.0,,,,,4.0,5.0,,,,,,1.0,4.0,,,27.0,,,,,,,,,,,22.0,4.0,25.0
000001,15.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,3.0,,16.0
000100,10.0,,1.0,,,,,1.0,,,,,1.0,,,3.0,,,,2.0,,,,,2.0,1.0,,,,,,1.0,,2.0,,,6.0,,,,,,,,2.0,,,3.0,1.0,9.0
000110,8.0,,,,,,,,,,,,,,,29.0,,,1.0,,,,,,25.0,2.0,,,,,,30.0,,,,,4.0,,,,,,,,30.0,,,,,4.0
000000,7.0,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,3.0,,,,,,,,1.0,,,1.0,,4.0
100101,4.0,3.0,5.0,,,,2.0,1.0,,,1.0,1.0,1.0,,,2.0,3.0,,1.0,1.0,2.0,,,,7.0,1.0,,,,,3.0,8.0,1.0,4.0,,,4.0,,,,,,,,1.0,,,1.0,1.0,2.0
001101,3.0,26.0,31.0,,,,50.0,46.0,,,18.0,50.0,44.0,,,36.0,30.0,,52.0,42.0,34.0,,,,22.0,52.0,37.0,,,,23.0,26.0,29.0,34.0,67.0,,2.0,,,,,,,,36.0,,,14.0,33.0,2.0
001001,2.0,,,,,,2.0,,,,,,,,,5.0,,,,,,,,,2.0,,,,,,,2.0,,1.0,,,,,,,,,,,4.0,,,,,
100001,2.0,,,,,,,,,,2.0,,,,,5.0,,,,,,,,,12.0,,,,,,,7.0,,,,,2.0,,,,,,,,4.0,,,1.0,,1.0
100100,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0
000010,,27.0,18.0,,,,2.0,27.0,,,22.0,,23.0,,,5.0,16.0,,5.0,21.0,30.0,,,,8.0,27.0,23.0,,,,8.0,4.0,10.0,27.0,,,3.0,,,,,,,,9.0,,,28.0,12.0,2.0
001000,,1.0,,,,,,,,,,,,,,2.0,,,,2.0,3.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,
001100,,1.0,,,,,,,,,,,,,,15.0,1.0,,,,1.0,,,,23.0,,,,,,,12.0,,,,,,,,,,,,,15.0,,,,1.0,
010000,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0
100000,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
