states,counts_p3_1of50,counts_p3_2of50,counts_p3_3of50,counts_p3_4of50,counts_p3_5of50,counts_p3_6of50,counts_p3_7of50,counts_p3_8of50,counts_p3_9of50,counts_p3_10of50,counts_p3_11of50,counts_p3_12of50,counts_p3_13of50,counts_p3_14of50,counts_p3_15of50,counts_p3_16of50,counts_p3_17of50,counts_p3_18of50,counts_p3_19of50,counts_p3_20of50,counts_p3_21of50,counts_p3_22of50,counts_p3_23of50,counts_p3_24of50,counts_p3_25of50,counts_p3_26of50,counts_p3_27of50,counts_p3_28of50,counts_p3_29of50,counts_p3_30of50,counts_p3_31of50,counts_p3_32of50,counts_p3_33of50,counts_p3_34of50,counts_p3_35of50,counts_p3_36of50,counts_p3_37of50,counts_p3_38of50,counts_p3_39of50,counts_p3_40of50,counts_p3_41of50,counts_p3_42of50,counts_p3_43of50,counts_p3_44of50,counts_p3_45of50,counts_p3_46of50,counts_p3_47of50,counts_p3_48of50,counts_p3_49of50,counts_p3_50of50
011001,1024.0,1024.0,1024.0,1024.0,109.0,1024.0,422,1024.0,1024.0,118,1024.0,120.0,1024.0,115.0,968.0,1024.0,107.0,1024.0,908,325.0,109.0,1024.0,1024.0,115.0,1024.0,434,104.0,1024.0,502,1024.0,490,422,1024.0,128.0,420,119.0,93.0,110.0,113.0,1024.0,114.0,437,97.0,958.0,1024.0,1024.0,960.0,455,1024.0,1024.0
100000,,,,,864.0,,353,,,865,,852.0,,863.0,5.0,,876.0,,53,595.0,871.0,,,877.0,,334,875.0,,87,,104,359,,854.0,350,848.0,876.0,870.0,878.0,,848.0,354,878.0,10.0,,,5.0,332,,
010001,,,,,15.0,,8,,,7,,14.0,,15.0,1.0,,5.0,,2,1.0,13.0,,,6.0,,18,18.0,,2,,5,12,,18.0,16,13.0,13.0,8.0,10.0,,12.0,12,13.0,1.0,,,2.0,16,,
001001,,,,,12.0,,12,,,8,,10.0,,10.0,,,16.0,,2,2.0,12.0,,,5.0,,21,11.0,,4,,2,19,,7.0,14,11.0,13.0,17.0,5.0,,21.0,12,16.0,3.0,,,2.0,20,,
011000,,,,,11.0,,19,,,15,,15.0,,14.0,8.0,,14.0,,11,10.0,12.0,,,9.0,,23,10.0,,78,,88,24,,11.0,18,16.0,14.0,7.0,8.0,,23.0,28,13.0,6.0,,,12.0,16,,
000001,,,,,4.0,,31,,,2,,7.0,,4.0,6.0,,,,2,19.0,1.0,,,3.0,,22,,,1,,2,16,,,27,,,7.0,2.0,,3.0,18,,2.0,,,1.0,20,,
000100,,,,,3.0,,1,,,1,,5.0,,1.0,2.0,,1.0,,9,60.0,,,,6.0,,2,,,78,,77,1,,2.0,2,5.0,6.0,3.0,3.0,,,2,2.0,6.0,,,7.0,2,,
001000,,,,,3.0,,2,,,2,,,,1.0,,,,,3,,,,,,,11,1.0,,3,,4,11,,,4,3.0,3.0,1.0,,,,9,2.0,,,,1.0,9,,
010000,,,,,2.0,,8,,,2,,1.0,,1.0,,,,,3,1.0,,,,2.0,,10,3.0,,2,,4,6,,3.0,4,5.0,1.0,,1.0,,,7,2.0,,,,,7,,
000000,,,,,1.0,,6,,,3,,,,,5.0,,4.0,,2,,6.0,,,1.0,,3,1.0,,24,,17,6,,1.0,8,2.0,5.0,1.0,4.0,,2.0,2,,1.0,,,1.0,4,,
000010,,,,,,,162,,,1,,,,,29.0,,1.0,,29,11.0,,,,,,146,1.0,,243,,231,148,,,161,2.0,,,,,1.0,143,1.0,37.0,,,33.0,143,,
