states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
100001,318.0,70.0,,727.0,,411.0,100.0,108.0,66.0,,,19.0,,126.0,13.0,,,29.0,325.0,18.0,,,2.0,82.0,,,247.0,21.0,76.0,137.0,,,91.0,28.0,,109.0,,49,,,,,,46.0,,,333.0,,,27.0
000001,304.0,128.0,,19.0,,284.0,,815.0,3.0,,,170.0,,15.0,847.0,,,12.0,308.0,79.0,,,394.0,187.0,,,9.0,178.0,506.0,115.0,,,51.0,182.0,1024.0,42.0,,14,,,,,,44.0,,,389.0,,,157.0
100110,106.0,15.0,,1.0,,12.0,63.0,3.0,53.0,,,18.0,,10.0,28.0,,,11.0,117.0,2.0,,,17.0,7.0,,,40.0,14.0,6.0,19.0,,,1.0,16.0,,5.0,,15,,,,,,325.0,,,94.0,,,19.0
101110,93.0,497.0,1024.0,1.0,1024.0,9.0,18.0,3.0,11.0,1024.0,1024.0,,1024.0,3.0,6.0,1024.0,1024.0,6.0,82.0,4.0,1024.0,1024.0,,153.0,1024.0,1024.0,76.0,3.0,3.0,426.0,1024.0,1024.0,,,,7.0,1024.0,8,1024.0,1024.0,1024.0,1024.0,1024.0,326.0,1024.0,1024.0,22.0,1024.0,1024.0,1.0
001110,59.0,14.0,,22.0,,20.0,552.0,11.0,566.0,,,12.0,,19.0,4.0,,,23.0,62.0,8.0,,,4.0,4.0,,,22.0,8.0,12.0,21.0,,,7.0,8.0,,3.0,,19,,,,,,16.0,,,56.0,,,9.0
101010,32.0,17.0,,,,,2.0,,2.0,,,5.0,,17.0,,,,2.0,21.0,3.0,,,1.0,1.0,,,9.0,4.0,,27.0,,,,4.0,,,,4,,,,,,,,,1.0,,,
101000,25.0,17.0,,7.0,,,,3.0,,,,8.0,,9.0,,,,2.0,13.0,1.0,,,2.0,42.0,,,23.0,7.0,2.0,3.0,,,4.0,7.0,,1.0,,2,,,,,,50.0,,,,,,7.0
101100,23.0,15.0,,,,,2.0,,1.0,,,5.0,,12.0,,,,2.0,25.0,,,,,2.0,,,12.0,1.0,,14.0,,,1.0,5.0,,,,2,,,,,,1.0,,,1.0,,,4.0
000110,16.0,,,79.0,,82.0,4.0,66.0,4.0,,,12.0,,52.0,19.0,,,46.0,15.0,61.0,,,35.0,104.0,,,8.0,10.0,18.0,3.0,,,118.0,13.0,,,,53,,,,,,45.0,,,66.0,,,14.0
100010,15.0,,,1.0,,4.0,65.0,2.0,71.0,,,14.0,,11.0,4.0,,,,19.0,4.0,,,8.0,,,,5.0,9.0,2.0,,,,3.0,16.0,,3.0,,2,,,,,,53.0,,,14.0,,,8.0
100100,13.0,1.0,,,,5.0,60.0,,70.0,,,5.0,,13.0,6.0,,,1.0,16.0,2.0,,,5.0,2.0,,,,12.0,6.0,3.0,,,1.0,14.0,,4.0,,1,,,,,,54.0,,,15.0,,,11.0
010001,11.0,153.0,,148.0,,155.0,106.0,4.0,117.0,,,660.0,,693.0,56.0,,,781.0,6.0,706.0,,,476.0,420.0,,,494.0,676.0,342.0,159.0,,,706.0,651.0,,664.0,,740,,,,,,,,,3.0,,,671.0
011000,3.0,35.0,,3.0,,,,4.0,,,,6.0,,1.0,7.0,,,38.0,9.0,19.0,,,2.0,11.0,,,5.0,5.0,,26.0,,,22.0,6.0,,1.0,,36,,,,,,21.0,,,,,,5.0
001000,2.0,14.0,,,,,,2.0,,,,35.0,,4.0,6.0,,,7.0,1.0,10.0,,,39.0,1.0,,,18.0,30.0,19.0,3.0,,,1.0,23.0,,10.0,,6,,,,,,8.0,,,,,,44.0
000000,2.0,7.0,,4.0,,,1.0,2.0,1.0,,,,,7.0,6.0,,,23.0,2.0,20.0,,,,,,,23.0,,4.0,2.0,,,5.0,,,48.0,,24,,,,,,,,,1.0,,,
001100,1.0,1.0,,6.0,,11.0,15.0,,23.0,,,2.0,,1.0,3.0,,,10.0,,11.0,,,1.0,,,,9.0,6.0,,,,,3.0,5.0,,1.0,,3,,,,,,10.0,,,,,,5.0
001010,1.0,1.0,,5.0,,11.0,18.0,,21.0,,,6.0,,1.0,10.0,,,6.0,1.0,10.0,,,3.0,,,,6.0,6.0,1.0,,,,2.0,14.0,,5.0,,6,,,,,,2.0,,,,,,5.0
000100,,16.0,,,,2.0,,,1.0,,,18.0,,10.0,4.0,,,,,17.0,,,16.0,,,,6.0,12.0,7.0,21.0,,,1.0,10.0,,22.0,,1,,,,,,13.0,,,17.0,,,16.0
000010,,15.0,,,,,,,1.0,,,18.0,,10.0,4.0,,,1.0,2.0,9.0,,,13.0,,,,4.0,17.0,3.0,25.0,,,2.0,15.0,,25.0,,2,,,,,,10.0,,,11.0,,,18.0
100000,,7.0,,,,6.0,1.0,,5.0,,,,,10.0,,,,,,1.0,,,,6.0,,,6.0,,1.0,12.0,,,,1.0,,50.0,,2,,,,,,,,,,,,
010000,,1.0,,1.0,,12.0,17.0,1.0,8.0,,,11.0,,,1.0,,,24.0,,39.0,,,6.0,2.0,,,2.0,5.0,16.0,8.0,,,5.0,6.0,,24.0,,35,,,,,,,,,1.0,,,3.0
