states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
001010,1024.0,126.0,,3.0,124.0,135.0,397.0,606.0,16.0,175.0,145.0,4,8.0,17,142.0,577.0,128.0,8.0,255,10.0,28.0,2.0,143.0,132.0,125.0,3.0,1.0,1.0,2.0,1024.0,1024.0,161.0,231.0,269.0,1024.0,392.0,506.0,365.0,73.0,446.0,74.0,171.0,555.0,151,62.0,565.0,90,126,124.0,142.0
000101,,366.0,132.0,620.0,405.0,407.0,3.0,68.0,224.0,600.0,402.0,28,101.0,665,420.0,77.0,434.0,689.0,102,357.0,5.0,651.0,331.0,212.0,421.0,629.0,655.0,331.0,632.0,,,404.0,10.0,11.0,,3.0,106.0,1.0,364.0,1.0,441.0,355.0,61.0,349,80.0,8.0,5,374,416.0,402.0
011010,,244.0,,,216.0,228.0,481.0,189.0,442.0,31.0,260.0,50,13.0,21,243.0,225.0,229.0,6.0,230,133.0,129.0,,263.0,293.0,219.0,,,9.0,,,,223.0,234.0,228.0,,465.0,233.0,500.0,261.0,309.0,125.0,249.0,48.0,214,194.0,163.0,310,252,230.0,251.0
000100,,78.0,810.0,121.0,40.0,49.0,17.0,28.0,95.0,10.0,32.0,614,500.0,43,28.0,22.0,39.0,58.0,207,30.0,3.0,115.0,55.0,62.0,37.0,121.0,110.0,315.0,119.0,,,34.0,263.0,55.0,,20.0,4.0,16.0,74.0,180.0,37.0,25.0,191.0,86,18.0,159.0,1,56,43.0,33.0
110000,,61.0,5.0,,38.0,40.0,3.0,21.0,4.0,10.0,60.0,2,79.0,33,57.0,22.0,26.0,13.0,16,12.0,565.0,1.0,54.0,36.0,35.0,1.0,1.0,94.0,2.0,,,30.0,16.0,151.0,,6.0,24.0,6.0,42.0,20.0,19.0,67.0,32.0,39,330.0,,267,47,39.0,64.0
000010,,40.0,34.0,5.0,49.0,40.0,6.0,1.0,19.0,8.0,37.0,9,,29,37.0,2.0,35.0,23.0,26,109.0,4.0,,57.0,10.0,55.0,2.0,1.0,,1.0,,,41.0,8.0,94.0,,4.0,,5.0,46.0,,,44.0,,45,6.0,36.0,25,44,44.0,32.0
100001,,38.0,2.0,29.0,19.0,21.0,,5.0,49.0,33.0,26.0,11,3.0,10,24.0,2.0,5.0,7.0,16,27.0,116.0,26.0,36.0,104.0,15.0,20.0,23.0,49.0,29.0,,,17.0,64.0,14.0,,,6.0,,50.0,5.0,7.0,28.0,3.0,30,188.0,12.0,110,25,12.0,23.0
010010,,35.0,,86.0,48.0,35.0,14.0,10.0,78.0,2.0,24.0,58,50.0,65,36.0,6.0,42.0,69.0,62,66.0,26.0,72.0,28.0,9.0,38.0,79.0,64.0,55.0,72.0,,,30.0,102.0,131.0,,16.0,17.0,20.0,30.0,14.0,,44.0,28.0,31,26.0,8.0,48,38,26.0,43.0
001000,,22.0,,,41.0,33.0,6.0,81.0,2.0,71.0,20.0,97,2.0,4,20.0,80.0,36.0,,21,41.0,7.0,1.0,26.0,8.0,32.0,,,46.0,,,,35.0,,20.0,,7.0,93.0,4.0,22.0,12.0,183.0,19.0,29.0,26,12.0,5.0,1,34,52.0,13.0
000000,,4.0,12.0,2.0,12.0,11.0,30.0,,,43.0,7.0,2,2.0,3,5.0,1.0,10.0,2.0,26,19.0,1.0,2.0,8.0,42.0,13.0,4.0,7.0,2.0,1.0,,,15.0,2.0,2.0,,40.0,1.0,26.0,1.0,4.0,3.0,6.0,1.0,6,13.0,2.0,11,3,8.0,10.0
