states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
010011,763,245.0,369.0,669.0,506.0,,137,47.0,13.0,,362.0,77.0,9.0,185.0,764.0,384.0,7,642.0,427.0,776.0,18,17.0,341.0,675.0,538.0,252.0,481.0,505,159.0,203.0,112,,14.0,18.0,15.0,188.0,72.0,10.0,83.0,14.0,396.0,521.0,655.0,14.0,204.0,630,73.0,482,390.0,2.0
010001,124,9.0,16.0,158.0,107.0,128.0,29,14.0,2.0,151.0,20.0,1.0,7.0,2.0,117.0,19.0,8,33.0,21.0,,27,4.0,43.0,185.0,96.0,131.0,215.0,255,1.0,,40,158.0,5.0,6.0,8.0,,1.0,7.0,20.0,12.0,15.0,237.0,178.0,7.0,19.0,28,,145,17.0,133.0
000011,30,1.0,23.0,14.0,24.0,17.0,21,2.0,,9.0,11.0,4.0,1.0,26.0,29.0,25.0,33,8.0,11.0,5.0,2,,,4.0,41.0,11.0,44.0,8,5.0,22.0,17,10.0,,1.0,4.0,29.0,1.0,1.0,5.0,,15.0,9.0,16.0,1.0,2.0,6,3.0,13,13.0,16.0
000001,23,7.0,11.0,7.0,9.0,,6,4.0,2.0,,7.0,,1.0,,28.0,11.0,14,2.0,6.0,2.0,3,1.0,27.0,13.0,4.0,,6.0,26,35.0,3.0,6,1.0,,1.0,,1.0,3.0,,,,15.0,42.0,8.0,,60.0,3,9.0,1,6.0,
010010,18,1.0,2.0,37.0,63.0,99.0,55,1.0,18.0,123.0,2.0,1.0,10.0,26.0,18.0,4.0,25,3.0,1.0,31.0,43,25.0,107.0,39.0,22.0,13.0,5.0,57,9.0,28.0,42,93.0,37.0,28.0,19.0,37.0,1.0,19.0,87.0,26.0,4.0,78.0,58.0,23.0,54.0,4,,56,3.0,99.0
001010,14,129.0,26.0,2.0,30.0,28.0,190,181.0,,14.0,17.0,106.0,,1.0,17.0,28.0,67,6.0,21.0,,10,1.0,36.0,3.0,34.0,4.0,,6,389.0,3.0,197,34.0,6.0,,8.0,4.0,101.0,,544.0,3.0,22.0,3.0,2.0,5.0,57.0,4,104.0,100,20.0,23.0
100000,14,1.0,12.0,55.0,2.0,5.0,21,2.0,1.0,6.0,12.0,1.0,3.0,6.0,13.0,18.0,1,,16.0,,45,3.0,16.0,49.0,1.0,11.0,17.0,6,,6.0,18,4.0,17.0,3.0,8.0,5.0,,4.0,8.0,8.0,17.0,,42.0,5.0,79.0,5,1.0,1,20.0,4.0
100001,12,4.0,98.0,27.0,30.0,1.0,25,16.0,,1.0,104.0,53.0,,168.0,9.0,102.0,168,33.0,90.0,1.0,19,,391.0,7.0,43.0,12.0,190.0,13,2.0,173.0,28,,,,,183.0,40.0,,71.0,,83.0,7.0,20.0,1.0,281.0,42,43.0,8,112.0,
010000,9,,9.0,32.0,2.0,9.0,1,,19.0,5.0,10.0,9.0,9.0,1.0,16.0,7.0,40,4.0,8.0,1.0,89,10.0,18.0,26.0,4.0,10.0,20.0,14,1.0,1.0,1,10.0,28.0,22.0,13.0,,3.0,17.0,,33.0,10.0,10.0,26.0,17.0,6.0,3,2.0,9,6.0,4.0
001100,7,59.0,272.0,2.0,217.0,647.0,435,34.0,967.0,625.0,282.0,72.0,983.0,543.0,9.0,263.0,304,170.0,281.0,65.0,543,945.0,2.0,13.0,221.0,391.0,2.0,76,8.0,523.0,428,636.0,900.0,943.0,934.0,516.0,87.0,964.0,85.0,909.0,248.0,60.0,2.0,944.0,178.0,175,72.0,105,261.0,656.0
000101,5,,1.0,13.0,3.0,1.0,1,5.0,,,3.0,4.0,,5.0,2.0,2.0,67,43.0,,40.0,12,4.0,7.0,3.0,2.0,4.0,,43,3.0,14.0,3,4.0,9.0,,,10.0,2.0,,46.0,8.0,5.0,44.0,11.0,,52.0,55,4.0,48,2.0,
000000,2,,,2.0,15.0,7.0,2,4.0,1.0,7.0,,12.0,1.0,2.0,2.0,,42,24.0,,2.0,14,3.0,,,10.0,4.0,23.0,3,,,11,2.0,,,1.0,,6.0,1.0,1.0,,,4.0,,,18.0,23,10.0,16,,6.0
000010,1,13.0,4.0,4.0,11.0,1.0,6,6.0,,,,1.0,,15.0,,,17,17.0,1.0,2.0,2,3.0,15.0,5.0,3.0,25.0,12.0,2,,11.0,7,,,,,17.0,1.0,,16.0,1.0,3.0,1.0,3.0,1.0,6.0,9,,17,1.0,
000100,1,,11.0,2.0,,,24,,,,12.0,1.0,,5.0,,18.0,8,29.0,14.0,99.0,97,1.0,,1.0,,5.0,8.0,8,,6.0,22,1.0,7.0,,4.0,3.0,3.0,,8.0,8.0,17.0,7.0,3.0,,,24,1.0,17,18.0,
001000,1,555.0,170.0,,5.0,81.0,71,708.0,1.0,83.0,182.0,682.0,,39.0,,143.0,223,10.0,127.0,,100,7.0,21.0,1.0,5.0,151.0,1.0,2,412.0,31.0,92,71.0,1.0,2.0,10.0,31.0,703.0,1.0,50.0,2.0,174.0,1.0,,6.0,8.0,13,702.0,6,155.0,81.0
