states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
101101,602.0,1024.0,1024.0,1024.0,808.0,806.0,56.0,408.0,853.0,782.0,801.0,67.0,1024.0,816.0,721.0,1024.0,1024.0,819.0,415.0,1024.0,70.0,901.0,1024.0,1024.0,63.0,1024.0,850.0,64.0,992.0,1024.0,20.0,199.0,43,1024.0,774.0,789.0,575.0,885.0,93.0,1024.0,1024.0,1001.0,654.0,820.0,1024.0,728.0,20.0,847.0,752.0,1024.0
010010,207.0,,,,137.0,149.0,854.0,389.0,78.0,153.0,136.0,842.0,,139.0,224.0,,,141.0,360.0,,828.0,66.0,,,859.0,,77.0,838.0,20.0,,761.0,518.0,435,,179.0,155.0,232.0,97.0,761.0,,,12.0,245.0,136.0,,230.0,721.0,81.0,187.0,
001101,144.0,,,,38.0,25.0,8.0,17.0,84.0,40.0,32.0,6.0,,27.0,49.0,,,29.0,18.0,,7.0,41.0,,,2.0,,95.0,7.0,,,39.0,1.0,56,,31.0,39.0,152.0,23.0,2.0,,,,22.0,26.0,,37.0,21.0,90.0,31.0,
100101,18.0,,,,1.0,4.0,1.0,3.0,3.0,5.0,17.0,2.0,,,,,,1.0,9.0,,2.0,,,,2.0,,2.0,,2.0,,2.0,,41,,2.0,3.0,17.0,1.0,3.0,,,,2.0,,,,8.0,3.0,5.0,
101001,14.0,,,,3.0,4.0,22.0,51.0,2.0,3.0,4.0,20.0,,5.0,2.0,,,3.0,84.0,,20.0,1.0,,,17.0,,,19.0,2.0,,12.0,84.0,106,,4.0,4.0,13.0,2.0,13.0,,,2.0,16.0,4.0,,1.0,48.0,1.0,6.0,
101100,14.0,,,,4.0,3.0,67.0,104.0,4.0,3.0,1.0,50.0,,5.0,7.0,,,5.0,91.0,,68.0,3.0,,,60.0,,,76.0,3.0,,148.0,110.0,9,,2.0,1.0,9.0,2.0,52.0,,,1.0,34.0,5.0,,3.0,146.0,2.0,6.0,
010000,13.0,,,,,,1.0,1.0,,,,2.0,,,,,,,3.0,,,,,,3.0,,,,2.0,,3.0,,16,,,1.0,18.0,,6.0,,,1.0,7.0,,,1.0,,,2.0,
000001,6.0,,,,,,,1.0,,,,2.0,,,1.0,,,,2.0,,,,,,,,,2.0,,,2.0,14.0,15,,,,5.0,,1.0,,,,,,,2.0,,,,
000110,3.0,,,,,,6.0,1.0,,1.0,6.0,15.0,,,1.0,,,,3.0,,14.0,2.0,,,8.0,,,7.0,,,12.0,3.0,106,,,2.0,1.0,,36.0,,,,1.0,,,8.0,22.0,,,
000000,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,2.0,,,,,,,,,,1.0,5,,,,,,,,,,,,,3.0,,,,
000010,1.0,,,,26.0,28.0,1.0,31.0,,25.0,13.0,3.0,,29.0,,,,17.0,19.0,,,6.0,,,2.0,,,1.0,,,4.0,1.0,76,,20.0,21.0,1.0,11.0,3.0,,,,31.0,22.0,,,2.0,,19.0,
000101,1.0,,,,4.0,4.0,1.0,7.0,,9.0,10.0,2.0,,1.0,11.0,,,7.0,6.0,,1.0,,,,2.0,,,,,,2.0,25.0,6,,7.0,8.0,,2.0,,,,,6.0,4.0,,3.0,,,8.0,
001000,,,,,1.0,1.0,1.0,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,1.0,,24,,1.0,,,,2.0,,,,1.0,2.0,,,1.0,,1.0,
001001,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,2,,2.0,1.0,,1.0,24.0,,,,,2.0,,2.0,8.0,,4.0,
001100,,,,,1.0,,2.0,1.0,,3.0,3.0,2.0,,,,,,1.0,1.0,,2.0,,,,1.0,,,4.0,,,4.0,,8,,,,,,22.0,,,,,2.0,,,24.0,,,
101000,,,,,,,2.0,7.0,,,,2.0,,,,,,,11.0,,5.0,2.0,,,2.0,,,3.0,3.0,,4.0,60.0,1,,,,,,4.0,,,7.0,4.0,,,,1.0,,,
100001,,,,,,,1.0,2.0,,,,4.0,,,,,,,1.0,,2.0,,,,2.0,,,2.0,,,6.0,,14,,,,,,1.0,,,,,,,1.0,2.0,,,
000100,,,,,,,,1.0,,,1.0,1.0,,2.0,6.0,,,1.0,,,1.0,,,,,,,,,,,7.0,1,,2.0,,1.0,,1.0,,,,1.0,1.0,,5.0,,,2.0,
100100,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,2.0,1.0,34,,,,,,,,,,,,,,,,1.0,
100000,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,26,,,,,,,,,,,,,,,,,
