states,counts_p3_1of50,counts_p3_2of50,counts_p3_3of50,counts_p3_4of50,counts_p3_5of50,counts_p3_6of50,counts_p3_7of50,counts_p3_8of50,counts_p3_9of50,counts_p3_10of50,counts_p3_11of50,counts_p3_12of50,counts_p3_13of50,counts_p3_14of50,counts_p3_15of50,counts_p3_16of50,counts_p3_17of50,counts_p3_18of50,counts_p3_19of50,counts_p3_20of50,counts_p3_21of50,counts_p3_22of50,counts_p3_23of50,counts_p3_24of50,counts_p3_25of50,counts_p3_26of50,counts_p3_27of50,counts_p3_28of50,counts_p3_29of50,counts_p3_30of50,counts_p3_31of50,counts_p3_32of50,counts_p3_33of50,counts_p3_34of50,counts_p3_35of50,counts_p3_36of50,counts_p3_37of50,counts_p3_38of50,counts_p3_39of50,counts_p3_40of50,counts_p3_41of50,counts_p3_42of50,counts_p3_43of50,counts_p3_44of50,counts_p3_45of50,counts_p3_46of50,counts_p3_47of50,counts_p3_48of50,counts_p3_49of50,counts_p3_50of50
000000,,,,,,,,,,,,,22,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,39.0,,,,,
000001,,,,,,,,,,,,,256,,,,6.0,,,,,,,,,,,,3.0,,,,,,,,4.0,,,,,4.0,,3.0,,,9.0,,1.0,
000010,,,,,,,,,,,,,28,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,3.0,,,,,2.0,,7.0,4.0,,,,3.0,
000011,,,,,,,,,,,,,47,,,,60.0,,,,,,,,,,,,65.0,,,,,,,,68.0,,,,,1.0,,72.0,62.0,,4.0,,65.0,
000100,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,,6.0,,,
000110,,,,,,,,,,,,,7,,,,11.0,,,,,,,,,,,,19.0,,,,,,,,16.0,,,,,6.0,,15.0,1.0,,3.0,,9.0,
001000,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,7.0,,1.0,,,
001010,,,,,,,,,,,,,21,,,,18.0,,,,,,,,,,,,18.0,,,,,,,,22.0,,,,,3.0,,21.0,2.0,,2.0,,15.0,
001100,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,
001110,,,,,,,,,,,,,53,,,,37.0,,,,,,,,,,,,41.0,,,,,,,,35.0,,,,,,,44.0,,,,,36.0,
010000,,,,,,,,,,,,,4,,,,163.0,,,,,,,,,,,,151.0,,,,,,,,159.0,,,,,,,155.0,770.0,,,,169.0,
100000,,,,,,,,,,,,,9,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,10.0,,,37.0,,15.0,,2.0,
100001,,,,,,,,,,,,,323,,,,37.0,,,,,,,,,,,,39.0,,,,,,,,37.0,,,,,601.0,,40.0,44.0,,580.0,,34.0,
100010,,,,,,,,,,2.0,,,18,,,3.0,18.0,,,,,,,,,,,,20.0,,,,,,,,17.0,,,,,35.0,,18.0,,,43.0,,24.0,
100011,,,,,,,,,,11.0,,,55,,,12.0,433.0,,,,,,,,,,,,412.0,,,,,,,,424.0,,,,,86.0,,431.0,3.0,,86.0,,407.0,
100100,,,,,,,,,,,,,2,,,,4.0,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,1.0,,2.0,4.0,,,,1.0,
100110,,,,,,,,,,,,,33,,,,61.0,,,,,,,,,,,,66.0,,,,,,,,52.0,,,,,87.0,,55.0,5.0,,107.0,,66.0,
101000,,,,,,,,,,,,,23,,,,3.0,,,,,,,,,,,,3.0,,,,,,,,2.0,,,,,4.0,,1.0,6.0,,3.0,,1.0,
101010,,,,,,,,,,,,,22,,,,71.0,,,,,,,,,,,,66.0,,,,,,,,61.0,,,,,98.0,,55.0,9.0,,95.0,,64.0,
101100,,,,,,,,,,,,,9,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,3.0,,,,,81.0,,1.0,3.0,,70.0,,2.0,
101110,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1011.0,1024.0,1024.0,43,1024.0,1024.0,1009.0,95.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,115.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,117.0,1024.0,1024.0,1024.0,1024.0,,1024.0,104.0,7.0,1024.0,,1024.0,125.0,1024.0
