states,counts_p3_1of50,counts_p3_2of50,counts_p3_3of50,counts_p3_4of50,counts_p3_5of50,counts_p3_6of50,counts_p3_7of50,counts_p3_8of50,counts_p3_9of50,counts_p3_10of50,counts_p3_11of50,counts_p3_12of50,counts_p3_13of50,counts_p3_14of50,counts_p3_15of50,counts_p3_16of50,counts_p3_17of50,counts_p3_18of50,counts_p3_19of50,counts_p3_20of50,counts_p3_21of50,counts_p3_22of50,counts_p3_23of50,counts_p3_24of50,counts_p3_25of50,counts_p3_26of50,counts_p3_27of50,counts_p3_28of50,counts_p3_29of50,counts_p3_30of50,counts_p3_31of50,counts_p3_32of50,counts_p3_33of50,counts_p3_34of50,counts_p3_35of50,counts_p3_36of50,counts_p3_37of50,counts_p3_38of50,counts_p3_39of50,counts_p3_40of50,counts_p3_41of50,counts_p3_42of50,counts_p3_43of50,counts_p3_44of50,counts_p3_45of50,counts_p3_46of50,counts_p3_47of50,counts_p3_48of50,counts_p3_49of50,counts_p3_50of50
000000,,,,,,,5.0,,,,,35.0,,,,,,,3,,,12.0,,,,,,34,6.0,,,,,,,,,,,,15.0,,,,,,,,,
000001,,,,,,,20.0,,,,,27.0,,,,9.0,,,12,,,8.0,,,,,,15,13.0,,,,,,,,,,,,6.0,,,,,,,,,
000010,,,,,,,29.0,,,,,2.0,,,,269.0,,,23,,,13.0,,,,,,8,14.0,,,,,,,,,,,,23.0,,,,,,,,,
000100,,,,,,,,,,,,,,,,76.0,,,1,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,
000101,,,,,,,2.0,,,,,7.0,,,,4.0,,,1,,,2.0,,,,,,7,,,,,,,,,,,,,1.0,,,,,,,,,
001000,,,,,,,1.0,,,,,3.0,,,,3.0,,,10,,,,,,,,,9,2.0,,,,,,,,,,,,,,,,,,,,,
001100,,,,,,,559.0,,,,,658.0,,,,136.0,,,536,,,839.0,,,,,,638,563.0,,,,,,,,,,,,832.0,,,,,,,,,
010000,,,,,,,3.0,,,,,46.0,,,,3.0,,,3,,,4.0,,,,,,42,3.0,,,,,,,,,,,,3.0,,,,,,,,,
010001,,,,,,,5.0,,,,,15.0,,,,30.0,,,12,,,,,,,,,18,10.0,,,,,,,,,,,,,,,,,,,,,
010100,,,,,,,327.0,,,,,83.0,,,,64.0,,,337,,,8.0,,,,,,78,339.0,,,,,,,,,,,,13.0,,,,,,,,,
010101,,,1024.0,,1024.0,,63.0,,,1024.0,,125.0,1024.0,,,424.0,,,71,1024.0,1024.0,19.0,,1024.0,,1024.0,1024.0,159,66.0,,1024.0,,,1024.0,1024.0,,1024.0,,,,22.0,,,1024.0,,,,,,
100000,1024.0,1024.0,,1024.0,,1024.0,10.0,1024.0,1024.0,,1024.0,23.0,,1024.0,1024.0,6.0,1024.0,1024.0,15,,,119.0,1024.0,,1024.0,,,9,8.0,1024.0,,1024.0,1024.0,,,1024.0,,1024.0,1024.0,1024.0,109.0,1024.0,1024.0,,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0
