states,counts_p3_1of50,counts_p3_2of50,counts_p3_3of50,counts_p3_4of50,counts_p3_5of50,counts_p3_6of50,counts_p3_7of50,counts_p3_8of50,counts_p3_9of50,counts_p3_10of50,counts_p3_11of50,counts_p3_12of50,counts_p3_13of50,counts_p3_14of50,counts_p3_15of50,counts_p3_16of50,counts_p3_17of50,counts_p3_18of50,counts_p3_19of50,counts_p3_20of50,counts_p3_21of50,counts_p3_22of50,counts_p3_23of50,counts_p3_24of50,counts_p3_25of50,counts_p3_26of50,counts_p3_27of50,counts_p3_28of50,counts_p3_29of50,counts_p3_30of50,counts_p3_31of50,counts_p3_32of50,counts_p3_33of50,counts_p3_34of50,counts_p3_35of50,counts_p3_36of50,counts_p3_37of50,counts_p3_38of50,counts_p3_39of50,counts_p3_40of50,counts_p3_41of50,counts_p3_42of50,counts_p3_43of50,counts_p3_44of50,counts_p3_45of50,counts_p3_46of50,counts_p3_47of50,counts_p3_48of50,counts_p3_49of50,counts_p3_50of50
000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
000001,,,7.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
000010,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
000100,,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
000101,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
001000,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001001,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001100,,1.0,3.0,,,,,,,,,,,,,,3.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
001101,,5.0,2.0,,,2.0,,,,,,,,,1.0,6.0,3.0,,,7.0,,2.0,,1.0,5.0,1.0,,3.0,,,,4.0,,,,,1.0,3.0,,,,4.0,,2.0,,,,2.0,,
010000,,1.0,,,,3.0,,,,,,,,,3.0,1.0,1.0,4.0,,1.0,,,,,7.0,2.0,1.0,2.0,,,,,,,,,3.0,1.0,,,,2.0,,4.0,,,,2.0,,
010100,1024.0,58.0,589.0,1024.0,1024.0,192.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,48.0,48.0,137.0,97.0,1024.0,56.0,1024.0,48.0,1024.0,71.0,48.0,73.0,64.0,54.0,1024.0,1024.0,1024.0,46.0,1024.0,1024.0,1024.0,1024.0,45.0,72.0,1024.0,1024.0,1024.0,59.0,1024.0,71.0,1024.0,1024.0,1024.0,41.0,1024.0,1024.0
100000,,959.0,407.0,,,822.0,,,,,,,,,972.0,968.0,880.0,921.0,,960.0,,974.0,,950.0,963.0,943.0,958.0,965.0,,,,974.0,,,,,972.0,947.0,,,,958.0,,947.0,,,,979.0,,
