states,counts_p3_1of50,counts_p3_2of50,counts_p3_3of50,counts_p3_4of50,counts_p3_5of50,counts_p3_6of50,counts_p3_7of50,counts_p3_8of50,counts_p3_9of50,counts_p3_10of50,counts_p3_11of50,counts_p3_12of50,counts_p3_13of50,counts_p3_14of50,counts_p3_15of50,counts_p3_16of50,counts_p3_17of50,counts_p3_18of50,counts_p3_19of50,counts_p3_20of50,counts_p3_21of50,counts_p3_22of50,counts_p3_23of50,counts_p3_24of50,counts_p3_25of50,counts_p3_26of50,counts_p3_27of50,counts_p3_28of50,counts_p3_29of50,counts_p3_30of50,counts_p3_31of50,counts_p3_32of50,counts_p3_33of50,counts_p3_34of50,counts_p3_35of50,counts_p3_36of50,counts_p3_37of50,counts_p3_38of50,counts_p3_39of50,counts_p3_40of50,counts_p3_41of50,counts_p3_42of50,counts_p3_43of50,counts_p3_44of50,counts_p3_45of50,counts_p3_46of50,counts_p3_47of50,counts_p3_48of50,counts_p3_49of50,counts_p3_50of50
000000,,,,1.0,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,13.0,,,,,,,,,,,9.0,,
000001,,5.0,,,,,5.0,,,,,1.0,7.0,,,,,,,,,,2.0,15.0,14.0,,,5.0,4.0,4.0,,,,,1.0,,,,2.0,,1.0,,7.0,,,6.0,,,,
000010,,57.0,,45.0,,,71.0,,,,,,54.0,,,,,,,,,,,,,,,53.0,46.0,38.0,,1.0,,,1.0,,10.0,,55.0,,46.0,,59.0,36.0,,58.0,,5.0,,
000100,,898.0,,8.0,,,897.0,,,,,5.0,886.0,,,,,,,,,,4.0,8.0,12.0,,,909.0,912.0,927.0,,591.0,,,586.0,,27.0,,915.0,,918.0,,904.0,7.0,,884.0,,26.0,,
001000,,3.0,,21.0,,,6.0,,,,,,2.0,,,,,,,,,,,4.0,6.0,,,3.0,3.0,4.0,,21.0,,,21.0,,3.0,,3.0,,4.0,,,17.0,,4.0,,1.0,,
001001,,61.0,,672.0,,,43.0,,,,,40.0,75.0,,,,,,,,,,38.0,950.0,947.0,,,53.0,59.0,51.0,,295.0,,,300.0,,265.0,,49.0,,54.0,,54.0,695.0,,71.0,,258.0,,
010000,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,
010001,,,,9.0,,,1.0,,,,,1.0,,,,,,,,,,,2.0,5.0,4.0,,,,,,,,,,1.0,,,,,,,,,12.0,,,,2.0,,
100000,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,4.0,,,4.0,,,,,,,,,1.0,,,,,,
100001,,,,12.0,,,1.0,,,,,3.0,,,,,,,,,,,,7.0,5.0,,,,,,,1.0,,,,,,,,,,,,7.0,,1.0,,2.0,,
110000,,,,5.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,,,,,,,5.0,,,,5.0,,
110001,1024.0,,1024.0,250.0,1024.0,1024.0,,1024.0,1024.0,1024.0,1024.0,971.0,,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,975.0,33.0,33.0,1024.0,1024.0,1.0,,,1024.0,110.0,1024.0,1024.0,109.0,1024.0,701.0,1024.0,,1024.0,1.0,1024.0,,243.0,1024.0,,1024.0,716.0,1024.0,1024.0
