states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
010010,840.0,602.0,598.0,719.0,426.0,235.0,237.0,532.0,509.0,724.0,727.0,861.0,743.0,462.0,661.0,660.0,767.0,423,680.0,670,452.0,414,251.0,444.0,521.0,649.0,292.0,716.0,446.0,656.0,735.0,415.0,709.0,739.0,400.0,572.0,598.0,604.0,845.0,710.0,559.0,598.0,688.0,173.0,217.0,863.0,431.0,665.0,505.0,199.0
101100,76.0,77.0,56.0,148.0,8.0,12.0,17.0,34.0,57.0,114.0,116.0,69.0,95.0,90.0,16.0,13.0,123.0,3,14.0,9,107.0,7,22.0,96.0,58.0,14.0,95.0,126.0,34.0,7.0,101.0,107.0,133.0,125.0,66.0,37.0,57.0,89.0,82.0,130.0,40.0,100.0,8.0,207.0,17.0,67.0,130.0,11.0,44.0,132.0
101101,50.0,68.0,70.0,16.0,9.0,642.0,629.0,18.0,52.0,30.0,22.0,53.0,36.0,87.0,13.0,16.0,21.0,5,15.0,23,117.0,3,626.0,58.0,68.0,17.0,258.0,25.0,25.0,20.0,27.0,114.0,23.0,14.0,76.0,18.0,78.0,62.0,43.0,15.0,19.0,78.0,14.0,375.0,689.0,47.0,30.0,18.0,54.0,330.0
101001,28.0,65.0,35.0,36.0,13.0,17.0,16.0,20.0,59.0,39.0,46.0,22.0,37.0,94.0,19.0,18.0,15.0,11,3.0,19,127.0,5,22.0,102.0,72.0,15.0,3.0,31.0,17.0,14.0,46.0,118.0,36.0,36.0,56.0,14.0,31.0,77.0,32.0,37.0,14.0,64.0,8.0,3.0,19.0,25.0,43.0,12.0,63.0,
000110,11.0,,15.0,35.0,116.0,4.0,6.0,8.0,55.0,22.0,34.0,9.0,29.0,1.0,63.0,61.0,23.0,161,78.0,56,,154,4.0,,44.0,57.0,6.0,36.0,35.0,61.0,19.0,,36.0,28.0,15.0,7.0,11.0,2.0,8.0,33.0,4.0,3.0,60.0,8.0,2.0,7.0,68.0,56.0,37.0,21.0
001101,7.0,,2.0,24.0,18.0,6.0,8.0,166.0,12.0,42.0,16.0,1.0,33.0,4.0,7.0,6.0,49.0,28,9.0,6,10.0,32,3.0,7.0,7.0,10.0,176.0,32.0,57.0,5.0,45.0,6.0,25.0,25.0,78.0,156.0,2.0,,3.0,28.0,147.0,,6.0,13.0,5.0,6.0,107.0,5.0,12.0,18.0
010000,3.0,6.0,3.0,,49.0,3.0,1.0,6.0,1.0,,2.0,4.0,,34.0,17.0,19.0,2.0,46,19.0,17,20.0,58,,45.0,2.0,20.0,55.0,,37.0,13.0,,18.0,1.0,,12.0,4.0,1.0,11.0,1.0,1.0,9.0,9.0,8.0,68.0,,,140.0,24.0,,111.0
101000,3.0,92.0,50.0,1.0,15.0,,1.0,24.0,97.0,1.0,3.0,3.0,,127.0,,,2.0,4,,1,79.0,6,2.0,123.0,102.0,,60.0,,41.0,1.0,,101.0,1.0,7.0,37.0,29.0,52.0,75.0,1.0,1.0,18.0,71.0,,79.0,,3.0,10.0,1.0,114.0,96.0
100000,2.0,3.0,4.0,,56.0,,,13.0,49.0,,1.0,,,,20.0,9.0,1.0,65,7.0,6,,63,,,32.0,12.0,,2.0,54.0,10.0,,,,,18.0,14.0,6.0,4.0,2.0,,16.0,3.0,8.0,,,1.0,5.0,9.0,50.0,2.0
000001,1.0,27.0,50.0,,11.0,,,73.0,,1.0,,,1.0,16.0,11.0,17.0,2.0,10,14.0,11,13.0,13,1.0,18.0,1.0,8.0,10.0,,22.0,11.0,1.0,12.0,,,25.0,62.0,37.0,26.0,1.0,,60.0,18.0,18.0,10.0,,1.0,1.0,15.0,2.0,5.0
000010,1.0,,57.0,7.0,105.0,56.0,52.0,12.0,13.0,8.0,2.0,1.0,8.0,17.0,19.0,23.0,2.0,126,26.0,18,34.0,108,41.0,19.0,10.0,19.0,,7.0,41.0,21.0,4.0,54.0,9.0,4.0,71.0,13.0,60.0,,1.0,14.0,16.0,2.0,16.0,1.0,35.0,,8.0,23.0,8.0,
001100,1.0,3.0,,21.0,6.0,6.0,6.0,1.0,15.0,21.0,30.0,,16.0,9.0,1.0,1.0,8.0,6,3.0,2,10.0,10,6.0,12.0,12.0,,,27.0,,,24.0,14.0,32.0,24.0,1.0,1.0,,3.0,2.0,34.0,,1.0,1.0,17.0,,2.0,21.0,,6.0,15.0
100001,1.0,2.0,,3.0,53.0,,,,3.0,5.0,3.0,,5.0,,24.0,27.0,5.0,30,19.0,26,,43,,,,29.0,,6.0,58.0,37.0,7.0,,6.0,6.0,30.0,,,4.0,,3.0,,1.0,29.0,3.0,,1.0,7.0,22.0,1.0,6.0
000101,,23.0,13.0,,13.0,14.0,20.0,9.0,4.0,7.0,,,16.0,30.0,14.0,10.0,2.0,7,5.0,10,22.0,11,14.0,37.0,3.0,17.0,3.0,1.0,7.0,10.0,7.0,26.0,,,2.0,17.0,11.0,19.0,,1.0,9.0,22.0,16.0,,15.0,,6.0,20.0,11.0,
000000,,20.0,3.0,2.0,3.0,1.0,1.0,6.0,4.0,3.0,1.0,,2.0,,77.0,77.0,,7,64.0,77,,3,2.0,1.0,4.0,89.0,21.0,2.0,8.0,82.0,1.0,,3.0,5.0,,4.0,4.0,14.0,2.0,3.0,6.0,18.0,82.0,,1.0,,1.0,72.0,5.0,
000100,,17.0,37.0,2.0,45.0,13.0,17.0,33.0,15.0,,,,,,9.0,7.0,,31,7.0,4,,21,12.0,,14.0,3.0,5.0,1.0,44.0,9.0,2.0,,1.0,1.0,11.0,25.0,38.0,17.0,,2.0,40.0,20.0,2.0,,10.0,,4.0,6.0,21.0,2.0
100101,,12.0,19.0,3.0,43.0,6.0,9.0,46.0,9.0,4.0,4.0,,2.0,,25.0,25.0,2.0,23,37.0,32,,33,12.0,,5.0,25.0,24.0,2.0,31.0,39.0,,,3.0,4.0,72.0,32.0,16.0,13.0,,5.0,44.0,10.0,33.0,44.0,8.0,1.0,1.0,37.0,15.0,73.0
100100,,6.0,,,33.0,,,,41.0,,,,,,23.0,33.0,,26,23.0,27,,33,,,42.0,32.0,6.0,1.0,52.0,25.0,,,,,39.0,2.0,1.0,4.0,,,,3.0,24.0,13.0,,,2.0,22.0,45.0,6.0
001000,,1.0,12.0,,,4.0,3.0,19.0,22.0,1.0,3.0,,,34.0,3.0,2.0,,2,1.0,5,25.0,2,2.0,46.0,23.0,6.0,7.0,2.0,15.0,3.0,,28.0,,2.0,13.0,16.0,21.0,,,,20.0,3.0,3.0,1.0,3.0,,,4.0,24.0,4.0
001001,,,,7.0,2.0,5.0,1.0,4.0,7.0,2.0,14.0,1.0,1.0,19.0,2.0,,,10,,5,8.0,5,4.0,16.0,4.0,2.0,3.0,7.0,,,5.0,11.0,6.0,4.0,2.0,1.0,,,1.0,7.0,3.0,,,9.0,3.0,,9.0,2.0,7.0,4.0
