states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
000000,9.0,,,,1.0,,,5.0,3,3.0,,,,,,,,6.0,,,1.0,,12.0,,,1.0,13.0,,,15.0,,,3.0,7.0,,,,,4.0,,,1.0,5.0,3.0,,,,3.0,,
000001,23.0,,,,20.0,2.0,,2.0,18,,,,,7.0,,,,26.0,1.0,,,,2.0,,,5.0,,,,1.0,,,3.0,8.0,20.0,,,,5.0,,,,,4.0,,4.0,,4.0,23.0,
000010,19.0,,,,19.0,19.0,,,141,,,,,1.0,,,,14.0,38.0,,,,261.0,,,1.0,261.0,,,269.0,,,21.0,,13.0,,,,23.0,,,,39.0,28.0,,23.0,,,7.0,
000100,10.0,,,,48.0,10.0,,3.0,1,1.0,,,,1.0,,,,8.0,6.0,,,,75.0,,,,87.0,,,77.0,,,3.0,,44.0,,,,8.0,,,3.0,5.0,1.0,,7.0,,5.0,49.0,
001000,,,,,,,,2.0,14,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
001001,5.0,,,,1.0,,,13.0,13,16.0,,,,12.0,,,,4.0,,,12.0,,3.0,,,19.0,6.0,,,2.0,,,2.0,17.0,,,,,3.0,,,12.0,2.0,,,,,11.0,1.0,
010000,,,,,1.0,,,3.0,3,3.0,,,,,,,,,1.0,,2.0,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,2.0,1.0,,1.0,,1.0,,
010001,5.0,,,,1.0,1.0,,12.0,11,15.0,,,,20.0,,,,4.0,1.0,,11.0,,4.0,,,18.0,1.0,,,4.0,,,3.0,11.0,1.0,,,,2.0,,,21.0,4.0,1.0,,,,8.0,1.0,
011000,32.0,,,,11.0,12.0,,13.0,18,13.0,,,,12.0,,,,22.0,7.0,,16.0,,101.0,,,9.0,90.0,,,92.0,,,10.0,11.0,10.0,,,,6.0,,,11.0,8.0,5.0,,7.0,,7.0,14.0,
011001,484.0,1024.0,1024.0,1024.0,344.0,975.0,1024.0,129.0,461,91.0,1024.0,1024.0,1024.0,108.0,1024.0,1024.0,1024.0,514.0,969.0,1024.0,88.0,1024.0,486.0,1024.0,1024.0,113.0,493.0,1024.0,1024.0,495.0,1024.0,1024.0,971.0,139.0,333.0,1024.0,1024.0,1024.0,963.0,1024.0,1024.0,117.0,956.0,973.0,1024.0,977.0,1024.0,119.0,317.0,1024.0
100000,437.0,,,,578.0,5.0,,842.0,341,881.0,,,,863.0,,,,426.0,,,893.0,,80.0,,,858.0,73.0,,,68.0,,,7.0,831.0,603.0,,,,9.0,,,858.0,2.0,7.0,,5.0,,866.0,612.0,
