states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
010000,3.0,,,,17.0,,,5.0,,5.0,,,,,,3.0,,,,1.0,,8.0,20.0,,,,,1.0,,3.0,3.0,2.0,,,,,8.0,4.0,,,,1.0,,,2.0,,,3.0,,
010010,276.0,50.0,,,426.0,69.0,423.0,84.0,716.0,466.0,830.0,,713.0,,728.0,90.0,233.0,,,692.0,,806.0,698.0,,60.0,50.0,,151.0,50.0,706.0,86.0,420.0,,165.0,68.0,392.0,181.0,397.0,41.0,70.0,76.0,232.0,716.0,,586.0,,699.0,72.0,50.0,3.0
100000,,,,,27.0,,,,,12.0,,,,,,,,,,2.0,,1.0,,,,,,,,2.0,,42.0,,,,,,21.0,,,,,1.0,,7.0,,,,,
100001,1.0,,,,18.0,,,,4.0,,5.0,,8.0,,13.0,,,,,6.0,,1.0,4.0,,,,,,,8.0,,1.0,,,,1.0,,1.0,,,,,10.0,,20.0,,8.0,,,
100100,1.0,,,,33.0,,,,,,5.0,,,,,,1.0,,,,,,6.0,,,,,,,,,20.0,,,,,,21.0,,,,1.0,,,8.0,,,,,
100101,3.0,1.0,,,48.0,1.0,6.0,,6.0,11.0,3.0,,4.0,,8.0,3.0,,,,4.0,,3.0,,,1.0,2.0,,3.0,3.0,8.0,4.0,5.0,,2.0,3.0,5.0,,13.0,,,1.0,,4.0,,63.0,,3.0,2.0,4.0,
101000,3.0,,,,5.0,4.0,22.0,,1.0,71.0,3.0,,,,,,,,,,,1.0,4.0,,1.0,,,,,1.0,,91.0,,,,12.0,,87.0,,2.0,1.0,,4.0,,21.0,,3.0,,,
101001,11.0,1.0,,,91.0,1.0,85.0,4.0,37.0,46.0,24.0,,43.0,,43.0,7.0,,,,38.0,,31.0,14.0,,1.0,3.0,,4.0,1.0,25.0,8.0,95.0,,1.0,2.0,71.0,,76.0,2.0,2.0,2.0,1.0,37.0,,45.0,,42.0,2.0,2.0,
101100,34.0,1.0,,,10.0,16.0,103.0,6.0,125.0,113.0,69.0,,121.0,,113.0,3.0,,,,148.0,,81.0,136.0,,2.0,2.0,,4.0,,131.0,3.0,51.0,,8.0,3.0,84.0,21.0,67.0,1.0,5.0,7.0,4.0,145.0,,5.0,,145.0,2.0,1.0,
101101,617.0,928.0,1024.0,1024.0,34.0,880.0,326.0,883.0,34.0,203.0,41.0,1024.0,36.0,1024.0,28.0,849.0,728.0,1024.0,1024.0,31.0,1024.0,37.0,22.0,1024.0,897.0,912.0,1024.0,800.0,884.0,27.0,865.0,184.0,1024.0,792.0,858.0,395.0,743.0,179.0,932.0,894.0,900.0,719.0,30.0,1024.0,108.0,1024.0,32.0,896.0,929.0,1021.0
